seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,-5140,-260,12692,-42,630,125,0.01,0.18,-0.22,0.959656,-3.170358,-20.000959,26.820438,621,-104,70,501,-359,-141
1,-6116,108,12392,-70,410,51,0.01,0.18,-0.22,0.959229,-3.171713,-20.365793,26.787851,532,138,-392,374,-55,-559
2,-5568,-1192,12792,454,201,-317,0.02,0.18,-0.22,0.958435,-3.106097,-20.819857,26.94425,251,150,-774,9,115,-819
3,-4260,-3356,12880,478,192,-399,0.02,0.18,-0.22,0.957092,-2.736061,-21.068117,27.585423,313,-138,-938,-120,-143,-980
4,-5768,-1776,12268,261,196,-98,0.02,0.18,-0.23,0.95575,-2.516947,-21.248512,28.23901,514,-741,-1039,-259,-750,-1123
5,-5812,-1612,11300,416,126,-196,0.02,0.19,-0.23,0.954956,-2.350719,-21.49865,28.518314,465,-568,-1320,-324,-531,-1375
6,-4252,-2768,11316,484,41,-173,0.03,0.19,-0.23,0.954041,-1.967182,-21.651583,28.958838,447,-600,-1563,-440,-506,-1597
7,-4376,-2100,8820,363,32,60,0.03,0.19,-0.24,0.95343,-1.625375,-21.684063,29.318676,713,-886,-1790,-430,-831,-1902
8,-4028,-1796,8268,499,-153,105,0.03,0.19,-0.24,0.953369,-1.280303,-21.716387,29.386171,817,-920,-2457,-583,-793,-2565
9,-3176,-616,8508,400,-265,153,0.04,0.18,-0.24,0.953735,-0.705617,-21.530426,29.412762,923,-859,-2895,-595,-697,-3021
10,-2916,-2804,6684,420,-304,166,0.04,0.18,-0.24,0.954407,-0.218885,-21.203585,29.33276,1076,-803,-3150,-498,-658,-3323
11,-2588,-2572,4484,608,-392,214,0.05,0.18,-0.23,0.955139,0.251481,-20.835403,29.214979,1268,-1013,-3774,-601,-810,-3981
12,-2228,-1624,4772,747,-677,288,0.05,0.17,-0.23,0.956116,0.964772,-20.339092,29.07992,1368,-1217,-4534,-789,-876,-4745
13,-396,-2956,4876,879,-858,305,0.06,0.16,-0.23,0.957581,1.90188,-19.512669,28.871695,1510,-1246,-4991,-718,-845,-5245
14,384,-3768,3956,905,-903,520,0.06,0.15,-0.23,0.95929,2.927282,-18.386566,28.596775,1898,-1669,-5131,-488,-1326,-5541
15,1468,-2092,2416,987,-1152,671,0.07,0.14,-0.23,0.961548,3.99669,-17.107895,28.038567,2155,-2003,-5562,-361,-1616,-6069
16,3880,-3560,6420,1166,-1502,725,0.07,0.12,-0.22,0.964233,5.282961,-15.467381,27.296326,2440,-2078,-5938,0,-1685,-6533
17,5588,-3904,7420,1193,-1534,1010,0.08,0.1,-0.22,0.967163,6.669159,-13.30233,26.433729,2907,-2588,-5426,569,-2397,-6205
18,6288,-4548,8796,1194,-1652,1399,0.09,0.08,-0.21,0.970398,8.056028,-10.93097,25.17671,3350,-2950,-4924,1196,-2961,-5827
19,6900,580,9576,1147,-1767,1744,0.09,0.05,-0.2,0.97406,9.467134,-8.245803,23.391958,3590,-3115,-4305,1758,-3276,-5223
20,8496,-2000,10808,988,-1968,1759,0.1,0.03,-0.18,0.977539,10.922492,-5.284561,21.231642,3709,-2549,-3754,2466,-2841,-4492
21,10536,-2700,14476,929,-2141,2046,0.11,-0.0,-0.17,0.980469,12.002128,-1.954992,18.956238,3929,-2786,-3020,2917,-3220,-3665
22,10952,-780,18184,1074,-2091,2303,0.11,-0.03,-0.15,0.982849,12.849728,1.702297,16.311474,4155,-3037,-1797,3288,-3687,-2302
23,11824,-916,19172,1037,-1878,2378,0.11,-0.06,-0.12,0.984131,13.707133,5.368445,13.318628,4245,-2664,-286,3520,-3541,-507
24,12872,604,20768,857,-1937,2602,0.12,-0.09,-0.1,0.984314,14.375849,8.855074,10.137489,4219,-2382,723,3514,-3326,757
25,12864,1360,25248,780,-1988,2940,0.12,-0.12,-0.07,0.983459,14.680243,12.457862,6.664495,4117,-2202,1784,3268,-3191,2028
26,12340,5148,27708,825,-1770,3143,0.12,-0.15,-0.04,0.981445,14.597434,16.046062,2.765827,3852,-1679,3430,2584,-2816,3847
27,11056,11392,32580,741,-1670,3272,0.12,-0.17,-0.01,0.97821,14.424693,19.297661,-1.458559,3391,-349,4981,1537,-1674,5591
28,10964,15328,32767,380,-1323,3172,0.12,-0.19,0.02,0.973877,14.125216,22.161573,-5.794625,2720,1857,6822,-147,135,7572
29,9140,19196,32767,158,-692,2937,0.12,-0.21,0.06,0.969482,13.499854,24.314552,-9.824741,2101,3930,7935,-1761,1861,8731
30,8344,20164,32767,196,-271,2567,0.12,-0.21,0.08,0.965942,12.81131,25.495548,-13.349841,1462,5786,8531,-3245,3382,9294
31,8460,23200,32767,81,398,2205,0.12,-0.21,0.11,0.963074,12.351702,25.95566,-16.378534,1044,7265,8841,-4364,4521,9619
32,7928,23128,32767,-83,1184,1711,0.13,-0.21,0.13,0.961792,12.045641,25.446815,-18.728638,903,8556,8961,-5033,5540,9913
33,8396,21660,32767,-67,1655,1207,0.13,-0.19,0.14,0.962402,11.842426,23.930069,-20.297707,904,9211,8954,-5189,6064,10103
34,9100,20528,32767,-99,2092,908,0.13,-0.17,0.16,0.964111,11.862716,21.821123,-21.258678,1203,9159,8885,-4696,6065,10266
35,8856,21472,32767,-409,2658,618,0.13,-0.15,0.17,0.966431,11.872763,19.199577,-21.874054,1633,9015,8783,-3932,6109,10405
36,9012,17660,25988,-452,3101,157,0.12,-0.12,0.17,0.969604,11.731027,15.936095,-22.038805,2139,8859,8381,-2900,6375,10209
37,8560,15004,21780,-306,3198,-180,0.12,-0.09,0.18,0.972839,11.657979,12.302526,-21.817911,2667,8011,6654,-1355,6417,8516
38,8020,14020,20356,-260,3227,-425,0.11,-0.06,0.18,0.975464,11.774774,8.619373,-21.377317,3015,6978,4820,-64,6199,6524
39,6564,13332,16788,-313,3346,-618,0.11,-0.02,0.18,0.977417,11.939374,4.89332,-20.776056,3335,6110,3435,927,5954,4891
40,5316,11816,12764,-280,3368,-900,0.1,0.01,0.18,0.97876,12.045898,1.030668,-20.037399,3498,5540,1910,1492,5900,3086
41,2760,11088,9940,-68,3188,-1100,0.1,0.04,0.17,0.979309,12.226334,-2.900075,-19.069904,3469,4826,155,1708,5606,996
42,2124,8716,8952,-4,2961,-1334,0.1,0.08,0.16,0.978943,12.569788,-6.747534,-17.887201,3207,4254,-1311,1479,5232,-728
43,1404,6100,3760,-38,2752,-1342,0.09,0.11,0.15,0.978027,12.803162,-10.420524,-16.477924,3185,3247,-2385,1503,4411,-2155
44,232,7976,3876,-188,2157,-1265,0.09,0.14,0.14,0.976562,12.814837,-13.799588,-15.14103,3150,2519,-3953,1135,3870,-3951
45,-32,8296,6552,-121,1800,-1429,0.09,0.16,0.13,0.974976,12.721833,-16.558762,-13.845993,2972,2418,-4603,656,3728,-4640
46,-352,5072,2272,-113,1842,-1608,0.08,0.18,0.12,0.973511,12.534342,-18.998083,-12.302633,2987,2261,-4552,607,3493,-4709
47,-644,3584,-576,-21,1441,-1584,0.08,0.2,0.1,0.97168,12.137375,-21.494223,-10.572179,3074,1637,-5469,311,2918,-5780
48,-1656,3656,-764,47,969,-1500,0.08,0.21,0.09,0.970032,11.697445,-23.568869,-8.774478,3124,1024,-6401,-80,2340,-6803
49,-1712,4496,604,53,572,-1539,0.07,0.22,0.07,0.968872,11.246818,-25.088381,-6.986684,2987,863,-6852,-494,2127,-7200
50,-1124,1520,-276,96,378,-1612,0.07,0.23,0.06,0.968201,10.73051,-26.168859,-5.078928,2956,743,-6856,-579,1937,-7224
51,-1284,-64,-744,206,85,-1455,0.07,0.24,0.04,0.967957,10.031246,-26.98983,-3.076119,3131,105,-7103,-544,1281,-7636
52,-1084,2612,-48,197,-298,-1278,0.07,0.24,0.02,0.968262,9.192431,-27.440802,-0.338271,3237,-178,-7304,-540,950,-7914
53,-780,2804,1300,231,-483,-1287,0.07,0.24,0.01,0.968689,8.974691,-27.381281,0.508477,3233,-57,-7233,-487,1042,-7838
54,-300,772,500,248,-630,-1321,0.07,0.23,-0.0,0.969727,8.549946,-27.027824,2.234759,3259,67,-6969,-260,1094,-7610
55,-104,-1132,748,286,-925,-1165,0.07,0.23,-0.02,0.971069,8.047616,-26.447863,3.944268,3353,-373,-7005,-110,611,-7749
56,-244,992,3644,339,-1223,-1008,0.07,0.22,-0.03,0.972961,7.580991,-25.451092,5.454905,3303,-766,-6909,0,152,-7694
57,724,-128,5272,425,-1268,-1016,0.07,0.21,-0.04,0.97522,7.350951,-24.059998,6.796529,3221,-666,-6219,398,112,-7022
58,824,408,3096,499,-1311,-929,0.07,0.19,-0.05,0.977356,7.234934,-22.532276,8.120288,3261,-752,-5726,794,-91,-6583
59,1132,712,4176,445,-1720,-835,0.07,0.18,-0.06,0.979309,7.296906,-20.903852,9.340623,3176,-749,-5921,833,-81,-6708
60,2076,-852,8296,411,-2051,-801,0.07,0.16,-0.08,0.981689,7.376922,-18.767061,10.38116,3079,-759,-5672,1061,-166,-6408
61,3156,32,9544,487,-2004,-711,0.07,0.13,-0.09,0.984253,7.392488,-16.164734,11.312463,3079,-1028,-4665,1547,-668,-5427
62,2892,3068,7660,538,-2008,-683,0.08,0.11,-0.1,0.986206,7.613145,-13.556231,12.135093,3104,-886,-4125,1940,-685,-4816
63,2940,1716,9048,469,-2378,-756,0.08,0.09,-0.11,0.987366,8.082656,-10.931352,12.95785,2877,-358,-4194,2034,-169,-4671
64,4688,676,14540,444,-2678,-752,0.08,0.06,-0.12,0.98822,8.455816,-7.878357,13.812885,2613,-438,-3662,2054,-356,-4009
65,6800,1364,16292,305,-2584,-703,0.08,0.03,-0.13,0.988403,8.74608,-4.457915,14.65064,2593,-640,-2244,2261,-869,-2509
66,6964,2876,14712,337,-2475,-715,0.08,-0.0,-0.13,0.987671,8.979287,-1.108544,15.451061,2795,-586,-1259,2566,-1106,-1388
67,6292,2872,18492,265,-2787,-802,0.08,-0.03,-0.14,0.985962,9.408646,2.160161,16.294619,2669,-211,-1001,2576,-825,-920
68,6628,2748,24044,191,-2813,-855,0.08,-0.06,-0.15,0.982971,9.827753,5.656594,17.337891,2262,-224,301,2025,-960,480
69,8824,1416,25960,-47,-2555,-965,0.07,-0.09,-0.17,0.979065,10.132147,9.031791,18.528927,2048,-118,2184,1415,-1047,2424
70,9612,1044,26980,-51,-2273,-1011,0.07,-0.12,-0.18,0.974487,10.241148,12.063515,19.948362,2194,-313,3589,968,-1404,3857
71,9524,-2964,28932,-151,-1847,-980,0.06,-0.15,-0.2,0.966919,10.358784,15.899379,22.277994,2335,-1132,5407,-87,-2248,5558
72,9360,-2148,28480,-240,-1676,-831,0.05,-0.16,-0.2,0.964661,10.253076,16.925249,23.046448,2233,-1577,5778,-580,-2576,5821
73,9332,-508,29644,-232,-1499,-854,0.05,-0.18,-0.21,0.960327,9.966955,18.76861,24.476042,2005,-1833,6232,-1254,-2596,6156
74,9704,-1844,31712,-128,-1176,-978,0.04,-0.2,-0.22,0.953857,9.819708,20.898506,26.709496,1785,-1850,7178,-2099,-2330,6949
75,9292,-1812,30828,49,-593,-1015,0.04,-0.2,-0.23,0.951904,9.848453,21.324598,27.447607,1761,-2018,7562,-2415,-2413,7259
76,7956,-3736,24644,-164,-183,-1000,0.03,-0.2,-0.24,0.947632,9.899259,21.586744,29.478477,1484,-2465,6883,-2675,-2607,6456
77,7612,-4012,23712,-493,-434,-843,0.03,-0.2,-0.25,0.946533,9.712607,21.587673,30.138586,1278,-2656,6108,-2637,-2664,5651
78,8868,-4000,26164,-387,-490,-751,0.02,-0.2,-0.26,0.942688,8.795282,22.108086,32.110981,1117,-2929,5482,-2728,-2680,5024
79,9148,-4464,25172,-95,-70,-640,0.02,-0.21,-0.27,0.941589,8.572248,22.224207,32.649529,1185,-2962,5511,-2725,-2696,5083
