seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,-2780,-772,13700,-63,-80,-134,-0.04,0.14,0.0,0.98938,-4.587461,-16.071089,-0.838655,692,300,-1201,328,200,-1364
1,-2368,-1068,12736,-48,49,-112,-0.04,0.14,0.0,0.98938,-4.662045,-16.033022,-0.774295,689,243,-1184,332,142,-1343
2,-2984,-1268,10900,24,28,-66,-0.04,0.14,-0.0,0.989319,-4.745033,-16.083742,-0.663472,678,119,-1518,229,-9,-1650
3,-3540,-716,11548,93,-122,-32,-0.04,0.14,-0.0,0.98938,-4.73867,-16.018026,-0.593857,559,46,-1749,54,-99,-1833
4,-3600,356,10472,222,-183,-75,-0.04,0.14,-0.0,0.989624,-4.601625,-15.860725,-0.494904,485,148,-1992,-79,-11,-2053
5,-2848,-196,10112,434,-338,-215,-0.04,0.14,-0.0,0.990051,-4.203818,-15.589209,-0.246541,605,525,-2445,-77,345,-2548
6,-1664,-1720,10924,501,-278,-125,-0.03,0.13,-0.01,0.990784,-3.64136,-15.096712,0.174159,849,339,-2472,175,177,-2623
7,-1932,276,8296,340,-170,57,-0.03,0.13,-0.01,0.991333,-3.142505,-14.701648,0.446835,1005,41,-2568,318,-106,-2737
8,-2712,2040,3328,139,-410,67,-0.02,0.13,-0.01,0.991699,-2.759901,-14.474835,0.398944,895,547,-3745,-68,367,-3870
9,-1668,2196,6192,313,-1010,-100,-0.02,0.12,-0.01,0.992554,-2.383858,-13.75231,0.459165,743,844,-4702,-391,654,-4773
10,-1152,508,8108,234,-1057,-213,-0.02,0.11,-0.01,0.993896,-1.945473,-12.457753,0.724107,779,890,-4553,-212,739,-4640
11,-176,752,5584,259,-998,-210,-0.01,0.1,-0.01,0.995056,-1.662801,-11.163409,1.033631,925,730,-4554,36,596,-4665
12,1020,-408,3388,323,-1208,-227,-0.01,0.09,-0.01,0.996155,-1.313995,-9.815735,1.361892,1133,573,-5183,243,447,-5311
13,2532,-2204,4760,341,-1581,-143,-0.01,0.07,-0.02,0.997375,-0.974941,-8.063922,1.673318,1380,74,-5667,570,-40,-5804
14,3676,-488,7484,266,-1913,82,-0.01,0.05,-0.02,0.998535,-0.723981,-5.79003,1.78675,1611,-370,-5508,1032,-473,-5636
15,4860,3024,8968,316,-2044,15,-0.0,0.03,-0.01,0.999451,-0.382452,-3.142633,1.678614,1781,47,-4834,1512,-30,-4923
16,4856,704,10152,407,-2123,-170,0.0,0.0,-0.02,0.999878,0.162592,-0.352188,1.72117,1901,519,-4257,1889,474,-4267
17,6148,-1880,12032,367,-2193,-187,0.01,-0.02,-0.02,0.999573,0.680773,2.555789,1.945716,1907,134,-3520,2066,104,-3429
18,6972,-1844,12780,331,-2303,56,0.01,-0.05,-0.02,0.998596,0.987228,5.580269,2.062702,1950,-567,-2778,2190,-601,-2584
19,7700,3192,13604,332,-2478,158,0.01,-0.08,-0.02,0.996826,1.32683,8.765125,1.843187,1891,-210,-2245,2204,-235,-1934
20,8272,768,17628,317,-2595,-8,0.01,-0.11,-0.02,0.99408,1.843108,12.156838,1.695963,1798,186,-1275,2031,154,-861
21,8728,360,20304,186,-2546,20,0.02,-0.14,-0.02,0.99054,2.193635,15.503983,1.634889,1642,64,13,1579,3,453
22,8972,1204,22804,292,-2452,69,0.02,-0.16,-0.02,0.986328,2.440223,18.704517,1.54354,1452,-22,1440,910,-119,1827
23,8052,3960,25636,333,-2393,176,0.02,-0.19,-0.01,0.981689,2.854394,21.690802,1.291952,1114,207,2929,-47,62,3139
24,8112,5676,30888,85,-2369,121,0.02,-0.21,-0.01,0.976807,3.290614,24.462547,0.991717,689,1067,4553,-1247,853,4478
25,8320,6216,32767,-2,-2052,-22,0.03,-0.23,-0.01,0.971985,3.610426,26.908691,0.92524,382,1669,6622,-2641,1363,6159
26,8808,5956,32767,-85,-1569,-193,0.03,-0.25,-0.02,0.967957,3.935427,28.768597,1.106078,226,2088,7885,-3574,1722,7129
27,9728,6832,32767,-132,-912,-355,0.03,-0.26,-0.02,0.965271,4.286868,29.917284,1.52565,270,2284,8582,-4012,1881,7699
28,11708,5464,32767,-306,-234,-603,0.03,-0.26,-0.03,0.964294,4.653567,30.225885,2.246954,672,2486,8939,-3863,2047,8210
29,13708,2616,32767,-367,379,-694,0.03,-0.26,-0.03,0.964905,4.83003,29.84038,3.319881,1409,1959,9092,-3244,1491,8702
30,14280,1116,32767,-391,1076,-628,0.03,-0.25,-0.04,0.966919,4.775491,28.781946,4.389546,2274,1226,9115,-2365,720,9145
31,12828,2932,32767,-233,1901,-501,0.02,-0.23,-0.05,0.970642,4.502657,26.913834,5.268776,2850,690,9039,-1553,161,9373
32,11544,2948,31976,-180,2193,-593,0.02,-0.21,-0.05,0.975342,4.431636,24.350185,5.939744,3054,781,8893,-879,203,9391
33,10236,2128,26368,-226,2582,-668,0.03,-0.19,-0.06,0.980164,4.438931,21.320728,6.684428,3046,728,7995,-65,117,8584
34,9496,2156,22660,-310,2658,-667,0.03,-0.16,-0.07,0.984558,4.344987,18.104532,7.46319,2964,681,6297,870,74,6937
35,8720,1964,21576,-371,2686,-654,0.03,-0.13,-0.07,0.988159,4.110137,14.919056,8.270019,2917,516,4794,1585,-79,5407
36,7272,720,17604,-433,2882,-696,0.02,-0.1,-0.08,0.990967,3.778726,11.698217,9.074991,3016,443,3572,2227,-169,4129
37,6408,904,14612,-414,2851,-705,0.02,-0.08,-0.09,0.993042,3.35456,8.375562,9.912006,3001,263,1991,2660,-334,2418
38,5556,904,13684,-394,2685,-739,0.02,-0.05,-0.09,0.994141,2.932003,5.17437,10.765196,2878,153,542,2788,-414,806
39,4556,-312,10528,-395,2688,-814,0.02,-0.02,-0.1,0.994324,2.496706,2.112724,11.689265,2850,56,-480,2820,-509,-371
40,3136,-1824,6124,-385,2500,-755,0.02,0.01,-0.11,0.993713,1.971578,-0.943358,12.668853,2824,-260,-1783,2682,-805,-1837
41,1976,-1920,5264,-402,2091,-642,0.02,0.03,-0.12,0.992432,1.339287,-3.75778,13.567948,2656,-557,-3358,2251,-1030,-3536
42,1560,-1516,4580,-364,1805,-572,0.01,0.05,-0.12,0.990845,0.689148,-6.136106,14.344788,2469,-707,-4371,1765,-1121,-4617
43,852,-2120,3284,-313,1557,-553,0.01,0.07,-0.13,0.989014,0.065042,-8.197742,15.051749,2361,-696,-5058,1383,-1082,-5343
44,520,-2692,1976,-213,1304,-500,0.01,0.09,-0.13,0.987061,-0.524225,-9.965431,15.729075,2266,-797,-5730,967,-1151,-6028
45,-52,-3696,1396,-80,1033,-420,0.01,0.1,-0.14,0.985107,-1.036596,-11.451906,16.36445,2204,-952,-6326,573,-1277,-6619
46,-580,-1024,1072,41,752,-262,0.0,0.11,-0.14,0.983337,-1.410562,-12.630937,16.902895,2061,-1143,-6760,138,-1408,-7016
47,-720,-1292,648,166,465,-285,0.0,0.12,-0.15,0.981995,-1.517741,-13.513979,17.313936,1894,-814,-7094,-115,-1012,-7316
48,-408,-1524,0,190,239,-252,0.01,0.12,-0.15,0.980957,-1.479469,-14.063315,17.748034,1828,-627,-7309,-244,-777,-7515
49,-768,-1240,-1812,169,-33,-168,0.01,0.13,-0.15,0.980225,-1.411717,-14.326155,18.109245,1839,-572,-7686,-344,-688,-7885
50,-964,-1672,-2328,284,-447,-119,0.01,0.12,-0.15,0.97998,-1.316993,-14.271374,18.356785,1750,-536,-8272,-548,-584,-8433
51,-900,-440,-812,344,-865,-20,0.01,0.12,-0.16,0.980347,-1.083158,-13.731356,18.523666,1574,-582,-8616,-720,-546,-8730
52,132,856,-412,368,-1151,6,0.01,0.11,-0.16,0.981323,-0.710085,-12.692553,18.559336,1416,-374,-8494,-609,-303,-8591
