seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,3984,-12420,15588,-120,-392,-593,-0.05,0.05,-0.4,0.912476,-7.63517,-2.368709,47.45771,1204,-3171,-597,-1585,-3049,-220
1,4664,-16092,16908,-155,-441,-232,-0.06,0.04,-0.41,0.911377,-8.037212,-1.953208,47.685871,1422,-3911,-417,-1971,-3687,85
2,6140,-17968,18552,-241,-339,543,-0.07,0.04,-0.4,0.911133,-9.022551,-1.146289,47.528591,2059,-5431,178,-2570,-5117,986
3,6264,-12752,19116,-381,-168,1307,-0.08,0.04,-0.4,0.914062,-10.137676,-0.636888,46.37764,2528,-5915,722,-2415,-5752,1723
4,6512,-12052,18296,-355,10,1447,-0.09,0.04,-0.38,0.919067,-11.086624,-0.478459,44.608242,2887,-5068,968,-1350,-5433,1900
5,7360,-14352,16760,-186,160,1635,-0.09,0.04,-0.37,0.924194,-11.904731,-0.54083,42.746616,3194,-4911,929,-838,-5558,1891
6,8916,-14304,14856,-68,146,2022,-0.1,0.05,-0.35,0.930176,-12.622389,-0.797897,40.559597,3534,-5056,475,-522,-5974,1519
7,9740,-16604,15916,-106,38,2579,-0.11,0.05,-0.33,0.937256,-13.290467,-1.005371,37.877071,4114,-5437,155,-65,-6688,1328
8,10592,-13052,15388,-229,-80,3346,-0.11,0.05,-0.3,0.945923,-14.060709,-1.285102,34.352455,4664,-5467,13,757,-7038,1235
9,11356,-10888,15276,-250,-164,3915,-0.12,0.05,-0.26,0.95575,-14.750236,-1.624967,29.977161,5121,-4684,-48,2062,-6550,1000
10,12004,-8532,15036,-11,-223,4409,-0.12,0.05,-0.22,0.965759,-15.145784,-2.066619,25.007168,5572,-3775,-224,3383,-5793,568
11,12392,-3728,16312,60,-239,4865,-0.13,0.05,-0.18,0.975403,-15.080122,-2.55331,19.523552,6020,-2618,-214,4728,-4553,205
12,12336,-204,16472,-137,-141,5035,-0.12,0.04,-0.12,0.983521,-14.741334,-3.143683,13.622914,6349,-886,39,5925,-2444,-85
13,11108,1836,14312,-75,-61,5084,-0.12,0.04,-0.07,0.988953,-14.350307,-3.86855,7.611767,6433,457,-40,6398,-552,-585
14,9832,4528,14680,153,-114,5079,-0.12,0.04,-0.02,0.992004,-13.570016,-4.617497,1.562629,6315,1834,-410,6300,1389,-1334
15,7828,13044,17956,303,-96,5113,-0.11,0.04,0.03,0.992554,-12.270205,-5.293787,-4.525403,5819,3422,-205,5497,3639,-1460
16,4292,19212,16644,117,111,4601,-0.09,0.04,0.09,0.990601,-10.452627,-5.998361,-10.47747,5013,6046,259,3838,6719,-1361
17,1152,20524,14844,-118,139,3734,-0.08,0.05,0.13,0.986511,-8.662753,-6.747759,-15.717044,3913,8385,29,1493,8974,-1685
18,-724,18404,15576,-104,27,2972,-0.07,0.05,0.17,0.981506,-7.119806,-7.300684,-19.936981,2683,9271,-244,-655,9476,-1720
19,-1528,18800,15604,-170,-21,2469,-0.06,0.06,0.2,0.97644,-5.685799,-7.629306,-23.401918,1775,9669,-279,-2226,9466,-1460
20,-3384,18484,14368,-198,-124,2064,-0.05,0.06,0.22,0.971436,-4.45768,-7.831554,-26.287594,887,9602,-451,-3483,8907,-1305
21,-4200,21076,16380,-78,-354,1611,-0.04,0.06,0.24,0.966797,-3.222022,-7.803502,-28.705748,140,9871,-493,-4643,8660,-1056
22,-4740,22564,17588,106,-333,965,-0.03,0.06,0.26,0.963257,-1.810947,-7.545483,-30.444094,-468,10320,-86,-5612,8664,-347
