seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,6160,-548,15344,328,-115,28,-0.01,-0.21,0.08,0.973328,-3.41364,24.450352,-10.049343,41,27,218,-58,29,213
1,6220,2840,17692,313,-305,-59,-0.01,-0.21,0.08,0.972961,-2.932876,24.650698,-10.285776,-186,479,435,-426,429,294
2,7348,1680,19252,420,-272,-431,0.0,-0.22,0.08,0.972717,-2.230226,24.927753,-10.243634,-282,941,1122,-876,841,864
3,7540,-1164,22376,578,-248,-456,0.01,-0.22,0.08,0.972717,-1.243776,25.179085,-9.95188,-2,574,1890,-891,473,1697
4,8236,2208,26108,361,-127,-136,0.01,-0.22,0.08,0.972717,-0.429963,25.289936,-9.858363,153,344,3139,-1244,172,2901
5,7376,3812,25916,36,144,-44,0.02,-0.22,0.08,0.973083,0.027812,25.115128,-9.85203,288,754,4374,-1693,495,4082
6,7992,4368,28184,22,163,-184,0.02,-0.21,0.07,0.973999,0.320399,24.687962,-9.728548,373,1386,5007,-1941,1075,4712
7,8792,4168,32767,-65,364,-288,0.02,-0.21,0.07,0.975098,0.674346,24.190163,-9.401063,640,1615,6331,-2219,1232,6053
8,9400,2480,32767,-49,1086,-484,0.02,-0.2,0.07,0.977234,0.968558,23.167097,-8.83695,1097,1614,7459,-2119,1212,7313
9,9396,2200,32308,90,1613,-534,0.02,-0.18,0.06,0.980591,1.316568,21.347071,-8.100524,1544,1330,8000,-1614,954,8039
10,9588,3568,32767,174,1910,-524,0.02,-0.16,0.06,0.984314,1.782092,19.089434,-7.396332,1938,1169,8166,-946,813,8380
11,9448,3800,30444,32,2316,-629,0.03,-0.14,0.05,0.988037,2.264972,16.497208,-6.657231,2388,1305,8055,-109,979,8444
12,8796,3320,26964,56,2626,-780,0.03,-0.12,0.05,0.991699,2.594589,13.546694,-5.740691,2756,1298,7323,864,1044,7814
13,8900,2092,25752,197,2797,-956,0.03,-0.09,0.04,0.994812,3.011281,10.370513,-4.679095,3060,1146,6313,1801,942,6810
14,8776,224,22152,154,3038,-963,0.03,-0.06,0.03,0.997253,3.415605,7.039236,-3.495133,3514,617,5255,2819,453,5673
15,7532,904,16956,-31,3126,-882,0.03,-0.03,0.02,0.99884,3.545038,3.538953,-2.384657,3771,198,3639,3537,106,3870
16,6124,672,13424,-74,2976,-919,0.03,-0.0,0.01,0.999451,3.476067,0.074629,-1.30848,3854,29,1718,3852,12,1721
17,5160,-1720,11324,84,2883,-1029,0.03,0.03,0.0,0.999146,3.368982,-3.20882,-0.164584,3920,-180,90,3919,-160,-140
18,3272,-1256,8920,282,2808,-1032,0.03,0.06,-0.01,0.997925,3.378213,-6.448526,1.112679,3803,-791,-1299,3618,-759,-1761
19,2100,-6832,1128,105,2635,-1126,0.03,0.08,-0.02,0.99585,3.40919,-9.591663,2.475119,3913,-1047,-3048,3310,-972,-3713
20,1400,-2756,980,268,1903,-634,0.03,0.11,-0.03,0.993286,3.082494,-12.456113,3.653152,3442,-1994,-5177,2132,-1823,-5894
21,2204,-2436,-100,244,1445,-528,0.03,0.13,-0.03,0.991028,3.057235,-14.511976,4.482011,3029,-2046,-6065,1277,-1802,-6727
22,-1264,-1520,-88,257,1194,-326,0.03,0.14,-0.04,0.988953,2.969102,-16.143423,5.155035,2833,-2069,-6664,714,-1777,-7282
23,-1128,196,-620,274,852,-400,0.03,0.15,-0.04,0.987,3.134762,-17.506584,5.672251,2507,-1305,-7153,148,-926,-7632
24,-1140,-1236,-628,369,531,-512,0.04,0.16,-0.05,0.985413,3.318867,-18.510729,6.374441,2333,-1048,-7623,-275,-583,-8014
25,-1240,-2692,-888,448,293,-468,0.04,0.16,-0.05,0.984131,3.525764,-19.142653,7.192721,2304,-1234,-7806,-475,-708,-8187
26,-692,-952,-2372,538,1,-338,0.04,0.17,-0.06,0.983215,3.815034,-19.501667,7.904451,2282,-1324,-8147,-672,-710,-8506
27,-472,-224,-1892,569,-349,-257,0.05,0.17,-0.06,0.98291,4.307587,-19.430668,8.513692,2312,-1203,-8399,-697,-491,-8752
28,-116,-480,-2080,490,-623,-210,0.05,0.16,-0.07,0.983154,4.835525,-18.96463,8.996099,2352,-1021,-8551,-604,-224,-8903
29,36,-1732,-1572,511,-954,-127,0.06,0.15,-0.07,0.983948,5.296863,-18.12685,9.37621,2396,-1154,-8681,-486,-287,-9061
30,452,-404,-176,534,-1305,45,0.06,0.14,-0.07,0.985291,5.791029,-16.821581,9.577982,2337,-1339,-8519,-314,-434,-8917
31,576,1300,1196,587,-1559,120,0.06,0.13,-0.07,0.987061,6.413462,-15.08068,9.57215,2207,-1107,-8127,-28,-190,-8491
32,1464,2828,2500,650,-1766,152,0.07,0.11,-0.07,0.988831,7.21054,-12.987952,9.495123,2152,-715,-7633,404,195,-7949
33,2084,4140,3824,520,-2023,138,0.08,0.09,-0.07,0.990479,8.076535,-10.60766,9.335973,2059,-135,-7173,825,769,-7377
34,3188,3688,5820,340,-2175,24,0.08,0.06,-0.08,0.991882,8.774026,-7.886968,9.209302,2033,232,-6482,1298,1046,-6589
35,3932,2088,5700,165,-2285,-91,0.08,0.04,-0.08,0.992798,9.180215,-5.010103,9.185678,2053,204,-5864,1692,897,-5912
36,5712,1400,8652,217,-2700,-168,0.08,0.01,-0.08,0.993225,9.413691,-1.862044,9.268532,2070,-52,-5474,2002,534,-5472
37,6676,-128,13956,123,-2892,-126,0.08,-0.02,-0.08,0.992737,9.619519,1.830349,9.446154,2147,-599,-4042,2257,-306,-4014
38,7528,3184,14264,-188,-2856,41,0.08,-0.06,-0.09,0.991516,9.560175,5.592327,9.510307,2102,-639,-2611,2277,-622,-2463
39,8908,2672,15856,-355,-3041,-123,0.07,-0.09,-0.09,0.989258,9.330317,9.419777,9.619589,2051,-178,-1716,2281,-343,-1363
