seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,-2876,-1756,12472,337,396,45,-0.05,0.1,-0.17,0.979614,-7.44649,-10.255877,19.078981,452,-303,-996,111,-498,-1013
1,-3084,-3300,12872,548,214,-24,-0.05,0.1,-0.17,0.979553,-7.213206,-10.452335,19.135941,400,-298,-1207,17,-482,-1213
2,-3880,-2400,13308,614,133,-50,-0.04,0.1,-0.17,0.979492,-6.554684,-10.678263,19.328218,156,-415,-1264,-258,-497,-1216
3,-4052,-1448,12028,762,27,-174,-0.03,0.1,-0.17,0.97937,-5.831811,-10.855599,19.62447,-18,-429,-1566,-487,-443,-1483
4,-2204,-2728,14708,771,-50,-357,-0.03,0.1,-0.17,0.979187,-4.945453,-10.853684,20.080788,2,-125,-1529,-355,-140,-1485
5,-1472,-3128,11636,705,165,-210,-0.02,0.1,-0.18,0.978699,-4.179684,-10.838708,20.673332,227,-645,-1385,-293,-684,-1353
6,-1936,-2548,6128,581,72,-25,-0.01,0.1,-0.18,0.978271,-3.595173,-11.028659,21.013729,395,-953,-2358,-446,-1005,-2326
7,-700,-3740,7592,607,-357,30,-0.01,0.1,-0.18,0.978394,-2.983625,-10.927138,21.139124,639,-953,-3523,-440,-1046,-3526
8,-224,-2412,6720,398,-423,203,-0.0,0.09,-0.18,0.979004,-2.480937,-10.370456,21.101681,845,-1195,-3770,-339,-1323,-3805
9,-52,-3872,4312,592,-520,136,-0.0,0.09,-0.18,0.979797,-2.088067,-9.828535,20.934702,911,-1305,-4528,-401,-1419,-4567
10,480,-5776,5608,941,-636,226,0.0,0.08,-0.18,0.98053,-1.395124,-9.049246,20.866056,1143,-1860,-4948,-369,-1977,-5019
11,956,-5596,3016,950,-725,443,0.01,0.07,-0.18,0.981567,-0.447945,-8.192487,20.601049,1309,-2187,-5468,-293,-2270,-5580
12,1816,-4812,3476,817,-1136,795,0.01,0.06,-0.17,0.983154,0.440017,-7.046422,19.993261,1411,-2503,-6125,-223,-2529,-6270
13,3680,-3272,6632,863,-1349,996,0.02,0.04,-0.16,0.985413,1.266034,-5.350566,18.934402,1570,-2487,-5878,198,-2556,-6052
14,5580,-2156,6700,1265,-1384,962,0.03,0.03,-0.15,0.987427,2.402763,-3.459231,17.762039,1938,-2217,-5574,918,-2370,-5768
15,7456,-2080,8648,1378,-1488,963,0.04,0.01,-0.14,0.988831,3.968245,-1.29879,16.602247,2471,-1930,-4961,1806,-2187,-5136
16,9316,-4432,12348,1276,-1627,1201,0.05,-0.02,-0.13,0.989807,5.412102,1.11612,15.30192,2959,-2268,-4038,2430,-2619,-4175
17,10580,-4428,12784,1054,-1609,1648,0.05,-0.04,-0.12,0.990601,6.513914,3.760505,13.532937,3476,-2710,-3018,3007,-3171,-3070
18,10840,-1168,12468,965,-1698,2008,0.06,-0.06,-0.1,0.991272,7.261396,6.504536,11.211645,3678,-2783,-2449,3371,-3224,-2346
19,11208,848,16524,863,-2009,2148,0.06,-0.09,-0.08,0.991028,7.967429,9.484303,8.528348,3594,-2129,-1911,3535,-2480,-1565
20,11880,684,21860,807,-2027,2210,0.07,-0.12,-0.06,0.989502,8.463891,12.739301,5.686923,3504,-1526,-459,3349,-1892,110
21,11456,1908,19476,631,-1641,2298,0.07,-0.14,-0.03,0.987244,8.634101,15.768076,2.705152,3346,-1118,1180,2825,-1533,1870
