seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,-860,-9328,13352,416,-447,-680,-0.08,0.09,-0.21,0.970581,-11.436995,-7.827207,23.485559,616,-834,-2241,-231,-1284,-2095
1,116,-13692,14392,217,-513,-355,-0.08,0.08,-0.21,0.969727,-11.576524,-7.033145,24.116846,735,-2263,-1684,-576,-2556,-1276
2,1312,-13696,16280,46,-620,109,-0.09,0.08,-0.22,0.969421,-11.956772,-6.167988,24.31295,890,-3693,-1074,-895,-3825,-379
3,2756,-15260,17172,-263,-569,308,-0.1,0.07,-0.21,0.969788,-12.571939,-5.329112,23.96138,1176,-4170,-455,-688,-4287,352
4,3256,-18200,18480,-20,-545,576,-0.11,0.06,-0.21,0.970215,-13.364199,-4.505962,23.413363,1563,-5243,139,-616,-5298,1220
5,4412,-19464,19772,59,-306,893,-0.11,0.06,-0.2,0.971313,-13.999207,-3.855251,22.506884,1927,-6121,925,-409,-6068,2243
6,6436,-20208,17736,153,-80,1296,-0.12,0.06,-0.19,0.972839,-14.592059,-3.592484,21.257114,2421,-6917,1175,-68,-6903,2722
7,7140,-18544,17872,210,-15,1896,-0.12,0.05,-0.18,0.975159,-15.082586,-3.559262,19.463188,3057,-7347,1155,601,-7501,2831
8,7500,-15212,16312,207,51,2376,-0.13,0.05,-0.15,0.978271,-15.385336,-3.797014,16.988171,3588,-6867,931,1544,-7236,2475
9,7940,-14104,17048,355,33,2658,-0.13,0.05,-0.13,0.98175,-15.443155,-4.18626,14.054574,3998,-6002,583,2478,-6536,1862
10,8804,-11580,17572,570,84,2999,-0.13,0.05,-0.1,0.985291,-15.120639,-4.606993,10.833381,4389,-5374,670,3360,-5868,1689
11,9076,-7556,16872,369,258,3231,-0.12,0.05,-0.07,0.988464,-14.512395,-5.186661,7.237309,4799,-4188,685,4285,-4588,1271
12,9328,-6924,15660,466,294,3389,-0.12,0.06,-0.04,0.990662,-13.882383,-5.920794,3.439845,5114,-3199,416,4926,-3446,637
13,10236,-3408,15580,509,286,3637,-0.11,0.06,-0.0,0.991943,-12.957212,-6.645072,-0.610175,5436,-2194,154,5439,-2189,8
14,9272,-1152,15392,327,344,3861,-0.11,0.06,0.04,0.991882,-11.888135,-7.338642,-4.943826,5756,-1132,-1,5794,-757,-504
15,8992,3256,14388,250,317,3890,-0.1,0.06,0.08,0.990112,-10.752721,-8.089332,-9.55689,5805,344,-350,5593,1074,-1220
16,8872,3868,14896,258,248,3786,-0.09,0.07,0.12,0.986816,-9.474898,-8.660489,-14.109369,5740,1442,-501,5129,2536,-1587
17,8292,6236,14880,270,303,3849,-0.08,0.07,0.16,0.981995,-8.097372,-9.094172,-18.635496,5778,2282,-540,4660,3750,-1758
18,7096,10536,14432,127,307,3871,-0.07,0.07,0.2,0.975342,-6.5652,-9.492529,-23.283487,5579,3395,-571,3698,5081,-1862
19,5112,11452,12960,-76,295,3673,-0.06,0.07,0.24,0.96698,-5.093368,-9.854468,-27.909428,5132,4586,-862,2277,6196,-2125
20,3452,13940,13668,-32,164,3497,-0.05,0.08,0.27,0.957336,-3.694708,-10.105225,-32.343826,4516,5525,-1197,715,6815,-2318
21,1112,18984,13556,-6,113,3217,-0.04,0.08,0.31,0.946838,-2.069248,-10.197068,-36.567333,3691,6792,-1242,-1224,7436,-2116
22,-256,19272,13464,-243,51,2723,-0.03,0.08,0.34,0.936279,-0.449327,-10.211647,-40.343842,2751,7993,-1277,-3218,7711,-1806
23,-1012,18800,13012,-275,-31,2312,-0.03,0.08,0.37,0.92627,0.804812,-10.130402,-43.584549,1969,8441,-1400,-4543,7337,-1607
24,-2728,21052,15284,-62,-75,1911,-0.02,0.09,0.39,0.917236,2.056872,-9.927783,-46.314754,1275,8776,-1245,-5587,6904,-1135
25,-3996,22500,14288,-110,41,1386,-0.01,0.09,0.41,0.909363,3.472952,-9.79555,-48.512726,565,9500,-896,-6797,6706,-410
26,-4932,22908,13008,-124,-32,873,0.0,0.09,0.42,0.903381,4.761118,-9.809977,-50.059841,-93,9885,-1091,-7710,6274,-246
27,-4896,22020,14704,-132,-182,365,0.01,0.1,0.43,0.899597,5.933654,-9.743451,-50.95998,-580,10051,-1195,-8250,5890,-49
28,-4636,22752,15248,-196,-162,-31,0.02,0.1,0.43,0.897949,6.902097,-9.588001,-51.27124,-791,9995,-813,-8288,5674,520
