seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
29,-4240,22224,14316,-282,-153,-523,0.02,0.1,0.43,0.898193,7.700093,-9.521803,-51.067787,-808,10048,-732,-8293,5725,745
30,-3340,19912,15456,-206,-154,-1045,0.03,0.11,0.42,0.900757,8.314453,-9.487512,-50.239017,-684,9818,-586,-7922,5790,941
31,-2864,19080,14668,-43,-97,-1472,0.04,0.11,0.41,0.905396,8.855699,-9.574903,-48.789726,-462,9158,-509,-7123,5712,970
32,-1752,17164,15480,-88,-156,-1889,0.04,0.11,0.39,0.911743,9.347806,-9.728447,-46.790886,-194,8532,-456,-6282,5713,955
33,-512,14784,15108,-165,-168,-2186,0.04,0.11,0.37,0.919556,9.543611,-9.869999,-44.323227,225,7622,-324,-5093,5612,891
34,1592,13612,15536,-291,-265,-2391,0.05,0.11,0.35,0.928101,9.455531,-9.944163,-41.564312,843,6806,-415,-3871,5647,552
35,3368,13840,17300,-303,-221,-2597,0.05,0.11,0.33,0.937073,9.15028,-9.832933,-38.573387,1624,6254,-52,-2569,5891,651
36,3416,11764,15308,-260,-20,-2892,0.05,0.1,0.3,0.946167,8.819687,-9.827768,-35.299431,2323,5828,127,-1404,6085,607
37,4568,10280,13640,-227,-37,-3160,0.05,0.1,0.27,0.955261,8.396182,-10.011036,-31.705845,2834,5240,-301,-401,5951,-32
38,6672,6276,14860,-194,-123,-3396,0.04,0.1,0.24,0.964294,7.841125,-10.060696,-27.764009,3465,4335,-601,891,5476,-609
39,7876,2928,16024,-95,-95,-3455,0.04,0.1,0.21,0.972778,7.116619,-9.952296,-23.624123,4190,3061,-488,2454,4522,-827
40,7984,2156,16788,-17,4,-3370,0.04,0.09,0.17,0.980103,6.345796,-9.774554,-19.479242,4720,1866,-193,3714,3372,-787
41,7852,3104,16892,248,86,-3379,0.04,0.09,0.14,0.985901,5.757613,-9.679782,-15.374488,4971,1163,9,4405,2478,-711
42,7892,56,15792,344,180,-3551,0.04,0.09,0.1,0.990295,5.459407,-9.665506,-11.152271,5111,822,134,4797,1836,-649
43,8248,-2260,16120,384,125,-3545,0.04,0.09,0.06,0.99353,5.07269,-9.69051,-6.765136,5250,-60,3,5137,619,-885
44,7448,-5132,16244,412,101,-3435,0.04,0.08,0.02,0.995361,4.593199,-9.60406,-2.435547,5304,-1130,36,5274,-838,-938
45,6972,-6596,15052,351,90,-3282,0.04,0.08,-0.01,0.99585,4.020308,-9.48898,1.725716,5140,-2133,-32,4999,-2216,-1026
46,7188,-10216,16328,299,-37,-3146,0.03,0.08,-0.05,0.995178,3.300933,-9.290518,5.705404,4977,-3155,-192,4552,-3558,-1171
47,7332,-12964,18012,382,-48,-2854,0.03,0.08,-0.08,0.99353,2.452744,-8.888944,9.463994,4827,-4542,132,3990,-5231,-807
48,6452,-15804,17996,467,31,-2495,0.02,0.07,-0.11,0.991089,1.640809,-8.462185,12.849392,4698,-5857,521,3318,-6745,-342
49,5428,-16976,17620,475,82,-2045,0.02,0.07,-0.13,0.988281,0.883723,-8.11016,15.752785,4410,-6952,674,2425,-7895,-61
50,3740,-16684,17248,435,61,-1565,0.01,0.07,-0.16,0.985474,0.176777,-7.822506,18.103016,3932,-7652,628,1429,-8506,63
51,2320,-16136,17072,422,14,-1125,0.01,0.07,-0.17,0.983032,-0.477968,-7.54745,19.879885,3311,-7888,563,499,-8556,188
52,1492,-13360,17532,326,-5,-755,0.0,0.06,-0.18,0.981201,-0.994294,-7.290489,21.117088,2701,-7487,561,-106,-7970,342
53,560,-11832,17404,284,31,-467,-0.0,0.06,-0.19,0.979858,-1.449065,-7.09144,21.954748,2141,-6845,581,-496,-7161,483
54,-460,-9548,15844,309,73,-209,-0.0,0.06,-0.19,0.979004,-1.764783,-7.000231,22.446537,1631,-6074,459,-748,-6245,442
55,-660,-6352,15676,199,-57,-15,-0.0,0.06,-0.2,0.978699,-1.890367,-6.952735,22.644258,1200,-4959,92,-784,-5041,108
56,-916,-5704,15856,-118,-157,116,-0.01,0.06,-0.2,0.97876,-2.130357,-6.762044,22.6113,864,-3967,-28,-725,-3994,16
57,-1072,-3232,15320,-350,-200,207,-0.01,0.06,-0.19,0.979126,-2.640743,-6.512187,22.374376,613,-3050,-135,-606,-3053,-63
58,-1472,-1588,15248,-598,-290,144,-0.02,0.06,-0.19,0.979553,-3.288881,-6.216835,22.065468,421,-1955,-314,-379,-1972,-245
59,-1168,-1308,16420,-717,-453,35,-0.03,0.06,-0.19,0.979858,-4.128342,-5.777818,21.827141,261,-1045,-287,-179,-1074,-236
60,-240,-2296,17952,-674,-504,-6,-0.03,0.05,-0.19,0.979919,-5.006825,-5.145541,21.693298,266,-542,94,57,-597,116
61,64,-2156,18192,-451,-334,90,-0.04,0.05,-0.19,0.97998,-5.779171,-4.521172,21.562792,378,-393,497,260,-473,502
