seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
33,4436,-6772,15840,5,-146,1445,0.02,0.02,0.93,-0.376892,1.049071,2.322209,135.687424,1979,-4891,-91,-4833,2114,-100
34,4704,-7080,16552,-47,-204,1561,0.02,0.01,0.92,-0.389954,0.704907,2.623033,134.057632,1927,-4233,-103,-4382,1556,-66
35,5376,-6884,16660,-59,-224,1741,0.02,0.01,0.91,-0.404358,0.303883,2.979673,132.244812,1965,-3859,1,-4175,1143,82
36,5788,-6700,16728,-89,-224,1929,0.03,0.01,0.91,-0.42041,-0.132461,3.36223,130.208755,2091,-3627,92,-4112,754,222
37,6044,-6712,16452,-110,-210,2113,0.03,0.01,0.9,-0.43811,-0.624217,3.735543,127.942177,2229,-3406,127,-4045,350,308
38,6336,-5068,16452,-17,-232,2327,0.04,0.01,0.89,-0.45752,-1.095659,4.094845,125.428322,2322,-3140,107,-3892,-56,332
39,6164,-3904,16496,56,-242,2499,0.04,0.01,0.88,-0.478516,-1.398413,4.442223,122.678284,2365,-2675,97,-3515,-529,344
40,6304,-1488,16516,10,-254,2652,0.04,0.01,0.86,-0.500854,-1.603393,4.797529,119.711937,2371,-1945,116,-2850,-1075,368
41,5992,-620,17368,0,-225,2749,0.05,0.01,0.85,-0.523926,-1.801315,5.129672,116.59906,2364,-1190,168,-2106,-1556,415
42,5440,3240,16560,52,-129,2822,0.05,0.01,0.84,-0.547546,-1.892848,5.354352,113.369133,2247,-265,295,-1112,-1925,511
43,5024,4840,15620,15,-143,2683,0.05,0.01,0.82,-0.570557,-1.792044,5.456463,110.182144,2031,925,98,173,-2211,261
44,4936,4588,16680,-34,-252,2510,0.05,0.02,0.8,-0.591736,-1.653113,5.640546,107.189499,1846,1693,-18,1069,-2262,114
45,4844,3952,17924,-127,-226,2389,0.05,0.02,0.79,-0.611084,-1.616161,5.911008,104.39666,1730,2002,230,1519,-2150,350
46,4472,4892,17272,-112,-56,2386,0.05,0.02,0.78,-0.629517,-1.671994,6.056727,101.691635,1618,2174,488,1823,-1976,592
47,4188,6004,15916,-89,2,2310,0.05,0.02,0.76,-0.6474,-1.634649,6.002069,99.038155,1468,2521,382,2273,-1808,461
48,4140,4556,15432,-184,-82,2171,0.05,0.02,0.75,-0.664124,-1.564477,5.947632,96.510963,1350,2732,67,2562,-1646,132
49,3940,5120,16220,-213,-174,2207,0.05,0.03,0.73,-0.679749,-1.667334,6.021509,94.086426,1246,2619,-71,2519,-1438,-15
50,2848,9456,16720,-79,-199,2249,0.05,0.03,0.72,-0.695557,-1.66777,6.130104,91.58831,1043,2999,6,2967,-1129,30
51,2316,11496,16972,-162,-222,1927,0.05,0.03,0.7,-0.71051,-1.331709,6.235672,89.199677,717,4243,136,4254,-648,115
52,2092,8440,17360,-269,-146,1546,0.04,0.03,0.69,-0.722107,-1.051024,6.320742,87.313362,482,4632,315,4653,-234,281
53,2240,8164,16652,-170,-71,1435,0.04,0.03,0.68,-0.731567,-0.909688,6.304217,85.749435,365,4423,341,4440,-1,309
54,1152,10800,15640,-111,-107,1397,0.04,0.04,0.67,-0.74054,-0.632891,6.240536,84.255127,190,4499,160,4495,277,130
55,624,11764,15948,-173,-263,1119,0.04,0.04,0.66,-0.748474,-0.195801,6.24942,82.921494,-107,5037,-59,4985,721,-87
56,1244,9548,17228,-266,-334,718,0.04,0.04,0.65,-0.753906,0.21269,6.423767,81.994408,-294,5255,54,5160,1033,40
57,1996,6132,17504,-268,-216,462,0.03,0.05,0.65,-0.756653,0.449972,6.61308,81.518776,-218,4631,276,4540,936,285
58,1912,3208,17180,-258,-108,438,0.03,0.05,0.65,-0.758362,0.551522,6.67855,81.220276,-111,3726,393,3653,730,413
59,1020,5708,13056,-286,29,267,0.03,0.05,0.65,-0.760132,0.611974,6.695869,80.912361,40,3525,483,3471,580,521
60,1864,4340,17276,-202,-166,179,0.03,0.05,0.65,-0.760437,0.725193,6.615983,80.867386,-18,2976,-52,2935,491,-16
61,1056,3228,17204,-66,-130,-10,0.03,0.05,0.65,-0.760071,0.888,6.618539,80.938332,-109,2454,139,2400,515,163
62,2072,2264,16820,345,-185,-220,0.03,0.05,0.65,-0.75824,1.289966,6.620653,81.276329,-152,1834,366,1773,474,386
