seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,2352,3196,17008,130,1,537,0.01,0.08,0.67,-0.73761,4.796743,7.701993,84.896309,225,329,220,325,-161,274
1,1636,5368,16800,104,-91,609,0.01,0.08,0.67,-0.740601,5.106247,7.601957,84.390244,12,723,210,695,93,272
2,2412,8400,16392,65,-257,555,0.01,0.08,0.66,-0.743591,5.52265,7.664621,83.877441,-62,1541,171,1497,265,307
3,1036,9452,17292,54,-358,347,0.01,0.09,0.66,-0.745361,6.071238,7.917561,83.567467,-180,2481,234,2399,519,465
4,1796,11700,17804,60,-363,232,0.0,0.09,0.66,-0.74585,6.684906,8.153206,83.477257,-424,3189,498,3027,892,796
5,1648,13972,19392,40,-280,-51,0.0,0.1,0.66,-0.745056,7.439996,8.359735,83.604446,-347,4133,852,3902,984,1314
6,1904,15496,18244,-161,-74,-492,-0.0,0.1,0.66,-0.741821,8.261682,8.332455,84.150444,-382,5011,1136,4705,1129,1769
7,2572,15312,17348,-429,50,-1040,-0.01,0.1,0.67,-0.735291,8.914262,7.984533,85.259399,-257,5661,973,5381,955,1784
8,2796,11656,17608,-466,148,-1553,-0.01,0.1,0.68,-0.724731,9.387407,7.473707,87.040131,49,5622,884,5385,461,1780
9,3352,11700,16016,-428,218,-1761,-0.02,0.1,0.7,-0.711548,9.726377,6.769648,89.225693,338,5052,673,4867,-91,1546
10,3984,9664,15900,-426,144,-2002,-0.02,0.1,0.71,-0.696411,10.061204,6.048013,91.683136,681,4566,321,4421,-688,1179
11,3944,9212,15884,-338,131,-2140,-0.03,0.1,0.73,-0.679504,10.339175,5.390127,94.372536,978,3911,155,3741,-1179,942
12,4412,9292,14988,-234,148,-2322,-0.03,0.1,0.74,-0.661072,10.701995,4.686483,97.235985,1229,3523,-11,3290,-1594,741
13,5232,7548,14228,-218,88,-2561,-0.04,0.1,0.76,-0.640564,11.12668,3.968245,100.350647,1565,3160,-345,2843,-2079,378
14,6016,5460,15720,-126,-15,-2739,-0.04,0.1,0.78,-0.617737,11.475873,3.3489,103.747223,1982,2454,-466,1965,-2506,147
15,6788,3380,16316,-106,-35,-2846,-0.04,0.1,0.8,-0.59314,11.789855,2.806755,107.329712,2384,1642,-219,882,-2755,237
16,6684,684,16380,-180,98,-2850,-0.04,0.1,0.82,-0.567505,11.893679,2.229567,110.976707,2719,586,4,-419,-2739,230
17,6888,-1116,14296,-289,185,-2779,-0.04,0.09,0.83,-0.54187,11.727769,1.490511,114.530891,2980,-439,-171,-1581,-2563,-179
18,6584,-2556,14312,-325,88,-2625,-0.05,0.09,0.85,-0.516663,11.312829,0.817424,117.948952,3150,-1398,-498,-2589,-2214,-717
19,6452,-3552,14624,-285,-54,-2489,-0.04,0.08,0.87,-0.49231,10.829499,0.340862,121.192757,3197,-2038,-684,-3247,-1794,-1035
20,6188,-5476,15976,-260,-133,-2349,-0.04,0.08,0.88,-0.468567,10.274854,0.080592,124.305702,3191,-2788,-594,-3968,-1180,-1077
21,6168,-6724,15484,-232,-144,-2143,-0.04,0.08,0.89,-0.446045,9.660834,-0.07344,127.207176,3206,-3439,-445,-4574,-579,-1019
22,5852,-6912,16080,-236,-168,-1902,-0.03,0.07,0.9,-0.425293,9.004574,-0.133586,129.842926,3095,-3989,-374,-4961,80,-1000
23,5780,-7692,15448,-274,-128,-1728,-0.03,0.07,0.91,-0.406372,8.316904,-0.136893,132.211227,3004,-4298,-290,-5138,577,-915
24,5660,-9472,14976,-313,-147,-1521,-0.03,0.06,0.92,-0.388977,7.548614,-0.110469,134.36232,2980,-4691,-413,-5372,1060,-1031
25,5424,-10928,15812,-284,-230,-1216,-0.02,0.05,0.93,-0.37384,6.684579,0.042931,136.211136,2877,-5220,-441,-5635,1695,-1043
26,5292,-12300,16768,-232,-206,-846,-0.02,0.05,0.93,-0.361755,5.80224,0.309971,137.670959,2758,-5782,-271,-5902,2359,-839
27,5204,-11548,15828,-182,-103,-410,-0.01,0.04,0.93,-0.353638,4.944327,0.553959,138.640442,2629,-6168,-101,-6036,2856,-606
28,4748,-11820,15856,-182,-135,-74,-0.01,0.04,0.94,-0.349426,4.156852,0.766646,139.135208,2507,-6243,-215,-5968,3046,-633
29,4948,-11644,15788,-176,-140,231,-0.0,0.03,0.94,-0.348389,3.382171,1.040584,139.242691,2371,-6198,-185,-5835,3123,-507
30,4972,-12084,15868,-110,-165,559,0.0,0.03,0.94,-0.350403,2.643307,1.339708,138.980637,2324,-6204,-260,-5821,3134,-491
31,4820,-10724,16264,-55,-187,946,0.01,0.02,0.93,-0.355957,1.967984,1.692468,138.286331,2247,-6113,-162,-5744,3057,-305
32,4376,-8760,16528,12,-172,1261,0.01,0.02,0.93,-0.365112,1.422232,2.045153,137.148605,2109,-5653,-76,-5391,2706,-140
