seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
16,11212,808,18280,818,-1764,1898,0.1,-0.11,-0.07,0.98645,12.668042,11.500297,6.833433,3273,-2114,-925,3129,-2401,-686
17,10348,1336,19328,777,-1625,2037,0.1,-0.13,-0.05,0.984497,13.003602,14.44918,4.185207,3166,-1778,359,2818,-2195,741
18,10616,3096,22040,809,-1594,2055,0.11,-0.15,-0.03,0.981873,13.261048,17.204199,1.343759,2787,-1071,1314,2222,-1555,1811
19,10448,4748,24056,695,-1471,2134,0.11,-0.17,-0.01,0.978516,13.441417,19.793793,-1.56427,2465,-459,2633,1428,-1137,3143
20,10752,7008,28468,515,-1536,2383,0.11,-0.19,0.02,0.97467,13.328827,22.243124,-4.602273,2161,191,3982,507,-738,4444
21,10984,12976,32767,262,-1420,2560,0.11,-0.21,0.04,0.970337,12.793054,24.634403,-7.891397,1878,1554,6043,-898,146,6452
22,10836,14212,32767,91,-928,2288,0.11,-0.22,0.06,0.966125,12.064193,26.488585,-11.030469,1666,3349,7551,-2247,1515,7977
23,11396,15296,32767,178,-466,2001,0.11,-0.23,0.08,0.96283,11.430162,27.602625,-13.728042,1651,4531,8370,-3082,2412,8830
24,11128,16548,32767,167,147,1772,0.11,-0.23,0.1,0.96051,11.002515,28.012602,-16.061039,1732,5438,8799,-3577,3109,9354
25,10560,18268,32767,23,662,1538,0.11,-0.23,0.12,0.959717,10.661006,27.601719,-17.978008,1720,6365,8986,-3973,3872,9665
26,10780,18368,32767,-113,1085,1220,0.11,-0.22,0.13,0.960205,10.373859,26.571392,-19.390217,1768,7127,9035,-4134,4549,9887
27,10332,18824,32767,-148,1622,844,0.11,-0.2,0.14,0.961914,10.200724,24.941994,-20.291021,1907,7590,8996,-3989,5022,10050
28,9968,17064,30352,-188,2067,406,0.11,-0.18,0.15,0.964905,10.229976,22.638454,-20.638081,2053,7704,8680,-3495,5286,9936
29,9420,14968,27044,-298,2426,100,0.11,-0.16,0.16,0.968628,10.282066,19.904844,-20.506361,2270,7198,7841,-2502,5185,9234
30,8828,12428,22832,-313,2625,-139,0.11,-0.13,0.16,0.972595,10.25756,16.85528,-20.099237,2452,6472,6346,-1327,5070,7789
31,7588,13204,20028,-170,2662,-299,0.11,-0.1,0.16,0.976196,10.316365,13.721115,-19.563908,2558,5704,4649,-298,4908,6042
32,6928,11940,19124,-155,2716,-569,0.1,-0.08,0.16,0.979187,10.610696,10.565199,-18.878139,2605,5292,3415,344,4889,4735
33,6172,10240,16216,-298,2828,-762,0.1,-0.05,0.15,0.981812,10.826159,7.295652,-17.986721,2676,4758,2348,921,4702,3513
34,5124,9160,11260,-363,2804,-904,0.1,-0.02,0.15,0.984131,10.813338,3.924103,-16.956234,2746,4085,858,1425,4439,1793
35,4264,7432,10216,-323,2515,-977,0.09,0.01,0.14,0.985779,10.763099,0.727804,-15.842366,2748,3383,-709,1690,4078,-29
36,2412,7516,9692,-304,2246,-947,0.09,0.03,0.13,0.986755,10.638023,-2.197894,-14.743487,2629,2734,-1890,1678,3609,-1452
37,636,9108,7940,-321,2126,-1019,0.09,0.05,0.12,0.987183,10.516086,-4.865634,-13.697276,2348,2697,-2525,1308,3561,-2182
38,104,8092,4680,-188,1929,-1293,0.08,0.08,0.11,0.987061,10.509525,-7.520707,-12.459922,2031,2872,-3560,743,3760,-3216
39,-220,4584,3864,-180,1583,-1406,0.08,0.1,0.1,0.986877,10.468431,-9.931327,-10.910908,1926,2362,-4589,471,3341,-4354
40,-1084,5372,2076,-276,1231,-1302,0.08,0.11,0.09,0.986633,10.159752,-11.976564,-9.365173,1838,1717,-5432,214,2744,-5315
41,-616,4056,3820,-249,863,-1380,0.07,0.12,0.08,0.98645,9.78724,-13.544104,-7.892032,1778,1604,-5866,-17,2614,-5770
42,-584,1488,708,-160,813,-1396,0.07,0.13,0.06,0.986389,9.293076,-14.81312,-6.295814,1891,990,-6012,59,1978,-6064
43,-940,588,-2008,31,445,-1301,0.07,0.14,0.05,0.986145,8.846443,-15.948436,-4.682567,1967,268,-7000,-160,1331,-7150
44,-232,1192,348,150,-87,-1106,0.07,0.15,0.04,0.986206,8.578368,-16.524014,-3.130934,2056,-280,-7660,-276,843,-7885
45,-148,1208,144,38,-287,-945,0.07,0.15,0.03,0.986755,8.364085,-16.472328,-1.82064,2167,-379,-7495,-91,710,-7777
46,-252,648,428,108,-613,-860,0.07,0.14,0.02,0.987427,8.151477,-16.167356,-0.704218,2135,-390,-7728,-131,703,-7993
47,-600,2620,2564,188,-842,-766,0.07,0.14,0.01,0.988464,8.07241,-15.44649,0.369422,2027,-490,-7453,-47,560,-7718
48,-1128,1300,1088,26,-915,-833,0.07,0.13,-0.0,0.989563,8.006242,-14.518521,1.354082,1823,-242,-7125,-21,752,-7319
49,-588,2920,3732,243,-1237,-873,0.07,0.12,-0.01,0.990662,7.921201,-13.449027,2.386721,1543,-78,-7126,-135,905,-7233
50,-44,1176,5436,347,-1296,-998,0.07,0.1,-0.02,0.99176,8.076396,-12.038528,3.590118,1404,-113,-6418,70,787,-6522
51,776,1688,4760,365,-1409,-963,0.07,0.09,-0.04,0.992554,8.233031,-10.550755,4.852567,1367,-361,-5943,285,478,-6082
52,1672,2952,7144,434,-1736,-936,0.08,0.07,-0.05,0.993225,8.504564,-8.783778,6.043958,1441,-314,-5663,603,478,-5800
53,2684,1988,11012,463,-1905,-952,0.08,0.05,-0.06,0.993591,8.919683,-6.587566,7.206535,1572,-203,-4689,1077,411,-4813
54,3672,2136,12580,367,-1848,-905,0.08,0.03,-0.07,0.99353,9.335219,-4.246495,8.311025,1720,-200,-3468,1495,165,-3572
55,4184,4196,10504,220,-1884,-904,0.09,0.01,-0.08,0.992981,9.656275,-1.992779,9.355073,1736,-25,-2970,1687,207,-2990
56,6192,3768,15208,193,-2203,-1013,0.09,-0.01,-0.09,0.991882,9.977209,0.486963,10.469205,1810,214,-2550,1920,300,-2458
57,7360,3224,20096,329,-2050,-1086,0.09,-0.04,-0.11,0.989929,10.34234,3.199959,11.725056,2065,55,-954,2112,-235,-811
58,7360,3108,15924,247,-1679,-1156,0.09,-0.06,-0.12,0.987244,10.831793,5.54491,13.051735,2320,84,107,2242,-503,344
59,6964,1492,16520,173,-1875,-1130,0.09,-0.08,-0.13,0.984131,11.290032,7.634946,14.462136,2235,-175,-33,2091,-772,230
60,7516,1512,21892,37,-1980,-1032,0.09,-0.1,-0.14,0.98053,11.606796,9.9443,15.853926,2010,-471,726,1597,-1150,954
61,8036,2876,22136,-2,-1757,-1016,0.08,-0.12,-0.16,0.976685,11.800931,12.140865,17.239799,1877,-552,1972,1054,-1374,2171
62,8804,2048,23504,-36,-1625,-1123,0.08,-0.14,-0.17,0.972473,12.041475,14.083483,18.712366,1858,-469,2727,725,-1383,2943
63,9656,988,23548,-24,-1413,-1186,0.08,-0.15,-0.18,0.967957,12.311663,15.765678,20.338249,1931,-680,3379,380,-1665,3561
64,9668,-1452,24740,-66,-1305,-1112,0.07,-0.17,-0.19,0.96344,12.513427,17.234276,22.018444,2025,-1282,3919,-78,-2277,3988
65,9708,-2188,24440,-212,-1161,-879,0.07,-0.18,-0.21,0.959351,12.449262,18.565777,23.570498,2029,-1953,4399,-645,-2865,4318
66,9312,-1184,23728,-388,-1087,-697,0.06,-0.19,-0.21,0.955933,12.114893,19.789888,24.915285,1921,-2098,4496,-965,-2873,4372
67,9344,-708,24608,-315,-1012,-671,0.05,-0.2,-0.22,0.952698,11.70725,20.932383,26.172329,1728,-2020,4458,-1198,-2629,4311
68,9744,-1676,25452,-252,-748,-698,0.05,-0.21,-0.23,0.949585,11.426472,21.882425,27.378424,1644,-1969,4829,-1502,-2466,4643
69,9412,-2240,23356,-248,-454,-590,0.04,-0.21,-0.24,0.947083,11.099747,22.460306,28.489025,1618,-2209,4888,-1722,-2593,4657
70,9028,-2240,22884,-351,-392,-430,0.04,-0.21,-0.24,0.945312,10.682231,22.832821,29.387548,1490,-2283,4448,-1716,-2547,4216
71,9040,-1248,23456,-571,-353,-247,0.03,-0.22,-0.25,0.944092,10.011422,23.196095,30.135178,1365,-2219,4307,-1755,-2365,4081
72,8920,-668,24532,-921,-260,-115,0.02,-0.22,-0.25,0.943359,8.965772,23.507954,30.800035,1295,-1905,4463,-1737,-1956,4286
73,8508,-552,23040,-1048,-10,-165,0.01,-0.21,-0.25,0.943176,7.561997,23.608694,31.445246,1166,-1496,4495,-1632,-1429,4369
74,8456,-1884,22004,-792,182,-318,-0.0,-0.21,-0.26,0.943054,6.268799,23.423862,32.118847,1079,-1351,4121,-1440,-1215,4052
