timestamp,seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,0,-3372,-68,15456,13,-253,237,-0.12,0.09,-0.15,0.978577,-14.698311,-8.043713,15.687104,-912,1430,-208,-523,1568,-430
20,1,-3832,-1636,12112,88,-230,124,-0.11,0.09,-0.14,0.979248,-14.443244,-7.948244,15.483729,-832,1457,-578,-521,1496,-799
40,2,-3968,-2188,14356,81,-421,181,-0.11,0.08,-0.14,0.979858,-14.215308,-7.739971,15.308042,-916,1205,-983,-748,1206,-1113
60,3,-4192,-1832,14956,-24,-284,245,-0.11,0.08,-0.14,0.980652,-14.022562,-7.45345,15.016854,-915,1136,-691,-710,1195,-818
80,4,-3488,-1264,14052,20,-253,293,-0.11,0.08,-0.14,0.981323,-13.893367,-7.346254,14.651972,-921,1099,-687,-731,1159,-805
100,5,-3172,-768,13892,105,-289,267,-0.11,0.08,-0.13,0.982117,-13.658583,-7.205724,14.286506,-803,1229,-817,-616,1221,-974
120,6,-2928,-1248,13596,235,-338,225,-0.11,0.08,-0.13,0.982971,-13.295647,-6.984902,13.989994,-700,1251,-887,-527,1202,-1057
140,7,-2132,-868,13180,292,-346,190,-0.1,0.07,-0.13,0.983948,-12.812718,-6.687474,13.763077,-536,1232,-1068,-404,1112,-1243
160,8,-1976,-1020,11264,238,-276,174,-0.1,0.07,-0.12,0.984802,-12.336308,-6.389712,13.577676,-336,1250,-1362,-251,1031,-1550
180,9,-1164,-604,9520,221,-397,216,-0.1,0.07,-0.12,0.985596,-11.943444,-6.11377,13.379572,-170,1200,-2091,-210,822,-2262
200,10,-408,-536,10332,271,-583,199,-0.09,0.06,-0.12,0.98645,-11.552145,-5.595734,13.141369,40,1218,-2513,-45,724,-2696
220,11,652,-1256,9992,317,-589,131,-0.09,0.05,-0.12,0.987427,-11.083551,-4.877343,12.959532,327,1207,-2680,242,629,-2879
240,12,784,-1456,7360,446,-610,125,-0.09,0.05,-0.12,0.988281,-10.593042,-4.131747,12.856039,542,959,-3138,383,282,-3291
260,13,1056,860,4836,558,-718,160,-0.08,0.04,-0.11,0.989197,-9.956277,-3.312403,12.742095,650,1019,-3916,480,220,-4063
280,14,900,2728,4084,491,-956,113,-0.08,0.03,-0.11,0.990234,-9.146968,-2.309476,12.605783,672,1549,-4883,625,627,-5089
300,15,1480,1308,4932,345,-1220,18,-0.07,0.02,-0.11,0.991089,-8.451898,-0.989933,12.543248,577,1847,-5398,697,901,-5620
320,16,868,572,4912,261,-1399,-44,-0.07,0,-0.11,0.991516,-7.949298,0.65282,12.56287,480,1759,-5457,746,844,-5641
340,17,-880,-2792,5596,185,-1684,19,-0.07,-0.01,-0.11,0.991516,-7.643513,2.509371,12.618228,11,1176,-5466,343,373,-5567
360,18,288,-2192,9168,39,-1937,271,-0.07,-0.03,-0.11,0.991272,-7.602231,4.618468,12.485712,-599,473,-5039,-226,-154,-5088
380,19,2308,-3016,9020,-50,-1955,453,-0.07,-0.05,-0.1,0.990723,-7.779523,6.882112,12.092992,-669,161,-4181,-241,-366,-4214
400,20,3796,-3092,9796,162,-2233,523,-0.08,-0.07,-0.09,0.989746,-7.972881,9.362704,11.566705,-430,-53,-3673,63,-582,-3651
420,21,4272,-4908,12680,226,-2512,603,-0.08,-0.1,-0.09,0.988098,-8.037495,12.207934,10.969517,-331,-399,-3172,190,-880,-3085
440,22,5816,-3556,14248,206,-2582,838,-0.08,-0.13,-0.08,0.985657,-8.234844,15.237247,10.19741,-294,-684,-2138,110,-1007,-2024
460,23,8492,-3056,15220,226,-2684,997,-0.08,-0.15,-0.06,0.982422,-8.521334,18.323923,9.188484,-7,-578,-1328,294,-804,-1167
480,24,10692,-1704,17020,105,-2693,1078,-0.08,-0.18,-0.05,0.978088,-8.932661,21.574718,8.037201,641,-277,-435,710,-395,-123
500,25,10192,-3468,18216,-32,-2680,1096,-0.09,-0.21,-0.04,0.972717,-9.628967,24.752167,6.917274,920,-144,513,610,-81,866
520,26,11292,-3468,21244,-65,-2772,1216,-0.09,-0.24,-0.02,0.966431,-10.656271,27.829536,5.743696,937,-244,1574,85,51,1845
540,27,12436,-3516,26996,-258,-2690,1323,-0.1,-0.27,-0.01,0.959229,-11.981095,30.788921,4.444925,1055,-198,3207,-739,442,3270
560,28,11892,-4180,28684,-300,-2326,1332,-0.1,-0.29,0.01,0.951965,-13.621521,33.257378,3.110371,1217,-123,5291,-1908,966,4991
580,29,10068,-6228,31580,-245,-2171,1371,-0.11,-0.31,0.02,0.945374,-15.311154,35.16156,1.691723,898,-347,6732,-3220,1028,5900
600,30,10012,-7156,32767,-267,-1895,1611,-0.11,-0.32,0.04,0.939331,-17.180143,36.526829,0.001346,456,-758,8317,-4735,890,6836
620,31,11772,-5104,32767,-224,-1477,1914,-0.12,-0.33,0.06,0.934021,-19.259245,37.253632,-2.092545,352,-803,9268,-5572,1015,7388
640,32,13040,-1780,32767,-322,-774,2065,-0.13,-0.34,0.08,0.929871,-21.219097,37.285858,-4.536134,783,-39,9789,-5718,1931,7745
660,33,13336,736,32767,-412,-5,2050,-0.13,-0.33,0.1,0.92804,-22.860403,36.409996,-6.919368,1250,1073,10028,-5624,3181,7842
680,34,12452,-64,32767,-64,395,1811,-0.14,-0.33,0.11,0.928406,-23.835114,34.896465,-9.175882,1616,2124,10086,-5440,4313,7787
700,35,11128,-2328,32767,81,908,1698,-0.14,-0.31,0.13,0.930359,-24.070808,33.046066,-11.420321,1695,2259,10031,-5248,4444,7828
720,36,10668,-3568,32767,-69,1643,1848,-0.14,-0.29,0.15,0.933777,-24.160849,30.464781,-13.49876,1656,1890,9896,-4899,4117,7955
740,37,11132,-1916,31656,-229,2137,2034,-0.15,-0.27,0.16,0.937744,-24.342995,27.10914,-15.489935,1897,1818,9691,-4231,4242,8056
760,38,12080,860,28812,-155,2378,2036,-0.16,-0.24,0.18,0.941345,-24.451773,23.448568,-17.459898,2450,2310,8994,-3160,4934,7608
780,39,11612,1512,24944,129,2484,1827,-0.16,-0.21,0.19,0.944641,-24.161139,19.844608,-19.359058,3074,3056,7779,-1925,5725,6542
800,40,10508,840,23180,232,2508,1661,-0.16,-0.18,0.2,0.947632,-23.508785,16.413477,-21.121355,3408,3366,6291,-823,5891,5208
