timestamp,seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,0,-1960,-1388,13564,-293,-302,73,-0.03,-0.12,0.99,-0.11261,-13.395562,-4.596974,166.785034,-730,900,-1671,959,-287,-1769
20,1,-1924,-1104,14160,-228,-285,21,-0.03,-0.12,0.99,-0.11322,-13.501719,-4.442396,166.736115,-633,1034,-1423,885,-492,-1571
40,2,-3264,-1888,12620,98,-296,-58,-0.02,-0.12,0.99,-0.113464,-13.537308,-4.163293,166.744598,-677,1107,-1161,933,-615,-1334
60,3,-2984,-2092,11944,121,-390,70,-0.02,-0.12,0.99,-0.113464,-13.337768,-3.896464,166.77655,-874,903,-1384,1076,-331,-1491
80,4,-2596,-2096,12296,-99,-391,236,-0.02,-0.12,0.99,-0.11499,-13.211307,-3.581612,166.641602,-942,738,-1611,1100,-107,-1674
100,5,-1848,-1208,12492,-194,-398,307,-0.01,-0.12,0.99,-0.118164,-13.287257,-3.291311,166.319824,-894,796,-1685,1059,-147,-1768
120,6,-1240,-1868,11432,-127,-351,269,-0.01,-0.12,0.99,-0.121948,-13.408725,-2.980042,165.931183,-715,1025,-1621,932,-411,-1774
140,7,-1184,-1812,10668,16,-511,255,-0.01,-0.12,0.98,-0.125305,-13.457017,-2.661634,165.59079,-540,973,-2005,738,-308,-2148
160,8,-1068,-2084,11304,77,-603,213,-0,-0.12,0.98,-0.128601,-13.37727,-2.136932,165.276733,-417,963,-2223,595,-281,-2368
180,9,-972,-2956,9592,128,-613,235,0,-0.12,0.98,-0.131653,-13.228958,-1.514644,164.995331,-421,849,-2336,545,-155,-2456
200,10,-480,-3112,7876,136,-697,343,0.01,-0.11,0.98,-0.13501,-13.094689,-0.889799,164.676743,-427,577,-2828,433,202,-2877
220,11,-92,-2716,7164,125,-818,409,0.01,-0.11,0.98,-0.139587,-13.002471,-0.165786,164.224838,-367,460,-3440,271,417,-3454
240,12,-504,-3428,6216,199,-995,454,0.02,-0.11,0.98,-0.144897,-12.900629,0.706798,163.696259,-362,377,-3928,152,578,-3917
260,13,660,-2732,6516,243,-1178,539,0.03,-0.11,0.98,-0.151062,-12.774014,1.772404,163.075058,-471,259,-4319,109,772,-4281
280,14,1384,-3456,4112,242,-1320,613,0.04,-0.1,0.98,-0.158203,-12.599048,3.050044,162.338348,-387,242,-4597,-107,772,-4552
300,15,2396,-1592,5732,131,-1631,723,0.06,-0.1,0.98,-0.166321,-12.517529,4.554399,161.485046,-270,228,-5143,-427,794,-5075
320,16,2728,-1748,7188,75,-1817,766,0.07,-0.1,0.98,-0.175598,-12.538711,6.431147,160.487534,-176,529,-4948,-554,384,-4933
