seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw
0,980,3172,16760,-100,94,3,-0.12,0.05,-0.55,-0.825745,9.142982,12.273666,-66.705757
1,176,2956,16244,-83,132,-149,-0.12,0.05,-0.55,-0.826111,9.101176,12.116858,-66.66407
2,-364,3312,17224,29,190,-361,-0.12,0.04,-0.55,-0.827637,9.115545,11.707705,-66.401237
3,-1444,3440,17960,23,117,-380,-0.12,0.04,-0.54,-0.829956,9.25386,11.205699,-65.958321
4,-2348,3764,17708,23,-52,-363,-0.12,0.03,-0.54,-0.832275,9.395495,10.761882,-65.49926
5,-3724,3644,17260,79,-212,-351,-0.12,0.03,-0.54,-0.834534,9.535635,10.473711,-65.034523
6,-4540,3288,17116,149,-293,-486,-0.12,0.03,-0.53,-0.83667,9.767588,10.305662,-64.550568
7,-4764,3164,17656,145,-317,-727,-0.12,0.03,-0.53,-0.839661,10.083377,10.143538,-63.862118
8,-4100,3544,17152,95,-315,-978,-0.12,0.03,-0.52,-0.843933,10.421531,9.942179,-62.884686
9,-3564,3888,17452,74,-253,-1189,-0.12,0.02,-0.51,-0.849609,10.757114,9.692249,-61.598404
10,-2464,4280,17396,54,-238,-1335,-0.12,0.02,-0.5,-0.856201,11.123653,9.358189,-60.07637
11,-1804,4528,17420,54,-215,-1424,-0.13,0.02,-0.49,-0.863403,11.490735,9.020972,-58.384689
12,-1288,4820,17560,87,-228,-1515,-0.13,0.02,-0.47,-0.870789,11.877732,8.674547,-56.58952
13,-420,4976,17616,93,-209,-1597,-0.13,0.02,-0.46,-0.878296,12.31831,8.342345,-54.685856
14,-336,5148,17440,65,-124,-1676,-0.13,0.01,-0.45,-0.885925,12.755589,7.988739,-52.695423
15,180,5524,17232,87,-81,-1824,-0.13,0.01,-0.43,-0.893738,13.164822,7.515073,-50.601578
16,1560,6072,18008,151,-64,-1966,-0.13,0.01,-0.41,-0.901855,13.628717,6.966099,-48.32415
17,2892,6240,17736,90,-24,-2029,-0.14,0.0,-0.39,-0.909973,14.160794,6.423626,-45.896774
18,3656,6240,17416,-21,79,-2032,-0.14,0.0,-0.37,-0.917969,14.587904,5.851362,-43.428551
19,4232,5764,16712,-20,106,-2026,-0.14,-0.0,-0.35,-0.925598,14.870402,5.220439,-40.990658
20,5264,5836,16512,110,72,-2044,-0.14,-0.01,-0.33,-0.9328,15.138531,4.606087,-38.560005
21,6716,6760,16616,284,5,-2066,-0.14,-0.01,-0.31,-0.939392,15.551113,4.07683,-36.101879
22,8304,7596,16868,385,18,-2028,-0.14,-0.01,-0.29,-0.945251,16.170931,3.677321,-33.622528
23,9828,7288,18124,387,74,-1948,-0.15,-0.01,-0.27,-0.950317,16.915747,3.324754,-31.20853
24,10996,6596,17908,294,129,-1803,-0.15,-0.01,-0.25,-0.954651,17.580585,3.009954,-28.940918
25,11120,6432,17972,258,193,-1620,-0.16,-0.01,-0.24,-0.958435,18.075577,2.723705,-26.900137
26,11608,6464,18828,354,149,-1494,-0.16,-0.02,-0.22,-0.961487,18.511955,2.454507,-25.096127
27,12316,6736,20060,399,91,-1403,-0.17,-0.01,-0.21,-0.963928,19.028078,2.298792,-23.438253
28,12856,7024,20196,326,59,-1274,-0.17,-0.01,-0.19,-0.965881,19.54776,2.268649,-21.913364
29,12888,7208,20496,247,62,-1088,-0.17,-0.01,-0.18,-0.967468,19.979809,2.337318,-20.583788
30,12884,7132,20400,168,96,-897,-0.18,-0.01,-0.17,-0.96875,20.3013,2.487119,-19.49873
31,12252,6956,20860,89,118,-736,-0.18,-0.01,-0.17,-0.969727,20.512226,2.647566,-18.654955
32,12072,6624,20008,50,71,-585,-0.18,-0.0,-0.16,-0.970581,20.599485,2.840523,-18.009665
33,11340,6204,20348,23,87,-426,-0.18,-0.0,-0.16,-0.971191,20.635139,3.118014,-17.548002
34,10380,5496,20000,-88,81,-279,-0.18,0.0,-0.15,-0.97168,20.592941,3.40285,-17.267248
35,9508,4964,18844,-175,66,-191,-0.18,0.01,-0.15,-0.972168,20.384583,3.706808,-17.154654
36,8556,4512,18420,-163,67,-175,-0.18,0.01,-0.15,-0.972717,20.076982,4.00387,-17.11762
37,7840,4092,18284,-124,43,-171,-0.18,0.01,-0.15,-0.973206,19.777506,4.2556,-17.07988
38,7672,3812,17904,-75,-16,-154,-0.17,0.01,-0.15,-0.973694,19.513197,4.511644,-17.030756
39,7472,4168,17972,-12,-40,-131,-0.17,0.02,-0.15,-0.973999,19.309816,4.812205,-16.989561
