seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw
0,2492,4544,17708,-70,240,-369,-0.09,0.04,-0.85,-0.512085,1.343288,10.965623,-117.572281
1,2208,4708,18580,10,164,-372,-0.09,0.04,-0.85,-0.515503,1.609758,10.636306,-117.148674
2,1360,4476,18220,2,95,-369,-0.09,0.03,-0.85,-0.518921,1.919956,10.392566,-116.708946
3,560,3904,17836,-19,42,-445,-0.09,0.03,-0.85,-0.522461,2.195874,10.158808,-116.251701
4,428,3860,17896,15,88,-571,-0.08,0.03,-0.85,-0.526917,2.466496,9.937374,-115.66748
5,472,4280,18156,17,66,-628,-0.08,0.02,-0.84,-0.532349,2.782077,9.662292,-114.952507
6,188,4192,18260,8,-36,-605,-0.08,0.02,-0.84,-0.537903,3.099072,9.439487,-114.209694
7,-396,3900,17484,32,-137,-608,-0.08,0.02,-0.84,-0.543274,3.407485,9.334112,-113.473175
8,-800,3800,17196,74,-145,-703,-0.09,0.02,-0.83,-0.548828,3.750749,9.286413,-112.697906
9,-928,4072,17348,87,-82,-840,-0.09,0.01,-0.83,-0.55542,4.145833,9.176534,-111.779877
10,-1092,4244,17688,73,-79,-955,-0.09,0.01,-0.82,-0.56311,4.562789,8.961113,-110.71431
11,-996,4604,17468,69,-99,-1039,-0.09,0.01,-0.82,-0.571716,4.997047,8.759742,-109.508331
12,-1060,4884,17352,72,-149,-1081,-0.09,0.01,-0.81,-0.580811,5.438803,8.577441,-108.219147
13,-968,4696,16452,114,-186,-1158,-0.09,0.0,-0.8,-0.59021,5.906372,8.451942,-106.862686
14,-1256,4680,17156,182,-120,-1301,-0.09,-0.0,-0.79,-0.600342,6.45852,8.295563,-105.384712
15,-792,5200,17124,180,-100,-1457,-0.09,-0.01,-0.79,-0.611694,7.068263,8.040511,-103.716064
16,-660,5452,17480,157,-43,-1549,-0.09,-0.01,-0.78,-0.624023,7.691143,7.72487,-101.885872
17,-428,5708,17260,131,-71,-1618,-0.1,-0.01,-0.77,-0.63678,8.277841,7.357773,-99.971802
18,-160,6160,17176,153,-57,-1681,-0.1,-0.02,-0.75,-0.649902,8.861924,7.001689,-97.966263
19,76,6284,17180,191,-52,-1745,-0.1,-0.02,-0.74,-0.663269,9.485741,6.60916,-95.885498
20,80,6532,17704,236,-69,-1824,-0.1,-0.03,-0.73,-0.67688,10.150554,6.201311,-93.718689
21,900,6920,17540,257,-105,-1929,-0.1,-0.03,-0.72,-0.690857,10.864505,5.795985,-91.436272
22,1580,7148,17664,219,-39,-1993,-0.1,-0.04,-0.7,-0.7052,11.580017,5.394064,-89.033676
23,2084,7316,17644,178,-5,-2042,-0.11,-0.04,-0.68,-0.719666,12.219678,4.906053,-86.569801
24,2808,7416,16984,192,-12,-2086,-0.11,-0.05,-0.67,-0.73407,12.821245,4.404655,-84.054161
25,3732,7916,17184,248,41,-2131,-0.11,-0.05,-0.65,-0.748291,13.450822,3.911961,-81.487549
26,4716,8000,17636,250,110,-2141,-0.11,-0.06,-0.63,-0.762268,14.112143,3.356676,-78.883812
27,5144,7960,17868,211,170,-2080,-0.12,-0.06,-0.62,-0.775635,14.721692,2.753926,-76.322205
28,5064,7988,17808,199,186,-2004,-0.12,-0.07,-0.6,-0.788086,15.23261,2.127123,-73.875282
29,5468,7848,18160,248,184,-1967,-0.12,-0.07,-0.58,-0.799805,15.725641,1.510834,-71.494102
30,6456,8056,18420,298,151,-1950,-0.12,-0.07,-0.57,-0.810913,16.237301,0.939563,-69.138893
31,7256,8064,19108,339,178,-1896,-0.12,-0.08,-0.55,-0.821411,16.779146,0.43728,-66.810661
32,8388,8388,19128,343,104,-1835,-0.13,-0.08,-0.54,-0.831177,17.313929,-0.004851,-64.548462
33,9192,8436,19444,306,71,-1703,-0.13,-0.08,-0.52,-0.840149,17.831726,-0.307667,-62.374592
34,9408,8028,19836,243,36,-1544,-0.13,-0.08,-0.51,-0.848083,18.26086,-0.48742,-60.389172
35,9500,7532,19328,183,8,-1404,-0.14,-0.08,-0.49,-0.855164,18.578314,-0.5477,-58.586079
36,9500,7240,19280,162,33,-1299,-0.14,-0.08,-0.48,-0.86145,18.821867,-0.569951,-56.957813
37,9552,7104,19276,171,-6,-1194,-0.14,-0.08,-0.47,-0.867065,19.033587,-0.557099,-55.468224
38,9896,6864,19624,187,-58,-1078,-0.15,-0.08,-0.46,-0.87207,19.249865,-0.443257,-54.094738
39,10040,6496,19452,146,-82,-954,-0.15,-0.08,-0.45,-0.876404,19.448738,-0.221525,-52.868488
40,9864,6104,19368,82,-65,-836,-0.15,-0.08,-0.44,-0.880188,19.57139,0.042426,-51.806847
41,9636,5732,19172,35,-52,-733,-0.15,-0.07,-0.44,-0.883484,19.605112,0.328105,-50.906567
42,9324,5112,18772,15,-69,-640,-0.16,-0.07,-0.43,-0.886353,19.577116,0.625582,-50.145752
43,8796,4940,18732,40,-113,-579,-0.16,-0.07,-0.43,-0.888855,19.532909,0.965401,-49.47823
44,8568,4732,18492,99,-245,-519,-0.16,-0.06,-0.42,-0.891052,19.532843,1.37962,-48.864929
45,8604,4796,18064,164,-325,-448,-0.16,-0.06,-0.42,-0.892944,19.607132,1.95289,-48.283489
