seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw
0,2212,3516,18256,50,105,-138,-0.12,0.0,-0.8,-0.583191,7.76854,10.940005,-107.320091
1,2104,4020,18144,75,40,-238,-0.12,-0.0,-0.8,-0.584656,7.942578,10.734211,-107.132408
2,2476,4324,18200,75,52,-233,-0.12,-0.0,-0.8,-0.586609,8.180298,10.575597,-106.857346
3,1544,4300,18976,14,84,-148,-0.12,-0.0,-0.8,-0.588196,8.370175,10.399055,-106.643326
4,-60,3692,18380,-25,-112,-128,-0.12,-0.01,-0.8,-0.589294,8.466565,10.220027,-106.506943
5,-616,3388,16840,1,-204,-277,-0.12,-0.01,-0.8,-0.59082,8.526054,10.209299,-106.282333
6,-672,3592,17008,54,-62,-488,-0.12,-0.01,-0.8,-0.593872,8.672009,10.141197,-105.839211
7,-500,4120,17756,98,-22,-621,-0.12,-0.01,-0.79,-0.59845,8.92818,9.878146,-105.195061
8,-308,4388,17680,92,-88,-643,-0.12,-0.01,-0.79,-0.60376,9.248794,9.620543,-104.430557
9,-760,4432,17752,82,-118,-650,-0.12,-0.01,-0.78,-0.60907,9.560262,9.427322,-103.650932
10,-1232,4424,17488,94,-164,-719,-0.12,-0.02,-0.78,-0.614624,9.870317,9.246404,-102.826469
11,-1360,4548,17176,114,-149,-833,-0.12,-0.02,-0.77,-0.620911,10.206843,9.063255,-101.883881
12,-1412,4436,17400,129,-48,-964,-0.12,-0.02,-0.77,-0.628113,10.593092,8.781952,-100.805809
13,-1384,4432,18012,104,1,-1105,-0.12,-0.03,-0.76,-0.636353,10.974023,8.359694,-99.583076
14,-1072,4828,17780,69,-21,-1213,-0.12,-0.03,-0.75,-0.64563,11.325501,7.867646,-98.200653
15,-568,4928,17680,47,23,-1285,-0.12,-0.03,-0.75,-0.655518,11.662018,7.396159,-96.701927
16,-776,4800,17704,32,45,-1338,-0.11,-0.04,-0.74,-0.66571,11.95847,6.865251,-95.148209
17,-736,4728,17256,81,17,-1430,-0.11,-0.04,-0.73,-0.676331,12.246571,6.318775,-93.504166
18,-720,5088,17368,165,2,-1545,-0.11,-0.04,-0.72,-0.6875,12.613303,5.778046,-91.729553
19,-312,5324,18028,216,28,-1661,-0.11,-0.05,-0.7,-0.69928,13.081305,5.212318,-89.806412
20,-124,5624,18136,154,40,-1741,-0.11,-0.05,-0.69,-0.711548,13.548211,4.589597,-87.767197
21,8,6004,17808,99,17,-1816,-0.11,-0.06,-0.68,-0.724182,13.925442,3.949204,-85.634506
22,544,6188,17516,82,-14,-1901,-0.11,-0.06,-0.66,-0.737183,14.25037,3.335124,-83.389046
23,1460,6108,17064,91,-8,-1986,-0.11,-0.06,-0.65,-0.750427,14.559752,2.751774,-81.03656
24,2604,6224,17084,108,35,-2082,-0.11,-0.07,-0.63,-0.763916,14.863168,2.154306,-78.575722
25,4044,6420,16860,119,82,-2122,-0.11,-0.07,-0.61,-0.777405,15.167397,1.548028,-76.036308
26,5532,6424,16996,171,117,-2103,-0.11,-0.07,-0.6,-0.790466,15.472098,0.962904,-73.493317
27,6728,6484,17524,218,138,-2060,-0.11,-0.08,-0.58,-0.802856,15.81762,0.422193,-70.981117
28,7848,6512,17808,235,116,-1996,-0.12,-0.08,-0.56,-0.814392,16.168413,-0.039419,-68.54464
29,9212,6672,18356,308,53,-1902,-0.12,-0.08,-0.55,-0.825134,16.540367,-0.388625,-66.176224
30,10536,6952,18896,385,-23,-1764,-0.12,-0.08,-0.53,-0.834839,16.996159,-0.537561,-63.905605
31,11100,7060,19788,379,-11,-1602,-0.13,-0.08,-0.52,-0.843262,17.49917,-0.53453,-61.812748
32,11424,7196,20460,361,-78,-1458,-0.13,-0.08,-0.5,-0.850586,17.968254,-0.451873,-59.91954
33,11984,7468,20636,302,-98,-1305,-0.14,-0.08,-0.49,-0.857056,18.405899,-0.237089,-58.1805
34,11992,7152,21224,139,-17,-1085,-0.14,-0.08,-0.48,-0.862549,18.718718,0.025013,-56.694069
35,11252,6440,20556,-20,-70,-867,-0.14,-0.08,-0.47,-0.866943,18.787865,0.319532,-55.557377
36,11024,5788,19276,-56,-129,-699,-0.15,-0.07,-0.46,-0.870605,18.708935,0.738302,-54.654362
37,10504,5276,19228,-54,-73,-551,-0.15,-0.07,-0.46,-0.873474,18.614809,1.199246,-53.945229
38,9888,4568,18940,-109,-40,-418,-0.15,-0.06,-0.46,-0.875671,18.468073,1.616266,-53.436619
39,9060,4088,17736,-162,22,-330,-0.15,-0.06,-0.45,-0.877319,18.229847,2.011042,-53.103355
40,8336,3876,17864,-131,105,-281,-0.15,-0.05,-0.45,-0.878723,17.957708,2.287109,-52.860046
41,7644,3652,18024,-76,97,-233,-0.15,-0.05,-0.45,-0.879822,17.730604,2.472096,-52.675175
42,6744,3376,17896,-38,18,-185,-0.15,-0.05,-0.45,-0.880615,17.551313,2.681849,-52.53941
43,6196,3528,17292,5,-57,-170,-0.15,-0.05,-0.45,-0.881287,17.404863,2.956082,-52.412392
44,6252,3792,17364,75,-25,-156,-0.15,-0.04,-0.45,-0.881897,17.35306,3.246528,-52.266903
