seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw
0,-4888,4792,18088,-100,38,-463,0.05,0.02,0.85,-0.522766,-0.955264,6.718163,116.652336
1,-5068,4320,16440,-149,0,-608,0.05,0.02,0.85,-0.520447,-0.859969,6.529276,116.983734
2,-4888,4328,16184,1,-59,-847,0.05,0.02,0.86,-0.511414,-0.540992,6.000389,118.243576
3,-4864,4652,16420,95,-85,-966,0.05,0.02,0.86,-0.507507,-0.355401,5.860035,118.779816
4,-4908,4844,16852,177,-246,-1117,0.04,0.03,0.87,-0.493774,0.418828,5.549945,120.63768
5,-4680,5020,15888,191,-325,-1206,0.04,0.03,0.87,-0.488586,0.720011,5.528616,121.327782
6,-4304,5584,16892,240,-279,-1379,0.04,0.04,0.88,-0.47113,1.721517,5.527876,123.627022
7,-4328,5608,16520,212,-297,-1483,0.03,0.04,0.88,-0.4646,2.08274,5.508678,124.481293
8,-4172,6288,15492,199,-273,-1738,0.03,0.05,0.9,-0.442444,3.123085,5.431723,127.352432
9,-3696,6744,15376,240,-277,-1889,0.03,0.05,0.9,-0.434021,3.496789,5.378231,128.432877
10,-2520,7504,15596,329,-321,-2003,0.02,0.06,0.91,-0.405945,4.782405,5.250396,132.002975
11,-1828,7700,16236,356,-308,-2023,0.02,0.06,0.92,-0.396118,5.261574,5.22834,133.24115
12,-1076,7516,15908,313,-254,-2100,0.02,0.07,0.93,-0.365723,6.716515,5.119472,137.033981
13,-228,7640,16168,303,-161,-2218,0.02,0.08,0.94,-0.34436,7.61427,4.930154,139.674133
14,880,7892,16636,339,-173,-2323,0.02,0.08,0.94,-0.33313,8.070422,4.786088,141.055038
15,4516,9320,16716,451,-213,-2465,0.01,0.09,0.95,-0.297119,9.558509,4.465872,145.438171
16,6292,9664,17336,474,-119,-2451,0.01,0.1,0.95,-0.284607,10.125196,4.403234,146.945206
17,8424,10276,18156,458,-50,-2348,0.01,0.11,0.96,-0.247742,11.805474,4.11814,151.35881
18,9480,10776,18308,484,-73,-2244,0.01,0.11,0.97,-0.235901,12.353545,4.036491,152.763321
19,10944,11408,19700,587,-190,-2046,0.01,0.13,0.97,-0.202637,14.084744,3.983323,156.666901
20,11920,11428,19716,548,-242,-1908,0.01,0.13,0.97,-0.192322,14.703251,4.052897,157.860443
21,13236,11048,19964,391,-204,-1684,0.01,0.15,0.98,-0.164185,16.322641,4.404653,161.054459
22,13740,10940,19936,321,-168,-1528,0.02,0.15,0.98,-0.155823,16.762308,4.54584,161.986755
23,13644,9872,19940,259,-149,-1215,0.02,0.16,0.98,-0.134399,17.880434,5.021223,164.330063
24,13312,9280,19516,242,-206,-1027,0.03,0.16,0.98,-0.128662,18.190268,5.210711,164.941727
25,12704,8304,18776,224,-248,-763,0.03,0.17,0.98,-0.114868,18.982479,5.967809,166.34436
26,12128,8068,19276,204,-168,-635,0.04,0.17,0.98,-0.111267,19.215405,6.247528,166.691818
27,10732,7412,19444,83,-30,-425,0.04,0.18,0.98,-0.103455,19.734543,6.911273,167.426483
28,9564,6740,18964,29,-13,-325,0.04,0.18,0.98,-0.101746,19.81682,7.070882,167.582703
29,8220,6568,18880,55,-64,-255,0.05,0.18,0.98,-0.098083,19.936779,7.491446,167.902512
30,7720,6376,19048,68,-100,-209,0.05,0.18,0.98,-0.097046,19.983795,7.633507,167.988205
31,6952,5972,18784,27,-117,-125,0.05,0.18,0.98,-0.094849,20.087646,8.115746,168.132156
32,6444,5780,18536,7,-102,-107,0.06,0.18,0.98,-0.094421,20.088102,8.273093,168.147934
33,6172,5720,18556,-1,-66,-120,0.06,0.18,0.98,-0.093201,20.044914,8.659571,168.206009
34,6212,5732,18836,-25,-57,-103,0.06,0.18,0.98,-0.092773,20.027893,8.760113,168.233276
35,5876,5852,18936,-47,-111,-31,0.06,0.18,0.98,-0.091919,19.907511,9.092701,168.263794
36,5584,5784,18476,-53,-182,26,0.07,0.18,0.98,-0.091919,19.848875,9.240317,168.235931
37,5388,5940,18380,-21,-304,44,0.07,0.18,0.98,-0.092468,19.697392,9.835517,168.061386
38,5784,5752,18316,-7,-332,45,0.07,0.18,0.98,-0.09259,19.661787,10.077677,168.000305
