seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw
0,-428,5604,19416,88,165,-525,0.06,-0.03,0.76,0.650818,1.879968,7.8121,-98.356613
1,-692,5392,18188,-76,13,-512,0.06,-0.03,0.75,0.652893,2.066688,7.644614,-98.045074
2,-1700,4632,17020,-118,38,-584,0.06,-0.03,0.75,0.657104,2.292079,7.426692,-97.411819
3,-2200,4860,16464,-48,73,-781,0.06,-0.03,0.75,0.662048,2.46553,7.141136,-96.672783
4,-1996,5240,16724,78,96,-943,0.06,-0.02,0.74,0.668518,2.762113,6.774203,-95.691139
5,-2240,5268,17532,148,26,-1002,0.06,-0.02,0.73,0.675964,3.236546,6.380726,-94.537796
6,-2496,5384,17132,153,-93,-1065,0.06,-0.01,0.72,0.687744,4.038106,5.952674,-92.665459
7,-2740,5692,17168,167,-77,-1167,0.06,-0.01,0.72,0.691895,4.322501,5.854389,-91.992706
8,-3016,5560,17608,181,-60,-1312,0.06,-0.0,0.71,0.700806,4.8926,5.58437,-90.54084
9,-2608,5964,17400,183,-117,-1500,0.07,0.0,0.7,0.710754,5.479419,5.267147,-88.899803
10,-2360,6332,17296,196,-131,-1626,0.07,0.01,0.69,0.721802,6.094235,4.986803,-87.040382
11,-1992,6692,17596,225,-188,-1747,0.07,0.01,0.68,0.733582,6.733482,4.712323,-85.015236
12,-1384,6896,17460,233,-220,-1841,0.07,0.01,0.66,0.745911,7.430983,4.48814,-82.834908
13,-928,7056,17464,216,-218,-1952,0.08,0.02,0.64,0.764954,8.455697,4.177377,-79.3564
14,-392,7412,17304,228,-219,-2029,0.08,0.02,0.63,0.771484,8.796074,4.068021,-78.131317
15,-236,7660,17312,232,-197,-2101,0.09,0.02,0.61,0.784668,9.492651,3.835394,-75.597076
16,308,8044,17560,253,-179,-2219,0.09,0.03,0.59,0.804626,10.53759,3.389144,-71.607857
17,1036,8076,17156,243,-186,-2279,0.09,0.03,0.58,0.81134,10.897457,3.224332,-70.215187
18,1992,8788,17420,238,-180,-2336,0.1,0.04,0.55,0.831299,11.929792,2.723062,-65.915283
19,2704,9016,17408,264,-224,-2351,0.1,0.04,0.53,0.837769,12.270593,2.562894,-64.456886
20,3820,9104,17252,325,-292,-2341,0.11,0.04,0.5,0.856323,13.386346,2.239647,-60.034275
21,4872,9272,17568,333,-260,-2330,0.11,0.04,0.49,0.862183,13.777309,2.158793,-58.558449
22,6012,9456,17532,260,-165,-2334,0.12,0.05,0.46,0.878784,14.859131,1.857384,-54.174587
23,7584,9876,17536,219,-103,-2299,0.12,0.05,0.45,0.884033,15.173419,1.722066,-52.731098
24,8968,10152,18140,269,-106,-2191,0.13,0.05,0.42,0.898315,16.105173,1.384917,-48.560654
25,10640,10048,18004,308,-162,-2012,0.14,0.05,0.41,0.902527,16.431492,1.338279,-47.244232
26,11104,9068,18572,277,-116,-1732,0.14,0.05,0.38,0.913025,17.417337,1.389882,-43.704224
27,11236,8536,18336,241,-85,-1576,0.15,0.05,0.37,0.915955,17.685797,1.431621,-42.677582
28,10900,7980,18860,205,-53,-1389,0.15,0.04,0.35,0.923279,18.360044,1.578934,-39.989269
29,10692,7700,18768,199,-67,-1295,0.16,0.04,0.34,0.925415,18.552917,1.63123,-39.188057
30,10444,7220,18960,185,-33,-1159,0.16,0.04,0.33,0.930847,19.066343,1.829467,-37.042225
31,10456,6920,18892,124,-50,-1036,0.16,0.04,0.32,0.932434,19.204845,1.894108,-36.413948
32,10008,6760,18804,96,-33,-887,0.17,0.03,0.31,0.936523,19.476883,2.163308,-34.785721
33,9768,6700,18876,115,-54,-800,0.17,0.03,0.3,0.937683,19.553854,2.263283,-34.315723
34,9572,6456,19152,128,-77,-691,0.17,0.03,0.29,0.940491,19.814171,2.629621,-33.106331
35,9368,6092,18760,58,-59,-570,0.17,0.03,0.29,0.941223,19.879396,2.773678,-32.77459
36,8492,5572,18516,-1,8,-454,0.17,0.02,0.28,0.943176,19.926439,3.185831,-32.011261
37,8152,5484,18404,6,-7,-419,0.17,0.02,0.28,0.943726,19.910267,3.299226,-31.811977
38,8072,5276,18700,18,9,-302,0.17,0.02,0.28,0.945068,19.873968,3.644282,-31.305285
39,7680,5204,18688,-12,9,-221,0.17,0.02,0.27,0.945374,19.852102,3.765876,-31.201454
40,6856,4732,18292,-29,-7,-131,0.17,0.01,0.27,0.945984,19.700243,4.165313,-31.066584
41,6684,4800,18416,-16,3,-133,0.17,0.01,0.27,0.946106,19.635885,4.290947,-31.054981
42,6460,4760,18720,-67,82,-124,0.17,0.01,0.27,0.946594,19.449791,4.611048,-30.996523
43,6096,4320,18680,-130,123,-118,0.17,0.01,0.27,0.946777,19.359909,4.6678,-30.989189
44,5372,3844,18544,-152,68,-167,0.17,0.0,0.27,0.947571,18.930176,4.75459,-30.954636
45,5484,3996,18244,-71,-65,-240,0.17,0.0,0.27,0.947937,18.785574,4.79596,-30.907518
46,6500,4632,17928,82,-185,-303,0.17,-0.0,0.27,0.949036,18.631353,5.173535,-30.560377
