seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw
0,-980,3520,17188,24,246,-353,-0.08,-0.03,-0.84,0.535889,-1.939586,9.018756,114.597458
1,-104,4504,18524,208,196,-460,-0.07,-0.03,-0.84,0.532349,-1.456253,8.608327,115.149193
2,-80,4664,19464,155,73,-420,-0.07,-0.03,-0.85,0.528625,-0.866185,8.270211,115.714935
3,-344,4744,18400,23,-15,-431,-0.06,-0.03,-0.85,0.525024,-0.404173,8.082849,116.239571
4,-1040,4664,18016,-73,87,-512,-0.06,-0.04,-0.85,0.520996,-0.08282,7.894866,116.812027
5,-1784,4460,17764,-116,160,-647,-0.06,-0.04,-0.85,0.515991,0.133736,7.56256,117.520889
6,-2040,4020,16952,-75,95,-790,-0.05,-0.03,-0.86,0.509705,0.335936,7.166396,118.401192
7,-2108,4432,16756,23,-12,-898,-0.05,-0.03,-0.86,0.502197,0.626687,6.857337,119.432892
8,-2216,4632,16944,62,-70,-935,-0.05,-0.04,-0.87,0.494019,1.015118,6.639221,120.540573
9,-2356,4388,16600,95,-120,-1010,-0.04,-0.04,-0.87,0.485168,1.462391,6.510066,121.723808
10,-2588,4612,16576,137,-99,-1164,-0.04,-0.04,-0.88,0.475403,1.950779,6.37485,123.019524
11,-2476,5288,16708,202,-131,-1375,-0.04,-0.04,-0.88,0.463806,2.527605,6.194836,124.548515
12,-1784,5800,17164,245,-164,-1511,-0.03,-0.05,-0.89,0.450378,3.236933,6.057555,126.299866
13,-1404,5888,16968,213,-133,-1578,-0.03,-0.05,-0.9,0.435669,3.978907,5.932743,128.201691
14,-1592,5988,17060,191,-128,-1649,-0.03,-0.06,-0.91,0.420349,4.669266,5.758589,130.164032
15,-1456,6168,16700,247,-176,-1761,-0.03,-0.06,-0.91,0.403992,5.367338,5.576214,132.242035
16,-624,6572,16964,330,-191,-1892,-0.02,-0.07,-0.92,0.38623,6.165912,5.418618,134.478745
17,72,7232,17612,349,-152,-1981,-0.02,-0.07,-0.93,0.367188,7.056353,5.243834,136.856903
18,276,7468,17636,306,-115,-2019,-0.02,-0.08,-0.93,0.347351,7.952562,5.010204,139.318085
19,272,7528,17544,261,-34,-2096,-0.01,-0.09,-0.94,0.326904,8.788034,4.680594,141.836426
20,728,7368,17288,218,-30,-2193,-0.01,-0.09,-0.95,0.30542,9.546397,4.228121,144.468124
21,1500,7676,17052,234,-55,-2256,-0.01,-0.09,-0.95,0.28302,10.235068,3.777689,147.186188
22,2508,8056,17388,332,-138,-2305,-0.0,-0.1,-0.96,0.259766,10.969993,3.392456,149.982391
23,3932,8360,17180,412,-221,-2314,-0.0,-0.11,-0.97,0.236023,11.826573,3.138575,152.810333
24,5660,8068,17228,411,-148,-2308,-0.0,-0.11,-0.97,0.212158,12.731346,2.963801,155.627121
25,7092,8328,17820,341,-39,-2295,-0.0,-0.12,-0.97,0.188599,13.549084,2.70864,158.393799
26,8620,8732,17736,313,33,-2268,-0.0,-0.13,-0.98,0.165161,14.278069,2.39852,161.129425
27,10272,8816,17772,333,105,-2158,0.0,-0.13,-0.98,0.142517,14.982619,2.080853,163.759338
28,10936,8456,18840,367,82,-1934,0.0,-0.14,-0.98,0.121643,15.679106,1.796618,166.170273
29,11216,8072,18900,447,-38,-1601,-0.0,-0.14,-0.98,0.103271,16.371113,1.707756,168.262665
30,11012,7868,19520,486,-62,-1454,-0.0,-0.15,-0.98,0.087585,17.111612,1.783347,170.019241
31,10748,7748,20072,450,-46,-1314,-0.01,-0.16,-0.99,0.07373,17.833271,1.908786,171.552521
32,10524,7384,20436,312,-32,-1202,-0.01,-0.16,-0.99,0.061279,18.425112,2.011436,172.920441
33,10432,7176,19584,149,14,-1091,-0.01,-0.16,-0.99,0.050049,18.794399,2.125757,174.142426
34,10084,6696,19676,94,39,-935,-0.01,-0.17,-0.99,0.040039,18.996508,2.200414,175.231186
35,9820,6652,19404,103,-22,-817,-0.02,-0.17,-0.99,0.031433,19.149698,2.317412,176.156464
36,9568,6288,19104,114,-85,-657,-0.02,-0.17,-0.99,0.024353,19.308136,2.564723,176.89006
37,9156,5796,19140,88,-93,-533,-0.02,-0.17,-0.99,0.018738,19.438919,2.886027,177.448929
38,8500,5500,19032,29,-60,-447,-0.03,-0.17,-0.99,0.014221,19.494131,3.226658,177.884476
39,7812,5032,18484,-34,-2,-380,-0.03,-0.17,-0.99,0.010559,19.456461,3.506875,178.238708
40,7448,4628,18196,-49,61,-345,-0.03,-0.17,-0.99,0.007507,19.348204,3.69582,178.544403
41,6972,4460,18448,-43,82,-304,-0.03,-0.17,-0.99,0.004883,19.217175,3.81776,178.816132
42,6772,4412,18388,-26,72,-247,-0.03,-0.17,-0.99,0.002686,19.085054,3.934759,179.04245
43,6376,4092,18168,-2,39,-202,-0.04,-0.16,-0.99,0.001038,18.97337,4.076545,179.204071
44,5904,4136,18432,40,-9,-182,-0.04,-0.16,-0.99,-0.000305,18.890013,4.245055,179.327087
45,5708,4396,18536,78,-124,-192,-0.04,-0.16,-0.99,-0.001709,18.859039,4.474541,179.445068
46,5796,4420,17880,126,-195,-178,-0.04,-0.16,-0.99,-0.003418,18.896925,4.821962,179.574448
