timestamp,seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,0,-7508,-340,12396,90,442,21,-0.28,-0.06,0.94,-0.203552,-0.198211,-33.600254,151.221848,968,17,-575,-437,-215,-1014
20,1,-7900,1648,13588,281,504,-44,-0.29,-0.06,0.93,-0.202881,0.078263,-34.132969,151.171066,845,239,-491,-286,-394,-880
40,2,-7816,888,13192,247,696,-175,-0.29,-0.06,0.93,-0.200989,0.438834,-34.762676,151.268494,881,466,-189,-369,-681,-654
60,3,-8336,-820,12244,277,699,-158,-0.3,-0.06,0.93,-0.197998,0.609177,-35.57465,151.416275,867,193,-210,-452,-417,-673
80,4,-8540,744,11036,228,615,-7,-0.31,-0.06,0.93,-0.195679,0.819773,-36.370213,151.480057,808,-6,-386,-385,-171,-789
100,5,-8256,2676,9972,-41,467,1,-0.31,-0.06,0.93,-0.19519,1.045627,-37.064651,151.320786,830,320,-734,-67,-395,-1081
120,6,-7876,1576,8832,-177,234,-126,-0.32,-0.06,0.93,-0.19519,1.005273,-37.567291,151.112061,901,648,-1170,266,-613,-1467
140,7,-7012,964,9936,-127,28,-178,-0.32,-0.06,0.93,-0.194458,0.734999,-37.770069,151.078369,1055,608,-1470,310,-547,-1801
160,8,-6368,-316,9884,62,153,-162,-0.32,-0.06,0.93,-0.192871,0.5124,-37.799126,151.250092,1332,381,-1413,-14,-436,-1930
180,9,-5536,948,7524,212,352,-31,-0.32,-0.06,0.93,-0.191284,0.538788,-38.02338,151.391144,1666,219,-1602,-206,-345,-2286
200,10,-4328,2312,3364,218,411,0,-0.32,-0.06,0.92,-0.190308,0.882882,-38.486595,151.4142,2102,428,-2418,53,-484,-3195
220,11,-3296,636,-2656,148,163,-35,-0.33,-0.06,0.92,-0.189575,1.228424,-38.994839,151.378952,2593,576,-3923,672,-426,-4670
240,12,-992,-672,-4380,247,-515,20,-0.33,-0.06,0.92,-0.188782,1.453876,-39.107056,151.495743,3250,236,-5852,1220,114,-6584
260,13,1044,-1816,-5864,160,-1109,136,-0.32,-0.05,0.93,-0.188721,1.72273,-38.378601,151.866135,4017,-225,-7277,1253,555,-8201
280,14,2840,-2372,-7444,-121,-1726,390,-0.31,-0.05,0.93,-0.191162,1.79728,-36.900833,152.115997,4736,-786,-8554,1035,1023,-9700
300,15,5304,-112,-6820,-246,-2325,587,-0.29,-0.05,0.93,-0.197205,1.828593,-34.568317,152.127151,5442,-866,-9444,577,881,-10883
320,16,8116,-556,-8696,-694,-2854,603,-0.27,-0.04,0.94,-0.205505,1.755169,-31.421633,152.024261,6198,-598,-10132,-122,260,-11888
340,17,12268,-948,-11016,-1099,-3785,665,-0.23,-0.04,0.95,-0.215637,1.033375,-27.379986,151.747162,7039,-532,-11246,-1110,-173,-13230
360,18,15924,-2304,-6428,-1159,-5064,656,-0.18,-0.04,0.96,-0.227112,-0.05716,-21.768192,151.509659,8123,-435,-11959,-2977,-999,-14118
380,19,21144,508,444,-1331,-6107,749,-0.12,-0.04,0.96,-0.238831,-1.345618,-14.291764,151.306595,8997,-387,-11102,-5596,-2205,-12966
400,20,23764,2760,7248,-1556,-6800,580,-0.04,-0.04,0.97,-0.249878,-2.85432,-5.373412,150.870514,9677,397,-9077,-7719,-4189,-9951
420,21,26584,6028,13076,-1891,-7374,213,0.05,-0.03,0.96,-0.256775,-4.670743,4.475433,150.293869,9928,1658,-6341,-8440,-6182,-5660
440,22,29868,7296,25204,-2405,-8105,-413,0.14,-0.02,0.96,-0.255737,-7.008504,15.118555,149.798264,9991,3077,-2823,-7597,-7702,-461
460,23,32767,6096,32767,-1827,-8202,-1056,0.24,-0.02,0.94,-0.244202,-9.413528,26.253286,149.495773,10107,3788,2471,-4900,-7832,6100
480,24,32767,10480,32767,-878,-7276,-1573,0.33,0,0.92,-0.226318,-10.508045,36.755932,148.745056,10049,4499,6332,-1229,-7265,10342
500,25,32767,9208,32767,-772,-5160,-2334,0.39,0.02,0.9,-0.201904,-9.540967,45.347221,148.154312,9782,5161,8762,2041,-6357,12430
520,26,31356,-424,32767,-753,-2196,-2903,0.43,0.04,0.89,-0.170166,-6.730733,50.683636,149.66127,9605,4083,10179,3449,-4183,13532
540,27,28072,-4148,32767,-948,437,-2671,0.44,0.05,0.89,-0.138916,-3.300321,52.015709,153.549698,9050,1527,10783,3396,-1078,13703
560,28,26224,-2252,32767,-1266,2028,-2322,0.42,0.05,0.9,-0.111267,-0.974795,50.33094,158.849365,8337,-63,10849,2961,644,13340
580,29,25264,-204,32767,-948,3467,-2173,0.4,0.04,0.91,-0.085815,0.51108,46.821442,164.32518,7865,-564,10612,2193,1076,12992
600,30,26004,4056,32767,-132,4934,-2300,0.35,0.04,0.93,-0.063538,2.189785,41.544369,168.859543,7882,5,10167,786,482,12831
620,31,28168,2704,32767,501,5982,-2692,0.3,0.05,0.95,-0.041382,4.559089,34.822742,172.564926,8725,360,9631,-1685,303,12886
640,32,29460,1588,30196,607,6678,-2993,0.23,0.06,0.97,-0.018005,6.827504,27.223904,175.976212,10124,169,9106,-4864,874,12688
660,33,29592,-2220,20460,394,7113,-3219,0.17,0.07,0.98,0.00769,8.44777,19.232513,179.505875,11615,-548,7202,-8573,1950,10475
680,34,25924,-7256,7748,170,7206,-3148,0.1,0.08,0.99,0.034241,9.215872,11.216232,-176.917343,12834,-1841,3736,-11680,3417,5823
700,35,23108,-8088,-1056,187,6225,-2754,0.04,0.08,0.99,0.058899,9.223414,3.654805,-173.581573,13075,-3436,-1222,-12666,4791,-919
720,36,19580,-6712,-2888,233,5307,-2476,-0.02,0.08,0.99,0.080933,9.071158,-2.638462,-170.590591,12714,-4135,-4784,-11768,5257,-5955
740,37,17548,-8232,-5252,255,4822,-2400,-0.06,0.08,0.99,0.101868,8.83326,-8.225263,-167.676331,12086,-4432,-7147,-10015,5313,-9391
760,38,15628,-12608,-12060,471,4526,-2334,-0.11,0.09,0.98,0.122803,8.40548,-13.506565,-164.644257,11647,-5121,-9189,-7932,5691,-12285
780,39,12216,-16744,-19192,772,3731,-1872,-0.15,0.09,0.97,0.143066,7.899556,-18.485369,-161.530869,11124,-6605,-11968,-4966,6449,-15629
800,40,9524,-16784,-22164,1056,2425,-1062,-0.18,0.09,0.97,0.158997,7.666051,-22.486452,-158.860413,10288,-7922,-14577,-1672,6698,-18257
820,41,8556,-11528,-22756,1009,1027,-293,-0.2,0.1,0.96,0.168213,7.949224,-24.943422,-157.126465,9391,-8105,-16283,616,5874,-19598
840,42,8092,-8124,-22988,507,-322,210,-0.21,0.11,0.96,0.171265,8.409623,-25.747595,-156.486221,8649,-7342,-17377,1623,4435,-20206
860,43,8788,-5032,-19660,314,-1664,420,-0.2,0.11,0.96,0.170532,8.737669,-24.819504,-156.772537,8109,-6035,-17799,1409,2968,-20202
880,44,10944,-2240,-16592,334,-2760,518,-0.18,0.11,0.96,0.168884,9.087705,-22.186831,-157.566788,7901,-4742,-17455,99,1993,-19635
900,45,13516,-300,-14716,333,-3626,492,-0.14,0.11,0.97,0.16748,9.547467,-18.094122,-158.559998,7896,-3447,-16646,-1921,1298,-18598
