seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw
0,7908,1220,14480,188,-34,-15,-0.06,0.09,-0.7,-0.704224,-2.787651,12.524425,-90.053001
1,9640,2492,11712,209,-52,62,-0.06,0.09,-0.7,-0.703674,-2.42319,12.940915,-90.072594
2,9960,3288,12168,259,215,162,-0.07,0.09,-0.7,-0.702576,-2.008438,13.237594,-90.181145
3,10496,3932,12424,291,296,286,-0.07,0.09,-0.7,-0.700928,-1.520622,13.299491,-90.388504
4,10076,4268,11936,297,252,506,-0.08,0.09,-0.71,-0.697998,-1.037314,13.331809,-90.798622
5,9536,3748,11184,427,176,700,-0.08,0.09,-0.71,-0.693298,-0.562501,13.431773,-91.475563
6,8880,4352,11788,655,283,796,-0.09,0.08,-0.72,-0.687195,0.076694,13.541749,-92.342896
7,8364,4544,13428,731,436,887,-0.09,0.07,-0.72,-0.680176,0.914917,13.442049,-93.343117
8,7548,5508,14980,727,454,953,-0.09,0.07,-0.73,-0.672546,1.76938,13.171693,-94.44635
9,6652,6528,16704,769,330,1073,-0.1,0.06,-0.74,-0.664185,2.674286,12.910598,-95.645073
10,5244,6216,17344,681,264,1228,-0.1,0.05,-0.75,-0.65448,3.564761,12.761176,-97.022255
11,3992,6268,16972,657,252,1270,-0.11,0.04,-0.76,-0.643738,4.289814,12.605478,-98.565773
12,3044,6956,18600,794,209,1267,-0.11,0.04,-0.77,-0.632751,5.066457,12.432022,-100.130371
13,1636,7144,20824,818,84,1353,-0.12,0.03,-0.77,-0.621216,6.009967,12.297507,-101.740898
14,-1288,6576,20968,669,38,1474,-0.12,0.02,-0.78,-0.608765,6.82548,12.239651,-103.478439
15,-4780,6080,20580,639,-33,1470,-0.12,0.01,-0.79,-0.595703,7.420643,12.101192,-105.334953
16,-7640,6004,22708,755,-83,1341,-0.12,0.0,-0.8,-0.583069,8.067853,11.865136,-107.136597
17,-10360,5492,24260,663,-181,1162,-0.13,-0.0,-0.81,-0.571716,8.782957,11.54764,-108.759209
18,-11328,5524,23432,498,-372,831,-0.13,-0.01,-0.82,-0.5625,9.359115,11.230675,-110.088646
19,-10800,5852,23468,357,-378,446,-0.13,-0.02,-0.82,-0.556763,9.839729,10.963681,-110.922485
20,-10544,5564,23208,107,-160,125,-0.13,-0.02,-0.82,-0.554443,10.184688,10.588499,-111.300537
21,-10816,5472,22128,-145,-34,-195,-0.12,-0.02,-0.82,-0.555054,10.255086,9.9042,-111.33905
