timestamp,seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,0,-8100,8832,9932,105,-222,-224,-0.18,0.42,0.83,0.304565,45.657379,-33.93684,-138.587784,529,-633,-633,50,-35,-1037
20,1,-8488,8892,9544,76,0,-200,-0.18,0.42,0.83,0.307312,45.508347,-34.025562,-138.308441,436,-582,-243,71,225,-729
40,2,-8424,8836,8464,31,41,-206,-0.18,0.42,0.83,0.309082,45.430328,-34.209393,-138.063385,424,-453,-245,-2,160,-647
60,3,-8736,9280,7172,4,-67,-184,-0.18,0.42,0.83,0.310791,45.362099,-34.41254,-137.814209,382,-391,-504,0,-93,-737
80,4,-8652,9092,8892,-8,-239,-210,-0.18,0.42,0.83,0.312988,45.212437,-34.463821,-137.598038,375,-298,-630,-50,-239,-752
100,5,-8516,9704,9484,-23,-190,-246,-0.18,0.42,0.83,0.315857,44.937588,-34.436176,-137.354736,375,-154,-396,-156,-111,-532
120,6,-8368,9256,8884,-68,-117,-325,-0.18,0.42,0.83,0.318848,44.620079,-34.499512,-137.048233,393,-83,-315,-220,-68,-455
140,7,-8448,8932,7956,-84,-115,-419,-0.18,0.42,0.83,0.322205,44.275497,-34.691998,-136.641769,440,-55,-449,-266,-168,-546
160,8,-8244,8668,8604,-53,-176,-531,-0.18,0.41,0.83,0.32666,43.852657,-34.959953,-136.095993,486,-141,-581,-233,-215,-701
180,9,-7844,7364,8832,-15,-183,-697,-0.18,0.41,0.83,0.332581,43.331276,-35.285599,-135.388474,591,-254,-564,-225,-105,-818
200,10,-6620,4716,8520,-87,-183,-779,-0.19,0.41,0.83,0.339966,42.646664,-35.725163,-134.477768,856,-703,-538,-83,225,-1207
220,11,-3836,2220,8556,-391,-276,-720,-0.19,0.4,0.83,0.347595,41.64465,-36.138046,-133.520065,1437,-1459,-670,87,703,-2034
240,12,-2032,-4776,11248,-714,-460,-611,-0.19,0.39,0.83,0.354736,39.977348,-36.287205,-132.641602,2347,-2765,-588,462,1773,-3184
260,13,-240,-12148,17668,-584,-535,-300,-0.19,0.38,0.83,0.361694,37.684853,-36.068211,-131.868515,3187,-4996,295,1580,3927,-4155
280,14,1560,-23172,26080,95,-136,259,-0.19,0.36,0.83,0.367493,35.404598,-35.503502,-131.336563,4016,-8252,2516,3428,7618,-4554
300,15,4116,-24640,25432,502,886,1653,-0.19,0.35,0.84,0.366028,34.131618,-34.881462,-131.604675,4912,-11819,4867,5314,11609,-4943
320,16,5492,-18568,20604,122,1560,3167,-0.19,0.35,0.85,0.347473,34.483555,-34.152679,-133.691528,5766,-13431,5344,5331,13383,-5884
340,17,7344,-6204,16448,-633,1936,4261,-0.19,0.35,0.86,0.310852,35.838943,-32.839691,-137.784271,6518,-12243,4619,2901,12812,-6411
360,18,8000,328,13260,-1090,2121,4694,-0.19,0.35,0.88,0.26123,37.498341,-30.944197,-143.282867,7090,-9443,3456,-539,10598,-6223
380,19,9000,9708,8336,-937,2236,5124,-0.19,0.35,0.89,0.204407,39.370903,-28.653282,-149.530685,7412,-6496,1948,-3407,7423,-5848
400,20,7376,23020,4012,-851,2077,5249,-0.18,0.36,0.9,0.141846,41.922462,-25.803883,-156.409607,7363,-2463,-70,-5591,2571,-4733
420,21,5580,30000,2028,-1024,1751,4622,-0.18,0.37,0.91,0.079529,44.463909,-22.511232,-163.303207,6721,2270,-1762,-6371,-2774,-2265
440,22,4340,30244,1132,-876,1398,3899,-0.17,0.38,0.91,0.025513,46.339611,-19.42177,-169.299545,5771,5369,-2980,-5497,-6382,-196
460,23,3784,32767,208,-469,1149,3513,-0.17,0.39,0.91,-0.020569,47.978138,-16.536512,-174.436157,4871,7280,-3777,-4071,-8515,1374
480,24,3296,32767,-3652,-480,941,3051,-0.16,0.4,0.9,-0.061096,49.673725,-13.776609,-178.925781,4124,8552,-4677,-2463,-10006,2410
500,25,2976,32767,-4024,-762,429,2383,-0.15,0.41,0.89,-0.09436,50.947647,-11.28351,177.320267,3453,9191,-5799,-796,-11039,2740
520,26,2692,32767,-3568,-833,63,1603,-0.14,0.42,0.89,-0.118469,51.588104,-9.115404,174.403519,2953,9530,-6269,348,-11373,3059
540,27,2852,32767,-4256,-789,-233,803,-0.14,0.42,0.89,-0.132935,52.017113,-7.502906,172.547531,2563,9703,-6571,1125,-11494,3238
560,28,4560,32767,-4504,-778,-564,-78,-0.13,0.42,0.89,-0.138062,52.340096,-6.440326,171.73497,2535,9789,-6836,1333,-11683,3265
580,29,6444,32767,-3620,-524,-960,-1168,-0.12,0.43,0.89,-0.132507,52.64262,-5.967556,172.105972,2986,9826,-6946,780,-11933,3265
600,30,7520,32767,-4216,-181,-1336,-2272,-0.12,0.43,0.89,-0.114502,53.175499,-6.22085,173.901459,3637,9820,-6836,-349,-12043,3346
620,31,8712,32767,-3136,82,-1826,-3267,-0.11,0.44,0.89,-0.084595,53.935284,-7.161183,176.994659,4322,9788,-6762,-1802,-12068,3361
640,32,10540,32767,-2712,245,-2245,-4221,-0.11,0.45,0.89,-0.043457,54.667805,-8.67859,-178.84346,5198,9763,-6404,-3782,-11715,3427
660,33,13280,25972,-1596,672,-2810,-5156,-0.1,0.46,0.88,0.00824,55.2729,-10.736072,-173.749222,6366,9202,-6055,-6184,-10743,2855
680,34,17004,16104,5144,1614,-3542,-5872,-0.09,0.47,0.88,0.071289,55.833263,-13.133233,-167.790573,7914,6979,-5080,-8691,-7776,1046
700,35,18768,7644,9324,2402,-3860,-5961,-0.08,0.48,0.86,0.142273,56.427639,-15.54713,-161.407333,9589,3558,-3016,-10233,-2688,-1320
720,36,20216,2444,11568,2549,-4082,-5631,-0.06,0.49,0.85,0.213379,56.861778,-17.70933,-155.229019,10924,201,-1179,-10071,2248,-3776
740,37,20824,-8492,16568,2662,-4410,-5271,-0.03,0.49,0.82,0.282043,56.73267,-19.357468,-149.319595,11988,-3205,495,-8348,6745,-6244
760,38,19772,-25280,29464,3589,-4897,-4497,-0,0.49,0.8,0.348999,56.175053,-20.296968,-143.412994,12593,-8189,3089,-3888,11684,-9134
780,39,14548,-32768,32767,4595,-4626,-2758,0.04,0.49,0.77,0.40979,55.96331,-20.030666,-137.925339,12214,-14263,7058,3639,15971,-11574
800,40,11604,-32768,32767,3958,-2670,-204,0.08,0.49,0.75,0.447998,56.99929,-18.632217,-134.66011,10646,-18305,9446,9825,16435,-13072
820,41,11380,-32768,32767,1501,139,2356,0.11,0.48,0.74,0.453125,57.732555,-16.342035,-134.803589,9224,-20553,10723,12868,16338,-13777
840,42,15920,-24000,30308,59,1814,4477,0.11,0.47,0.76,0.427124,57.040001,-13.117396,-138.229782,8577,-21065,11252,12733,17536,-13197
860,43,20044,-13496,17660,-672,2106,5926,0.12,0.45,0.8,0.377319,55.790604,-8.46491,-144.434113,8998,-18892,9470,8196,18104,-11510
880,44,23052,-3076,13288,-1434,1781,6922,0.14,0.43,0.83,0.312134,54.089458,-2.423273,-152.373703,9435,-15248,6235,1997,16548,-9083
900,45,24680,6300,14076,-1874,1482,7467,0.16,0.4,0.87,0.238647,51.306355,4.565011,-161.035675,9672,-10921,4009,-3084,13856,-5228
920,46,24060,17640,13372,-1829,1411,7493,0.18,0.37,0.9,0.160767,47.617222,11.630688,-170.02858,9586,-5767,2691,-6394,9553,-463
940,47,23288,25312,8344,-1700,1419,7058,0.2,0.34,0.91,0.084656,43.701435,17.818567,-178.781509,9045,-439,1442,-7583,3809,3471
960,48,21004,32767,3600,-1898,985,6570,0.22,0.31,0.92,0.014709,39.654243,22.977819,173.156326,8182,4593,-718,-7207,-2760,5383
980,49,17136,32767,6128,-1959,168,5383,0.24,0.29,0.93,-0.043335,35.614662,27.452196,166.255844,6825,8383,-2157,-5114,-7763,5921
1000,50,14192,32767,9360,-1336,-374,3822,0.25,0.27,0.93,-0.083618,32.21587,30.949482,161.216568,5127,10603,-2141,-2211,-10159,5930
1020,51,13096,32767,11344,-630,-661,2392,0.27,0.26,0.92,-0.108398,30.447464,33.46624,157.778488,3697,11822,-1492,289,-10953,5962
1040,52,13008,26624,13784,-200,-732,1456,0.28,0.26,0.92,-0.121094,30.226667,35.233929,155.626892,2747,12041,-457,1997,-10494,6213
1060,53,13412,23504,15180,-376,-639,1111,0.29,0.26,0.91,-0.128357,30.324053,36.549984,154.1931,2162,10727,494,2645,-8786,5980
1080,54,13340,19232,14924,-749,-451,855,0.3,0.26,0.91,-0.132507,29.93327,37.537579,153.331848,1856,9294,1222,2792,-7183,5647
1100,55,13448,17244,14556,-631,-356,683,0.3,0.26,0.91,-0.134827,29.195385,38.283127,152.847122,1700,7854,1499,2537,-5873,5087
1120,56,13500,16632,13708,-247,-289,515,0.31,0.25,0.91,-0.13678,28.767033,38.862022,152.423233,1615,6740,1508,2210,-4954,4567
1140,57,12984,16048,12820,35,-255,325,0.31,0.25,0.91,-0.138367,28.919104,39.300381,151.993393,1505,5985,1338,1948,-4390,4099
1160,58,13256,14632,13236,74,-282,134,0.31,0.26,0.9,-0.138855,29.438686,39.623283,151.674789,1362,5376,1210,1773,-3907,3715
1180,59,12028,13324,13852,19,-196,31,0.32,0.26,0.9,-0.137939,29.975016,39.835869,151.567078,1216,4679,1347,1674,-3215,3469
1200,60,11804,12076,12572,-8,-110,-19,0.32,0.26,0.9,-0.136536,30.369421,39.870609,151.629028,990,3931,1299,1510,-2591,3019
1220,61,11448,11768,12368,-76,-128,-104,0.32,0.26,0.9,-0.134827,30.711603,39.862743,151.7565,802,3422,1084,1331,-2268,2570
1240,62,11280,10648,12904,-133,-135,-223,0.32,0.27,0.9,-0.131775,31.042509,39.805504,152.059158,636,2937,1033,1221,-1881,2250
1260,63,11208,9180,12740,-124,-92,-307,0.32,0.27,0.9,-0.12793,31.321823,39.675411,152.498337,539,2386,1048,1065,-1412,1987
1280,64,10888,8248,12592,-115,-53,-313,0.32,0.27,0.9,-0.123901,31.553679,39.480049,153.001282,445,1747,1014,853,-899,1655
1300,65,10780,7988,12532,-132,-36,-309,0.31,0.27,0.9,-0.120178,31.719719,39.263859,153.493347,342,1257,952,700,-525,1354
1320,66,10572,7404,12056,-197,-13,-323,0.31,0.27,0.9,-0.116333,31.816072,39.033623,154.019791,297,914,879,559,-283,1141
1340,67,10588,6688,12036,-246,-20,-302,0.31,0.27,0.9,-0.112427,31.801725,38.819637,154.56842,265,596,753,396,-91,909
1360,68,10540,6364,11628,-215,-27,-249,0.31,0.26,0.91,-0.108887,31.715204,38.64119,155.077576,238,289,601,225,79,666
1380,69,10572,6392,12000,-197,-66,-198,0.31,0.26,0.91,-0.105896,31.623981,38.538418,155.488907,208,70,529,133,222,510
1400,70,10600,6492,12344,-205,-56,-159,0.31,0.26,0.91,-0.103333,31.484539,38.478172,155.843094,183,0,587,158,311,505
1420,71,10608,6444,12560,-171,-50,-111,0.31,0.26,0.91,-0.101257,31.322872,38.421963,156.147537,186,-78,631,153,398,506
1440,72,10684,6980,12780,-161,-33,-50,0.31,0.26,0.91,-0.099792,31.143602,38.391697,156.37262,209,-32,709,192,399,592
1460,73,10784,7232,12792,-135,10,-16,0.31,0.26,0.91,-0.098877,30.944077,38.351318,156.544601,236,92,784,253,330,710
1480,74,10808,7496,12660,-62,52,1,0.31,0.25,0.91,-0.09845,30.779097,38.287323,156.665695,289,233,814,274,223,821
