seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw
0,6808,416,15376,143,25,-82,0.02,-0.02,-0.75,0.656372,3.915551,-0.309589,97.901733
1,7552,728,14968,226,50,-30,0.02,-0.03,-0.75,0.656128,4.09927,0.053025,97.947174
2,8128,1032,14760,244,77,49,0.02,-0.03,-0.75,0.656311,4.361093,0.393258,97.926224
3,8380,1620,14480,248,99,105,0.02,-0.03,-0.75,0.657166,4.646151,0.730823,97.800949
4,8780,2164,13656,265,57,165,0.02,-0.04,-0.75,0.658386,4.980911,1.088231,97.619835
5,9728,2816,12660,351,33,244,0.02,-0.04,-0.75,0.660156,5.383048,1.530279,97.354958
6,9832,3380,13116,445,81,379,0.02,-0.05,-0.75,0.662659,5.927058,2.006547,96.976089
7,10288,3652,12848,557,52,522,0.02,-0.06,-0.74,0.66626,6.603064,2.489145,96.423874
8,10208,4020,13184,633,110,673,0.02,-0.07,-0.74,0.670959,7.396359,3.02824,95.696068
9,9516,4316,13244,689,95,831,0.03,-0.07,-0.73,0.676819,8.249412,3.524611,94.776154
10,9084,4888,14252,835,129,939,0.03,-0.08,-0.72,0.683716,9.208312,4.036284,93.676651
11,8856,5424,15536,885,106,1037,0.03,-0.09,-0.72,0.691284,10.306517,4.511782,92.443008
12,8868,6316,15256,829,142,1074,0.04,-0.1,-0.71,0.699158,11.394609,5.039218,91.135704
13,8176,6820,15676,815,354,1169,0.04,-0.11,-0.7,0.707458,12.429027,5.454209,89.721855
14,6696,6928,17504,842,499,1282,0.05,-0.12,-0.69,0.716614,13.444983,5.632909,88.108528
15,5128,7136,18296,850,372,1370,0.06,-0.12,-0.67,0.726379,14.446542,5.721093,86.32991
16,3380,7752,18936,890,241,1487,0.06,-0.13,-0.66,0.736328,15.43208,5.957749,84.470222
17,1096,7020,19384,965,201,1659,0.07,-0.14,-0.65,0.746826,16.460896,6.286059,82.442398
18,-3112,6364,22924,982,291,1718,0.08,-0.14,-0.63,0.757996,17.466398,6.517657,80.19751
19,-7340,5596,24548,868,-47,1677,0.09,-0.14,-0.62,0.76886,18.32263,6.599121,77.925972
20,-10236,4732,23932,759,-387,1492,0.09,-0.15,-0.6,0.778381,18.956633,6.879109,75.908226
21,-12456,5008,25248,751,-441,1088,0.1,-0.15,-0.59,0.785645,19.527966,7.177167,74.30484
22,-13176,5120,25736,511,-374,495,0.1,-0.15,-0.59,0.789795,20.031324,7.180059,73.295204
23,-12096,5132,25272,144,-209,-159,0.1,-0.15,-0.58,0.790405,20.239536,6.771348,73.057983
24,-10292,5808,24432,-133,-43,-662,0.11,-0.15,-0.59,0.787903,20.119146,5.983719,73.52935
25,-8968,6276,23840,-341,96,-948,0.11,-0.14,-0.6,0.783142,19.784258,4.964086,74.489296
26,-8156,6260,22300,-514,105,-1093,0.11,-0.13,-0.61,0.777283,19.239155,3.848318,75.692085
27,-7276,6068,20412,-517,52,-1210,0.11,-0.12,-0.62,0.770508,18.588175,2.792723,77.073723
28,-5824,5844,19596,-333,-5,-1403,0.11,-0.11,-0.63,0.762573,18.032032,1.836496,78.625198
29,-4816,5980,20088,-274,-16,-1522,0.11,-0.11,-0.64,0.753235,17.65756,0.957847,80.362457
30,-3208,6132,19484,-348,-56,-1674,0.11,-0.1,-0.65,0.742615,17.290934,0.167159,82.300476
31,-1436,6480,18716,-412,-16,-1781,0.11,-0.1,-0.67,0.730957,16.82548,-0.542799,84.404701
32,-228,6588,19136,-448,92,-1857,0.11,-0.09,-0.68,0.718567,16.319298,-1.259846,86.587044
33,1572,6500,18648,-519,89,-1957,0.11,-0.08,-0.7,0.705444,15.733694,-1.978991,88.84761
