timestamp,seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,0,-5908,4384,13512,-203,36,-253,-0.05,0.29,0.7,0.644226,22.728786,-26.998178,-99.92012,625,-327,-91,176,502,-471
20,1,-5488,4384,13336,-179,114,-296,-0.05,0.29,0.7,0.645142,22.509172,-27.06871,-99.751167,699,-333,-51,184,586,-473
40,2,-4888,3560,12732,-133,138,-336,-0.06,0.29,0.7,0.647217,22.073786,-27.282631,-99.369598,897,-540,-165,320,700,-727
60,3,-3516,2172,12488,-155,93,-347,-0.06,0.29,0.7,0.649597,21.616552,-27.490528,-98.940598,1202,-805,-316,490,888,-1078
80,4,-2632,488,12180,-261,88,-352,-0.06,0.29,0.7,0.652161,21.053501,-27.611876,-98.478889,1630,-1180,-443,761,1192,-1497
100,5,-956,-3764,12484,-372,85,-290,-0.07,0.28,0.7,0.654846,20.211592,-27.672998,-97.969147,2205,-1981,-556,1438,1627,-2092
120,6,984,-8520,12976,-335,148,9,-0.07,0.28,0.7,0.656982,19.155497,-27.64782,-97.522034,2909,-3297,-592,2631,2212,-2803
140,7,2132,-14992,15400,-174,165,367,-0.08,0.27,0.7,0.657654,18.089008,-27.509375,-97.300636,3572,-4969,-518,4208,2838,-3454
160,8,4728,-18624,16244,254,457,1054,-0.08,0.26,0.7,0.656128,17.141487,-27.226469,-97.432777,4235,-7229,116,6469,3795,-3733
180,9,6896,-19528,14744,483,772,1958,-0.08,0.26,0.71,0.649231,16.898199,-26.929661,-98.439743,5149,-9224,507,8278,4990,-4289
200,10,8652,-17740,14108,468,903,2954,-0.08,0.26,0.72,0.634644,17.440365,-26.561815,-100.647308,6087,-10470,412,9051,6172,-5176
220,11,11508,-14140,13940,350,1033,3890,-0.08,0.26,0.74,0.611389,18.601604,-25.850243,-104.145012,7020,-10760,276,8601,7493,-5913
240,12,13192,-9788,13984,248,1168,4696,-0.08,0.26,0.77,0.578979,20.257893,-24.690783,-108.908394,7969,-10233,129,6997,8819,-6437
260,13,14976,-5424,13688,79,1354,5297,-0.07,0.26,0.8,0.537598,22.282949,-23.078552,-114.798485,8757,-9061,90,4498,9800,-6515
280,14,16588,-1240,11744,-186,1496,5779,-0.06,0.27,0.83,0.488098,24.397572,-21.069073,-121.566437,9459,-7606,-43,1502,10222,-6368
300,15,18108,5364,8024,-711,1433,6348,-0.05,0.27,0.86,0.430786,26.296072,-18.608368,-129.083359,10079,-5907,-642,-1842,9722,-6241
320,16,18308,18748,7604,-1302,996,6969,-0.04,0.27,0.89,0.36499,27.720066,-15.428763,-137.412613,10425,-3290,-1755,-5624,7609,-5745
340,17,17796,32767,9824,-2020,579,7053,-0.02,0.26,0.92,0.291321,28.569674,-11.218233,-146.553284,10253,1423,-2368,-9543,3212,-3366
360,18,13300,32767,10156,-2429,270,5948,-0,0.25,0.94,0.21698,28.499834,-6.589628,-155.610825,9505,6477,-2401,-11518,-2312,-116
380,19,10872,32767,11408,-1767,-37,4641,0.01,0.24,0.96,0.155273,27.45508,-2.644077,-163.00148,7963,9358,-2269,-10527,-6446,1931
400,20,8532,32767,11108,-808,-224,3664,0.03,0.23,0.97,0.107605,26.841875,0.563542,-168.751221,6372,10928,-2016,-8550,-8984,3197
420,21,6588,32767,12064,-435,-344,2592,0.05,0.23,0.97,0.071045,27.122503,3.228435,-173.26506,4893,11706,-1782,-6402,-10342,4019
440,22,5560,32767,12036,-716,-353,1308,0.06,0.24,0.97,0.046692,27.637524,5.239761,-176.357971,3633,12087,-1447,-4548,-10915,4638
460,23,5668,32767,10248,-1113,-334,139,0.07,0.24,0.97,0.036133,27.861441,6.455317,-177.784225,2735,12303,-1360,-3373,-11225,4825
480,24,6412,32767,8856,-1383,-429,-1088,0.07,0.24,0.97,0.038208,27.79952,6.967583,-177.678848,2301,12441,-1744,-3042,-11555,4507
500,25,8580,32767,8292,-1377,-581,-2303,0.08,0.23,0.97,0.053406,27.658714,6.939199,-176.034241,2353,12527,-2247,-3550,-11757,4080
520,26,11288,32767,8580,-1111,-782,-3397,0.08,0.23,0.97,0.080994,27.738617,6.515095,-172.978561,2948,12552,-2636,-4877,-11609,3820
540,27,13924,32268,9408,-519,-894,-4427,0.08,0.24,0.96,0.119446,28.292828,5.819894,-168.722275,3966,12497,-2701,-6763,-10861,3928
560,28,15832,26160,9724,267,-980,-5309,0.09,0.24,0.95,0.167175,29.575535,4.720708,-163.443512,5199,11966,-2496,-8748,-9090,4149
580,29,17720,20044,9988,1217,-1189,-5928,0.09,0.26,0.94,0.221863,31.490444,3.203876,-157.382339,6452,10155,-2265,-10097,-5830,3728
600,30,18532,14548,10804,2152,-1527,-6230,0.1,0.28,0.91,0.280518,34.064075,1.422182,-150.888412,7607,7562,-1910,-10367,-1763,2841
620,31,18464,8868,11996,2733,-1912,-6260,0.11,0.3,0.88,0.339966,37.186508,-0.459833,-144.273087,8536,4759,-1387,-9455,2261,1702
640,32,17664,4440,15244,2875,-2224,-5982,0.13,0.32,0.85,0.397949,40.387848,-2.334198,-137.589447,9119,1803,-546,-7266,5807,380
660,33,17388,2256,15120,2553,-2269,-5489,0.14,0.34,0.81,0.452026,43.104206,-4.109098,-130.818634,9358,-824,653,-4263,8360,-756
680,34,17136,-3900,15828,2138,-2561,-5015,0.16,0.35,0.78,0.500671,45.066608,-5.706405,-123.951653,9639,-2828,1273,-1661,9773,-2055
700,35,15324,-7844,21196,1994,-2806,-4170,0.18,0.35,0.74,0.545349,46.221676,-6.772698,-116.615669,9605,-5368,2135,1765,10494,-3514
720,36,13776,-11392,22440,1835,-2626,-3340,0.2,0.35,0.71,0.583496,46.775925,-7.130658,-109.265396,9119,-7539,3554,5427,10283,-4167
740,37,12416,-17104,23168,1946,-2481,-2561,0.22,0.34,0.68,0.61438,47.099018,-7.051703,-102.408134,8478,-9672,4541,8589,9337,-5003
760,38,10956,-24108,25592,2289,-2215,-1516,0.24,0.33,0.65,0.638184,47.470509,-6.496796,-96.273308,7786,-12206,5355,11625,8023,-6220
780,39,10400,-29128,26860,2667,-1608,14,0.26,0.32,0.64,0.652527,48.128609,-5.33033,-91.567947,6959,-15210,6391,14792,6544,-7675
800,40,11332,-29760,23040,2903,-778,1907,0.28,0.31,0.63,0.652954,49.17506,-3.338401,-89.539398,6218,-17887,7077,17077,5597,-9254
820,41,14380,-18624,18600,2915,-171,3763,0.3,0.31,0.64,0.635681,50.748627,-0.174953,-91.038498,5827,-19110,6595,17128,5987,-10641
840,42,18092,-11748,14664,2051,222,4897,0.33,0.3,0.66,0.601318,52.551003,4.42682,-95.807594,6007,-17328,5469,14431,7694,-9935
860,43,22184,-3308,14096,915,388,5814,0.35,0.28,0.7,0.556641,53.31168,10.115727,-102.788368,6441,-14694,4146,10942,9503,-8029
880,44,25340,-572,15916,164,477,6305,0.37,0.26,0.73,0.50531,52.368732,16.634333,-110.950287,7168,-11305,3314,7365,10715,-4587
900,45,28268,7212,20972,-58,816,6816,0.39,0.23,0.77,0.448975,49.811356,23.437038,-119.577759,7829,-8360,3491,4830,10933,-678
920,46,29976,14932,17636,-132,1552,6895,0.4,0.19,0.81,0.386414,45.769157,29.810722,-129.064163,8497,-4468,4293,2276,9435,4044
940,47,30672,19316,12856,203,1939,6765,0.4,0.16,0.84,0.320618,40.736317,34.865894,-139.142548,9030,-547,3777,-1067,6547,7216
960,48,28824,28708,10348,790,2024,6475,0.4,0.14,0.87,0.252869,35.517429,38.692696,-149.509613,9229,3176,2381,-4256,2594,8721
980,49,24900,32767,5000,849,2021,5553,0.4,0.13,0.89,0.187378,31.098196,41.271893,-159.74527,8794,7459,1004,-6272,-2708,9341
1000,50,20820,32767,4044,529,1435,4365,0.4,0.13,0.9,0.132324,27.703989,42.688011,-168.41008,7650,10482,-922,-7063,-7253,8168
1020,51,18272,32767,7000,257,946,3361,0.4,0.13,0.9,0.091187,25.332893,43.69471,-174.777237,6184,12174,-1832,-6251,-10194,6840
1040,52,16024,31616,6708,-52,718,2401,0.39,0.13,0.91,0.061951,23.699965,44.297939,-179.257553,4793,13122,-1852,-4739,-11881,5907
1060,53,14836,25892,7284,-252,406,1513,0.39,0.13,0.91,0.043701,22.790731,44.56012,177.934006,3563,13191,-1941,-3532,-12421,4865
1080,54,14868,18940,9432,-223,170,950,0.39,0.13,0.91,0.034119,22.394083,44.747852,176.4328,2664,11776,-1743,-2590,-11256,3916
1100,55,14988,16180,11048,-84,158,800,0.39,0.13,0.91,0.02832,22.150089,44.959209,175.516495,2204,9569,-1193,-1863,-9125,3328
1120,56,14484,15664,10136,-73,308,698,0.39,0.14,0.91,0.022766,21.93158,45.067539,174.645294,1950,7923,-570,-1244,-7466,3096
1140,57,14016,14048,8516,-125,311,526,0.39,0.14,0.91,0.018005,21.738211,44.989849,173.92923,1740,6860,-540,-1087,-6484,2671
1160,58,13668,13196,8708,-98,200,391,0.39,0.14,0.91,0.014832,21.655708,44.920368,173.438934,1490,5902,-782,-1122,-5663,2079
1180,59,13496,11104,8956,104,111,230,0.39,0.14,0.91,0.012817,21.751457,44.903404,173.059219,1285,5150,-887,-1090,-4996,1675
1200,60,13356,10800,9236,294,37,165,0.39,0.14,0.91,0.011169,22.179102,44.931694,172.590347,1132,4306,-885,-1028,-4203,1370
