seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw
0,4880,1108,16540,-37,-12,-186,0.01,-0.1,-0.18,0.977722,3.286188,11.254986,21.339128
1,5616,720,16256,1,32,-107,0.01,-0.1,-0.18,0.977539,3.290494,11.30346,21.429779
2,5444,700,16688,-9,92,-38,0.01,-0.1,-0.18,0.977356,3.304558,11.364253,21.519585
3,5292,908,17228,8,67,2,0.01,-0.1,-0.18,0.977356,3.283614,11.360765,21.534834
4,5792,744,16076,21,-25,36,0.01,-0.1,-0.18,0.977356,3.286464,11.396868,21.495541
5,6120,1036,15268,47,37,43,0.01,-0.1,-0.18,0.977356,3.286717,11.547853,21.424938
6,6204,1324,16060,84,128,42,0.01,-0.1,-0.18,0.977417,3.324461,11.641793,21.332611
7,7020,1360,15596,92,72,54,0.01,-0.11,-0.18,0.977539,3.418038,11.653673,21.229414
8,8124,1824,14148,96,83,72,0.01,-0.11,-0.18,0.9776,3.53001,11.769819,21.109201
9,8760,2716,15060,111,279,133,0.01,-0.11,-0.18,0.977661,3.671,11.902822,20.959051
10,8748,3268,14844,88,192,307,0.01,-0.11,-0.18,0.977966,3.837698,11.889846,20.702656
11,8884,3400,13360,174,88,471,0.02,-0.11,-0.17,0.978516,3.97524,12.000319,20.235218
12,8832,3520,13600,356,86,635,0.02,-0.11,-0.17,0.979187,4.201408,12.250145,19.554853
13,8868,4000,13824,495,32,774,0.02,-0.11,-0.16,0.980103,4.614069,12.532026,18.623709
14,8352,4200,14560,631,-34,931,0.03,-0.12,-0.15,0.981445,5.451377,13.090384,16.843897
15,8176,4596,14972,731,-41,1009,0.03,-0.12,-0.14,0.981873,5.784231,13.302537,16.160877
16,6996,4836,16400,759,69,1120,0.04,-0.13,-0.13,0.982727,6.533413,13.709524,14.65045
17,5444,4524,16992,651,108,1208,0.05,-0.13,-0.12,0.983765,7.245604,13.953128,12.989098
18,3760,4184,17724,635,165,1254,0.05,-0.13,-0.1,0.984863,7.779037,14.078862,11.251884
19,1492,3868,19272,671,173,1271,0.06,-0.13,-0.09,0.985962,8.257264,14.059649,9.479838
20,-656,3700,19956,647,94,1274,0.07,-0.13,-0.07,0.987,8.728819,13.938731,7.686465
21,-2872,3136,20620,655,11,1240,0.07,-0.12,-0.06,0.987854,9.154585,13.793916,5.931221
22,-5172,2980,22104,720,-70,1150,0.08,-0.12,-0.05,0.988464,9.584481,13.624331,4.252419
23,-7708,2488,23608,700,-226,1004,0.08,-0.12,-0.03,0.98877,10.084266,13.42139,2.707703
24,-8708,2608,23512,570,-365,667,0.09,-0.12,-0.02,0.988892,10.555583,13.247551,1.418523
25,-8696,3160,23664,417,-329,275,0.09,-0.12,-0.02,0.988892,10.95814,13.071043,0.625237
26,-8084,3964,23696,261,-223,-48,0.1,-0.11,-0.01,0.988892,11.305989,12.758386,0.340925
27,-7428,4156,23284,31,-173,-309,0.1,-0.11,-0.01,0.989136,11.56247,12.276243,0.491477
28,-6944,4348,21648,-205,-139,-554,0.1,-0.1,-0.02,0.989502,11.608529,11.717244,1.021437
29,-5908,4436,19700,-291,-68,-809,0.1,-0.1,-0.03,0.98999,11.466413,11.119467,1.891737
30,-4768,4548,19172,-267,65,-1039,0.09,-0.09,-0.04,0.990356,11.320543,10.447418,3.061974
31,-3912,4404,19684,-276,113,-1216,0.09,-0.09,-0.05,0.99054,11.241833,9.646343,4.485044
32,-2616,4068,18824,-318,10,-1348,0.09,-0.08,-0.06,0.990479,11.148309,8.838,6.09451
33,-1300,4396,18588,-276,-45,-1455,0.09,-0.08,-0.08,0.98999,11.017441,8.210268,7.852404
34,544,4888,18888,-248,-51,-1583,0.09,-0.08,-0.09,0.989014,10.966042,7.708064,9.719801
35,2488,4960,18892,-304,-23,-1659,0.09,-0.07,-0.11,0.987549,10.963517,7.274965,11.713523
36,4384,4996,18336,-361,-13,-1696,0.09,-0.07,-0.13,0.985718,10.893291,6.908637,13.782536
37,6484,5560,17996,-392,44,-1707,0.08,-0.07,-0.14,0.983521,10.758588,6.630317,15.885811
38,8532,5556,17668,-424,99,-1640,0.08,-0.07,-0.16,0.981018,10.610285,6.403968,17.971411
39,10380,5544,16636,-451,157,-1514,0.08,-0.07,-0.18,0.978394,10.414443,6.257076,19.961508
40,11876,5624,16052,-398,200,-1342,0.08,-0.07,-0.19,0.975708,10.183715,6.190325,21.769762
41,13548,5536,15688,-302,128,-1130,0.07,-0.07,-0.21,0.973145,10.02032,6.212804,23.343445
42,15044,5524,14204,-292,164,-893,0.07,-0.07,-0.22,0.970703,9.941154,6.450025,24.643047
43,15388,5756,13952,-258,343,-619,0.07,-0.08,-0.23,0.96875,9.852024,6.752178,25.628887
44,15900,5704,13548,-182,421,-330,0.07,-0.08,-0.23,0.967468,9.791546,6.945359,26.26416
45,15496,5604,12996,-120,472,18,0.07,-0.08,-0.23,0.966919,9.781126,7.140319,26.501053
46,14524,5616,12444,-27,468,326,0.07,-0.08,-0.23,0.967163,9.808449,7.334033,26.311768
47,13352,5752,11684,95,469,615,0.07,-0.08,-0.23,0.968079,9.89466,7.547814,25.731045
48,12076,5992,11708,246,532,888,0.07,-0.09,-0.22,0.969604,10.112881,7.756412,24.774534
49,10608,6224,12088,376,515,1135,0.08,-0.09,-0.2,0.972717,10.698339,7.958944,22.660986
50,9500,6500,11764,471,439,1336,0.08,-0.09,-0.19,0.973877,10.94081,8.044827,21.806505
51,8116,6544,12392,626,387,1525,0.08,-0.09,-0.18,0.976196,11.510288,8.269938,19.902128
52,7376,6940,12308,800,286,1667,0.09,-0.09,-0.16,0.978394,12.222188,8.560189,17.744286
53,5936,7716,13948,955,329,1795,0.1,-0.09,-0.14,0.980225,13.119222,8.950052,15.382083
