timestamp,seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,0,-4580,-1940,10648,-116,349,-131,0.19,-0.06,-0.75,-0.636658,-8.778289,-20.831245,-97.076691,671,-589,-1365,760,280,-1415
20,1,-3428,-6376,7764,-153,179,-323,0.19,-0.06,-0.74,-0.638245,-9.27371,-21.16757,-96.643044,768,-751,-2174,1085,117,-2165
40,2,-3396,-7912,7220,27,19,-186,0.19,-0.06,-0.74,-0.640442,-9.858081,-21.262951,-96.158684,916,-1505,-2883,1973,140,-2739
60,3,-3144,-8040,6668,24,-105,-14,0.2,-0.06,-0.74,-0.641724,-10.258204,-21.202961,-95.893616,1100,-2026,-3341,2577,245,-3126
80,4,-2564,-7644,5092,-136,-307,135,0.2,-0.05,-0.74,-0.641602,-10.672189,-21.010494,-95.869888,1286,-2239,-3944,2918,273,-3692
100,5,-1788,-8788,4992,-166,-479,169,0.2,-0.05,-0.74,-0.640442,-11.177132,-20.578266,-96.049767,1472,-2314,-4401,3102,360,-4139
120,6,-264,-9820,4708,18,-620,256,0.19,-0.04,-0.74,-0.639282,-11.622056,-19.94326,-96.302132,1824,-2626,-4834,3491,681,-4576
140,7,1192,-11396,3896,103,-692,390,0.19,-0.03,-0.75,-0.637695,-11.886847,-19.099035,-96.722404,2298,-3043,-5069,3902,1231,-4847
160,8,2120,-12584,3236,209,-854,608,0.19,-0.03,-0.75,-0.634888,-12.092019,-18.16188,-97.365257,2711,-3579,-5482,4459,1736,-5226
180,9,2588,-11084,4752,501,-1072,894,0.18,-0.02,-0.76,-0.630615,-12.034899,-17.006306,-98.339813,2990,-4043,-5637,4854,2231,-5340
200,10,3292,-8944,6032,644,-1216,1099,0.17,-0.01,-0.76,-0.624512,-11.466449,-15.647806,-99.725105,3178,-3867,-5354,4468,2652,-5169
220,11,3508,-7972,6284,518,-1385,1247,0.15,-0.01,-0.77,-0.616638,-10.708716,-14.113527,-101.406746,3304,-3350,-5153,3743,2923,-5112
240,12,4400,-8956,9936,513,-1615,1358,0.14,0,-0.78,-0.607178,-10.060848,-12.313518,-103.308571,3319,-3116,-4679,3234,3206,-4677
260,13,5364,-8684,13400,786,-1610,1569,0.12,0.01,-0.79,-0.596558,-9.318908,-10.26875,-105.362404,3436,-3315,-3587,2965,3760,-3567
280,14,4856,-5224,12152,742,-1488,1829,0.1,0.02,-0.81,-0.583435,-8.30424,-8.289618,-107.68956,3452,-2960,-2633,2217,3957,-2653
300,15,5008,-2180,12116,597,-1771,1967,0.08,0.02,-0.82,-0.567749,-7.334883,-6.352676,-110.255852,3219,-2128,-2474,1260,3612,-2525
320,16,6000,-1964,18168,597,-2105,2018,0.06,0.03,-0.83,-0.550476,-6.426976,-3.97123,-112.960114,3048,-1223,-1751,164,3247,-1810
340,17,5312,2172,22696,771,-2054,2275,0.04,0.03,-0.85,-0.531494,-5.48515,-1.294734,-115.758141,2886,-571,-2,-736,2848,-12
360,18,3644,13976,27832,818,-2073,2464,0.01,0.04,-0.86,-0.50946,-4.15616,1.233638,-118.777191,2324,1484,1874,-2515,1226,1811
380,19,2012,23028,32767,134,-1942,2136,-0.02,0.04,-0.87,-0.486816,-2.623349,3.703229,-121.697617,1455,5154,4340,-5171,-1806,4185
400,20,1256,22628,32767,-272,-1400,1456,-0.04,0.04,-0.88,-0.469177,-1.613179,5.705903,-123.865425,614,8044,6141,-6819,-4578,5943
420,21,1540,22764,32767,-286,-1055,929,-0.05,0.03,-0.89,-0.457642,-0.840784,7.093801,-125.227173,70,9579,7124,-7425,-6264,6938
440,22,2164,22832,32767,-419,-612,449,-0.06,0.03,-0.89,-0.451172,-0.108584,8.036343,-125.951721,-158,10362,7661,-7646,-7120,7544
460,23,2604,21612,31344,-563,-281,6,-0.07,0.03,-0.89,-0.449402,0.505815,8.482263,-126.119537,-132,10657,7885,-7746,-7334,7872
480,24,3100,18580,29348,-702,-52,-362,-0.07,0.03,-0.89,-0.451843,0.905804,8.612491,-125.780746,11,10357,7514,-7608,-6945,7592
