seq,ax,ay,az,gx,gy,gz
0,1216,-28,15340,-19,21,43
1,1432,600,15428,58,88,17
2,1132,544,15916,109,64,32
3,1388,560,16120,106,7,60
4,1428,636,16012,91,62,44
5,1712,824,15100,82,84,60
6,1496,676,14996,186,155,98
7,1316,784,15472,232,103,106
8,1884,856,15492,188,22,115
9,1968,880,15056,179,54,131
10,1912,940,14608,180,84,129
11,2288,1224,14124,205,112,153
12,2692,1368,13856,253,120,193
13,2320,1028,13580,338,212,227
14,1584,832,13788,371,258,225
15,1848,1144,12876,410,346,179
16,1832,1324,12916,498,377,203
17,1400,1820,13716,612,272,293
18,1124,2060,14976,662,134,379
19,1104,2332,15600,648,158,394
20,852,2536,15900,621,179,414
21,736,2824,16384,628,146,439
22,848,3536,17232,629,64,486
23,376,3692,17492,582,35,521
24,-124,4036,17724,543,74,506
25,-12,4124,17816,495,53,474
26,-124,4472,18156,451,18,480
27,-1108,4500,18084,369,-18,487
28,-1200,4596,18064,319,-33,450
29,-816,4844,17964,259,-72,393
30,-784,4920,18068,224,-82,361
31,-1668,4848,17808,175,18,323
32,-2184,4772,17872,135,109,230
33,-2180,4800,17808,96,102,168
34,-2436,4880,17876,65,68,147
35,-3280,4824,17940,30,42,150
36,-4176,5108,17804,3,21,103
37,-4420,5388,17776,-11,-19,16
38,-5048,5416,17996,-43,-41,-76
39,-5248,5664,17772,-116,-99,-166
40,-5008,5360,17304,-157,-163,-245
41,-4320,5236,17568,-114,-154,-364
42,-3616,5468,18076,-130,-142,-450
43,-3172,5820,17816,-258,-145,-464
44,-3432,5744,16916,-408,-281,-416
45,-3760,5712,15880,-528,-505,-409
46,-3372,5044,14768,-562,-552,-526
47,-1864,4500,14456,-424,-354,-765
48,-276,4320,14928,-293,-145,-905
49,664,3796,15460,-266,-186,-822
50,868,3400,15872,-280,-273,-750
51,1716,2992,15292,-361,-237,-767
52,2992,2340,14844,-334,-124,-800
53,4104,2100,14944,-205,-49,-787
54,4964,2240,15268,-137,-5,-718
55,5448,2404,15368,-126,33,-596
56,5304,2784,15176,-121,18,-472
57,5060,2436,15128,-124,10,-390
58,4772,2472,14772,-128,30,-337
59,4924,2632,14444,-96,-28,-304
60,5700,2704,14700,-1,3,-293
61,5512,2480,15080,15,17,-216
62,5548,2220,14632,-75,-41,-123
63,5808,1832,13692,-106,-42,-38
64,5476,1712,13164,-35,19,68
65,4532,1812,13156,38,18,164
66,4300,1884,13140,86,-30,197
67,4688,2228,13168,152,-3,213
68,5240,2356,13108,201,12,284
69,4260,2296,13108,288,67,431
70,3052,2648,13400,343,87,515
71,3008,3372,13492,371,112,500
72,3224,3576,14004,402,162,491
73,2684,3408,13856,400,257,495
74,1720,2864,13396,423,380,498
75,744,3112,13592,528,390,559
76,-928,3044,14652,618,203,614
77,-1356,3848,15332,626,141,556
78,-1128,5104,16080,676,211,507
79,-1644,6024,18140,765,246,534
80,-2980,6684,20232,642,102,587
81,-3808,7172,20116,354,-26,536
82,-3708,7164,19116,170,-16,352
83,-3216,6808,18652,165,-2,168
84,-2500,6452,18532,193,57,61
85,-2240,6432,18488,199,91,39
86,-2128,6292,18632,163,78,26
87,-1944,6084,18344,68,25,-3
88,-1584,5748,17668,5,67,-61
89,-1064,5572,17448,-3,119,-121
90,-324,5684,17376,-19,77,-110
91,-268,5380,17204,-62,13,-67
92,-108,5092,16492,-109,9,-74
93,120,5160,16044,-119,23,-99
94,140,5088,15896,-111,-13,-105
95,184,5284,15832,-119,-26,-115
96,308,5196,15864,-113,-36,-175
