seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw
0,4404,-9068,12832,-256,-40,-693,0.17,-0.22,0.89,-0.351013,-31.219873,8.999259,141.488358
1,5120,-8808,13616,-53,-290,-674,0.18,-0.22,0.9,-0.344238,-31.344051,9.710147,142.382034
2,6772,-8320,12956,15,-540,-685,0.18,-0.22,0.9,-0.338379,-31.317278,10.675811,143.093445
3,9124,-6996,12168,51,-563,-709,0.19,-0.21,0.9,-0.33252,-31.224367,11.931867,143.756027
4,12572,-4932,12028,10,-275,-691,0.2,-0.21,0.9,-0.325989,-31.048288,13.229873,144.48172
5,15948,-2464,13076,-98,194,-495,0.21,-0.2,0.9,-0.318726,-30.812048,14.263326,145.325089
6,18120,-92,14676,-262,502,-69,0.21,-0.2,0.9,-0.312439,-30.574535,14.827368,146.087921
7,19052,2060,15072,-404,512,642,0.21,-0.2,0.91,-0.310242,-30.497604,14.952341,146.365524
8,18604,3864,14780,-455,266,1582,0.21,-0.2,0.9,-0.315613,-30.68903,14.713863,145.679764
9,17420,4736,12544,-375,-91,2644,0.21,-0.2,0.9,-0.331116,-31.122803,14.181443,143.637802
10,14820,5236,11340,-226,-182,3690,0.21,-0.2,0.89,-0.357544,-31.710655,13.197818,140.088348
11,10252,5364,11080,-161,-189,4687,0.21,-0.21,0.87,-0.394043,-32.316826,11.427793,135.1315
12,5244,5052,10628,-129,-396,5468,0.2,-0.21,0.85,-0.439209,-32.880116,8.849915,128.917633
13,212,3828,10304,-5,-720,5979,0.19,-0.22,0.82,-0.490723,-33.239746,5.786017,121.615585
14,-4580,3012,8904,244,-1083,6146,0.18,-0.22,0.79,-0.545593,-33.167412,2.555687,113.497536
15,-10760,1972,8312,672,-1212,6108,0.17,-0.22,0.75,-0.600525,-32.417294,-0.636956,104.996056
16,-18520,564,10284,1259,-1098,5918,0.15,-0.22,0.71,-0.653442,-30.728239,-3.909896,96.57666
17,-26064,-1516,15924,1786,-1104,5368,0.13,-0.21,0.67,-0.702148,-27.954645,-7.24049,88.738899
18,-30024,-3732,18768,2029,-1498,4332,0.1,-0.2,0.63,-0.743652,-24.383322,-9.89911,81.914169
19,-30768,-4516,19560,1934,-1576,2993,0.08,-0.19,0.6,-0.775146,-20.734667,-11.358474,76.578369
20,-30772,-5064,20872,1462,-1132,1647,0.06,-0.18,0.58,-0.795349,-17.705776,-12.133995,73.117683
21,-30676,-5484,21128,812,-734,249,0.05,-0.17,0.57,-0.80481,-15.78051,-12.790798,71.539345
22,-28284,-4916,18820,312,-448,-1248,0.04,-0.17,0.57,-0.80426,-15.054039,-13.306301,71.799362
23,-24776,-3676,15956,-17,52,-2668,0.03,-0.17,0.58,-0.79364,-15.318127,-13.643999,73.965637
24,-20956,-2384,14148,-177,645,-3845,0.03,-0.18,0.61,-0.773193,-16.311296,-14.009552,77.93631
25,-16720,-732,12348,-177,1110,-4748,0.03,-0.19,0.64,-0.743774,-17.757326,-14.364634,83.405693
26,-13048,1120,11764,8,1440,-5342,0.03,-0.21,0.68,-0.706421,-19.328682,-14.575931,90.013504
27,-9280,3240,11384,359,1415,-5658,0.02,-0.22,0.72,-0.663208,-20.670345,-14.478825,97.223679
28,-4100,5272,9996,842,1227,-5748,0.02,-0.22,0.76,-0.616333,-21.39934,-13.822143,104.533768
29,1892,6692,9568,1305,1357,-5651,0.01,-0.21,0.8,-0.567261,-21.325867,-12.77081,111.660271
30,7560,8140,11408,1600,1742,-5421,0.0,-0.2,0.83,-0.516418,-20.554443,-11.827161,118.554626
31,13348,10528,13844,1785,2211,-4985,-0.01,-0.19,0.86,-0.465027,-19.229193,-11.278506,125.091797
32,17344,11964,17840,1725,2788,-4015,-0.03,-0.18,0.89,-0.416565,-17.496698,-11.439931,130.889557
33,18820,12416,22620,1471,3083,-2542,-0.05,-0.17,0.91,-0.377197,-15.634634,-12.560607,135.287399
34,17900,11812,26524,1137,2593,-738,-0.07,-0.15,0.92,-0.353333,-13.728642,-14.245323,137.685394
35,16216,11220,26128,849,1445,1088,-0.09,-0.14,0.92,-0.349121,-11.661874,-15.562819,137.82663
36,13740,10956,22624,585,514,2752,-0.1,-0.12,0.92,-0.364563,-9.323928,-16.019012,135.810562
37,9872,10836,19368,343,159,4103,-0.1,-0.11,0.91,-0.396484,-6.805118,-15.986061,131.860596
38,5704,10392,17652,160,194,5010,-0.11,-0.09,0.89,-0.439758,-4.193269,-15.932631,126.391365
39,812,9548,18220,-13,377,5504,-0.11,-0.08,0.86,-0.488892,-1.623339,-16.058632,119.945717
40,-3208,7976,19356,-105,140,5640,-0.12,-0.07,0.83,-0.539795,0.837973,-16.220984,112.987892
41,-4956,7468,17860,-93,-270,5445,-0.13,-0.06,0.8,-0.588806,3.086841,-15.83518,106.082199
42,-7460,6852,16700,-55,-392,5241,-0.13,-0.05,0.76,-0.63385,5.131901,-14.970317,99.502274
43,-10584,6000,15936,42,-338,4976,-0.13,-0.04,0.73,-0.674866,6.985393,-14.017529,93.198021
44,-14152,4236,16696,166,-286,4624,-0.13,-0.03,0.69,-0.71106,8.709696,-13.210734,87.280342
