timestamp,seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,0,9440,9624,24256,249,-36,308,0.14,0.25,0.46,-0.837769,0.36642,33.268059,62.518627,221,3668,3917,2052,3600,3415
20,1,9536,7860,24504,139,137,154,0.13,0.25,0.46,-0.838501,0.681556,33.078243,62.43401,258,3752,4251,2023,3759,3739
40,2,9748,8684,28196,115,321,188,0.13,0.25,0.46,-0.840149,1.21167,32.537365,62.23801,380,3784,5129,1816,4044,4594
60,3,10260,8928,30116,-32,633,240,0.12,0.24,0.46,-0.842529,1.630168,31.650768,61.925793,701,3948,6197,1773,4292,5736
80,4,10540,12628,32767,-125,912,240,0.11,0.24,0.46,-0.845825,1.899477,30.385151,61.458874,965,4414,7247,2002,4672,6862
100,5,11504,14096,32767,-268,1413,-27,0.1,0.23,0.47,-0.848999,2.267553,28.683151,61.095406,1309,5374,8082,2795,5068,7899
120,6,11972,14196,32767,-166,2066,-318,0.09,0.21,0.47,-0.851562,2.789922,26.360792,60.972961,1862,5903,8447,3532,4740,8643
140,7,12464,14316,32767,-141,2820,-618,0.07,0.19,0.48,-0.85376,3.555433,23.284569,61.017044,2540,6235,8546,4288,3928,9194
160,8,11832,14568,29560,-390,3267,-769,0.05,0.16,0.49,-0.855103,4.21175,19.490107,61.253136,3192,6275,8239,4962,2708,9244
180,9,11496,14720,26492,-661,3477,-927,0.03,0.14,0.5,-0.855164,4.537413,15.445385,61.688385,3728,6439,7244,5861,1475,8445
200,10,11280,14996,21636,-937,3630,-1171,0.02,0.1,0.51,-0.853271,4.515963,11.285073,62.435791,4240,6655,5757,6835,283,6971
220,11,12232,12864,19180,-975,3658,-1481,0,0.07,0.52,-0.848816,4.250284,7.140184,63.622166,4776,6631,3993,7517,-939,5032
240,12,11504,12064,16228,-794,3824,-1642,-0.01,0.04,0.54,-0.841919,3.905774,3.025541,65.194527,5446,6134,2524,7613,-2308,3219
260,13,9816,13300,11680,-927,3824,-1807,-0.03,0.01,0.55,-0.83313,3.57779,-1.211548,66.999855,5819,6066,845,7806,-3036,1098
280,14,9128,10816,6584,-1259,3700,-2069,-0.05,-0.02,0.57,-0.822083,2.846363,-5.397393,69.141228,5942,6086,-1026,7815,-3269,-1278
300,15,7100,6984,1948,-1226,3463,-2121,-0.06,-0.06,0.58,-0.808533,1.517829,-9.410954,71.672432,6029,5293,-3201,6831,-3450,-4004
320,16,4752,6892,-2064,-1074,3087,-2055,-0.07,-0.09,0.6,-0.794006,-0.010097,-13.121387,74.286163,5878,4554,-5336,5626,-3072,-6532
340,17,3856,6012,-4424,-1004,2571,-2177,-0.08,-0.12,0.61,-0.778625,-1.572648,-16.398506,76.965965,5470,4372,-7145,4806,-2131,-8510
360,18,2360,2872,-6088,-683,2190,-2269,-0.08,-0.15,0.63,-0.761658,-3.295296,-19.13871,79.883995,5098,3654,-8563,3460,-1328,-9946
380,19,1052,1852,-7932,-181,1943,-2344,-0.09,-0.17,0.64,-0.743347,-4.86937,-21.483667,82.940514,4754,2969,-9613,2231,-535,-10888
400,20,976,60,-10472,411,1669,-2521,-0.1,-0.18,0.66,-0.723083,-6.07133,-23.578867,86.174934,4426,2379,-10633,1218,362,-11691
420,21,692,-3552,-13024,953,1134,-2521,-0.11,-0.2,0.68,-0.700867,-6.891773,-25.232981,89.56916,4340,1391,-11714,-33,1102,-12520
440,22,1368,-6292,-11804,1056,158,-2243,-0.12,-0.2,0.7,-0.679443,-7.436608,-26.078291,92.763565,4280,208,-12692,-1343,1774,-13210
460,23,1840,-9044,-7388,870,-649,-1729,-0.12,-0.2,0.71,-0.662048,-7.92186,-25.680185,95.457253,4319,-1175,-12458,-2719,1679,-12846
480,24,2016,-9156,-8468,807,-1120,-1216,-0.11,-0.19,0.73,-0.650024,-8.315527,-24.465364,97.454475,4287,-2176,-11884,-3713,1379,-12192
500,25,3000,-8516,-5460,1183,-1765,-877,-0.1,-0.18,0.74,-0.642212,-8.258682,-22.680162,98.85202,4194,-2727,-11716,-4245,1172,-11954
520,26,4496,-7684,-260,1391,-2245,-661,-0.09,-0.16,0.75,-0.637451,-7.443394,-20.095297,99.811966,4177,-2909,-10706,-4274,375,-11051
540,27,6104,-11212,5532,1278,-2507,-456,-0.08,-0.14,0.76,-0.634583,-6.380396,-16.855026,100.53038,4335,-3312,-8853,-4521,-858,-9324
560,28,7040,-12880,6980,1181,-2564,-28,-0.06,-0.11,0.76,-0.633972,-5.496345,-13.32486,100.915108,4447,-4277,-7053,-5383,-1791,-7457
580,29,9000,-14812,8764,1132,-2892,411,-0.04,-0.08,0.77,-0.636719,-4.664118,-9.626326,100.741066,4530,-5156,-5924,-6190,-2423,-6165
600,30,11036,-16000,14608,821,-3371,1048,-0.01,-0.06,0.76,-0.643372,-4.044387,-5.353173,99.907188,4719,-6168,-4422,-7114,-3147,-4398
620,31,12572,-16912,22808,364,-3631,1695,0.02,-0.03,0.75,-0.655029,-3.999563,-0.52497,98.131706,4938,-6844,-2042,-7594,-3890,-1604
640,32,13212,-13884,28508,287,-3189,2268,0.05,-0,0.74,-0.670654,-4.523935,4.289001,95.446426,4962,-7016,969,-7345,-4156,1886
660,33,12428,-12356,28852,442,-2749,2475,0.08,0.02,0.72,-0.688232,-5.139137,8.391539,92.226028,4819,-6564,3411,-6391,-3938,4646
680,34,10760,-4960,31920,583,-2376,2840,0.11,0.04,0.7,-0.707581,-5.600901,11.629131,88.642609,4323,-5293,5045,-4699,-3232,6295
700,35,8812,456,32767,524,-1870,3017,0.12,0.06,0.67,-0.72821,-5.852161,14.128738,84.850517,3542,-3026,6609,-2164,-1962,7538
720,36,5800,8152,31256,463,-1369,3143,0.13,0.07,0.65,-0.749268,-6.015896,15.757301,81.026848,2534,-429,7473,417,-345,7883
740,37,1800,16804,30496,369,-1087,3040,0.13,0.08,0.62,-0.769897,-5.94913,16.704889,77.315201,1154,2834,7564,3283,1772,7256
760,38,-992,21728,27176,225,-704,2448,0.13,0.09,0.6,-0.787964,-5.463184,17.141285,74.105247,-376,6389,7241,6093,4227,6196
780,39,-2220,21056,23156,-35,-499,1818,0.12,0.1,0.58,-0.801208,-4.784412,17.182255,71.771759,-1717,8614,6189,7534,6050,4698
800,40,-2644,21156,18316,-152,-443,1332,0.11,0.1,0.57,-0.810547,-4.243297,17.13448,70.096603,-2595,9712,4580,8081,6945,2913
820,41,-1832,21680,17124,-62,-533,854,0.11,0.11,0.56,-0.81665,-3.552905,17.215652,69.012794,-3068,10358,2953,8402,7289,1294
840,42,-668,20268,16056,-32,-550,246,0.1,0.11,0.55,-0.819702,-2.598473,17.492336,68.52832,-3150,10587,1903,8537,7251,408
860,43,132,19664,14552,59,-512,-76,0.1,0.12,0.55,-0.819763,-1.486206,17.847046,68.630188,-3006,10345,1054,8403,6820,-173
880,44,992,18288,12880,155,-505,-502,0.09,0.13,0.55,-0.817261,-0.142414,18.235514,69.248726,-2726,9878,173,8197,6109,-712
900,45,2472,15916,11416,165,-572,-846,0.08,0.14,0.56,-0.812256,1.358642,18.705513,70.345146,-2362,9175,-629,7858,5203,-1147
920,46,3292,13848,9776,171,-696,-1027,0.08,0.15,0.57,-0.805176,2.833463,19.333729,71.79528,-1902,8062,-1369,7190,4048,-1543
940,47,4544,14336,8344,136,-941,-1219,0.07,0.16,0.58,-0.796631,4.302904,20.181206,73.4702,-1537,7276,-2142,6811,3066,-2022
960,48,6916,11196,10796,194,-1213,-1491,0.07,0.18,0.59,-0.785583,5.902558,21.3801,75.552322,-1014,6441,-2519,6359,2014,-2086
980,49,8536,8676,11188,189,-1178,-1587,0.07,0.19,0.6,-0.772766,7.546575,22.752283,77.90078,-356,5231,-2053,5362,1022,-1381
1000,50,8740,6452,9432,289,-1267,-1561,0.07,0.21,0.61,-0.759399,9.10138,24.053745,80.294098,156,3906,-2075,4247,38,-1243
