seq,ax,ay,az,gx,gy,gz
0,-2392,2872,17008,-33,72,35
1,-1652,2668,15444,-48,81,74
2,-2160,2428,14828,19,93,83
3,-2452,2648,15260,81,101,55
4,-2368,2624,15508,116,92,32
5,-2488,2672,15920,126,81,38
6,-2768,2712,15912,141,49,42
7,-2812,2748,16220,153,16,15
8,-2712,3312,17040,172,-4,-10
9,-2744,3472,17436,189,-59,35
10,-3264,3084,17768,173,-74,50
11,-3148,3292,18616,146,-6,-15
12,-3436,3436,19676,48,8,-48
13,-3856,3752,19796,-51,-24,-72
14,-4100,3628,19936,-108,-95,-85
15,-4104,3476,20452,-165,-133,-115
16,-4216,3552,20528,-250,-175,-162
17,-4148,3756,20348,-309,-237,-216
18,-3776,3852,20920,-374,-255,-258
19,-3664,3748,21500,-513,-334,-251
20,-3752,3740,20960,-672,-429,-262
21,-3468,3520,19992,-808,-437,-329
22,-2604,3160,19456,-881,-451,-383
23,-2080,2900,18348,-926,-521,-371
24,-1708,2272,17544,-943,-526,-363
25,-676,2152,17248,-954,-498,-374
26,-472,1772,16440,-1015,-468,-318
27,-612,1312,15328,-1029,-422,-281
28,-436,480,14300,-1022,-339,-273
29,-208,-176,13436,-998,-245,-303
30,320,-584,12712,-890,-220,-308
31,500,-928,12128,-790,-183,-264
32,740,-1436,11764,-676,-152,-222
33,1232,-1888,11268,-621,-66,-202
34,796,-2228,10988,-502,6,-159
35,544,-2352,11028,-356,39,-125
36,-28,-2780,11012,-239,136,-101
37,-516,-2832,11384,-154,188,-133
38,-888,-2624,11112,-78,184,-161
39,-1552,-2472,11196,21,200,-190
40,-1600,-2308,11536,116,225,-232
41,-1320,-1856,11520,241,152,-221
42,-1900,-1976,11776,351,109,-156
43,-2360,-2068,12032,412,135,-171
44,-2628,-1920,12268,431,169,-228
45,-2692,-1696,12128,428,208,-284
46,-2948,-1376,11844,484,206,-315
47,-3052,-1204,12048,578,253,-358
48,-2920,-1004,12344,653,297,-410
49,-2768,-644,12540,705,301,-423
50,-3008,-188,12672,786,296,-420
51,-3192,332,13176,866,279,-440
52,-2988,540,13868,940,290,-473
53,-2656,1436,14572,992,275,-506
54,-2612,2084,15348,1010,298,-526
55,-2692,2160,16076,966,313,-516
56,-2564,2352,16472,972,306,-542
57,-2076,3308,17460,1013,276,-570
58,-1540,4140,18620,1019,245,-549
59,-1612,4520,19724,962,203,-476
60,-1544,4872,20396,912,112,-453
61,-900,5340,21136,826,92,-459
62,-324,5996,21444,676,78,-415
63,-84,6020,21624,552,35,-342
64,116,5728,21544,436,-3,-276
65,628,5408,21064,325,-41,-238
66,1296,5492,20996,234,-45,-207
67,2244,5736,20496,177,-94,-143
68,2992,6188,20552,105,-65,-55
69,3480,6332,20292,5,-34,58
70,3592,6616,19556,-110,-15,177
71,3772,6640,18728,-218,21,298
72,4068,6528,17904,-262,37,437
73,3720,6308,17256,-298,75,600
74,2792,5984,16816,-350,161,717
75,2628,5700,16020,-380,150,789
76,2408,5384,15392,-381,197,894
77,1908,5232,14844,-392,253,1012
78,700,5024,14324,-347,250,1142
79,-848,4676,14744,-212,219,1237
80,-2172,4388,15788,-121,191,1259
81,-3380,4080,16496,-182,217,1239
82,-4644,3928,16080,-289,267,1197
83,-5424,3484,15528,-316,282,1123
84,-6200,2996,15528,-282,255,1061
85,-7500,2440,15428,-255,212,1006
86,-8344,1972,14956,-240,179,895
87,-8616,1588,14960,-202,158,739
88,-8828,1336,14856,-145,75,614
89,-8796,1124,14916,-98,15,484
90,-8116,1248,14752,-67,11,311
91,-6760,1576,14980,-32,19,181
92,-5900,1980,15260,-2,15,129
93,-5488,2100,15432,8,12,110
94,-4996,2256,15436,-19,36,57
95,-4592,2432,15548,-16,41,-5
96,-3952,2612,16072,9,19,-50
97,-3492,2504,16336,-4,-9,-74
98,-3324,2228,15920,-77,-6,-117
99,-3060,2672,15600,-113,50,-169
