timestamp,seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,0,-3892,-4588,13244,455,255,82,-0.24,-0.01,0.77,0.589661,-18.569635,-20.952499,-101.86116,992,425,178,-640,825,-323
20,1,-3684,-5084,13360,295,75,92,-0.24,-0.01,0.77,0.59021,-18.136425,-21.081295,-101.830009,1041,121,-171,-243,867,-561
40,2,-3896,-5420,13916,157,-56,133,-0.24,-0,0.77,0.59021,-17.845921,-21.050224,-101.910805,1033,-115,-313,22,893,-616
60,3,-3852,-5352,14576,29,-98,179,-0.23,-0,0.77,0.589355,-17.702332,-20.910097,-102.12661,1014,-202,-255,79,919,-531
80,4,-4216,-5184,14784,-1,-49,208,-0.23,-0.01,0.77,0.588013,-17.632784,-20.777523,-102.396072,965,-271,-113,95,934,-366
100,5,-4720,-4896,13684,-51,14,204,-0.23,-0.01,0.78,0.586365,-17.597443,-20.742382,-102.668968,834,-235,-96,78,809,-314
120,6,-4936,-5012,13488,-41,-35,172,-0.23,-0.01,0.78,0.584778,-17.613836,-20.767979,-102.896629,691,-210,-316,163,613,-467
140,7,-4708,-5340,13824,-39,-45,157,-0.23,-0.01,0.78,0.583374,-17.638952,-20.741552,-103.115402,601,-227,-399,226,516,-504
160,8,-4916,-5128,13544,-62,-6,157,-0.23,-0.01,0.78,0.582031,-17.675568,-20.724342,-103.318321,546,-248,-408,259,471,-486
180,9,-5068,-5028,13140,-107,0,126,-0.23,-0.01,0.78,0.580627,-17.758247,-20.746834,-103.506226,496,-214,-491,269,394,-551
200,10,-5096,-5008,13384,-134,-7,71,-0.23,-0.01,0.78,0.579468,-17.905909,-20.764317,-103.643974,416,-176,-573,283,289,-606
220,11,-4984,-4680,12936,-210,10,17,-0.24,-0.01,0.78,0.578735,-18.130344,-20.768486,-103.70536,410,-118,-621,253,253,-662
240,12,-4668,-4776,12512,-306,14,-61,-0.24,-0.01,0.78,0.578247,-18.470711,-20.757399,-103.710556,413,-25,-733,215,198,-789
260,13,-4200,-4996,11700,-346,16,-157,-0.24,-0.02,0.78,0.578186,-18.952682,-20.718067,-103.628868,520,75,-906,176,221,-1008
280,14,-3580,-6320,11604,-327,-7,-243,-0.24,-0.02,0.78,0.579041,-19.525476,-20.612509,-103.409821,674,-32,-1148,345,341,-1239
300,15,-2532,-8112,10312,-349,65,-274,-0.24,-0.03,0.78,0.580444,-20.185638,-20.452917,-103.104889,950,-353,-1349,668,654,-1404
320,16,-1384,-10772,8388,-393,109,-237,-0.25,-0.03,0.77,0.582031,-21.017904,-20.311047,-102.718803,1326,-985,-1789,1357,1100,-1694
340,17,972,-14496,4780,-467,101,-110,-0.25,-0.04,0.77,0.583008,-22.095526,-20.187227,-102.353561,1891,-1975,-2635,2516,1742,-2246
360,18,4008,-18684,1648,-295,-43,170,-0.26,-0.05,0.77,0.582581,-23.352554,-19.989752,-102.188042,2841,-3273,-3843,4053,2775,-3067
380,19,7360,-22548,-284,220,-405,650,-0.26,-0.06,0.77,0.580505,-24.327971,-19.562641,-102.457596,3999,-4975,-5237,5972,4152,-3904
400,20,10184,-24248,-3988,689,-745,1363,-0.26,-0.06,0.77,0.575012,-24.619394,-18.899958,-103.570114,5317,-6537,-6501,7566,5793,-4736
420,21,12748,-24892,-3108,936,-1441,2239,-0.25,-0.07,0.78,0.563904,-24.21768,-17.986845,-105.859863,6566,-7687,-7748,8576,7456,-5748
440,22,15296,-23028,-184,1073,-2057,3330,-0.23,-0.08,0.8,0.544617,-23.21867,-16.580219,-109.702087,7694,-8480,-8019,8456,9339,-6053
