timestamp,seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,0,-6344,-1744,12660,129,15,-223,-0.27,0.04,0.88,0.389587,-8.614448,-30.167896,-128.035767,1084,377,-325,-728,364,-871
20,1,-6324,-2600,13208,5,-122,-181,-0.27,0.04,0.88,0.390747,-8.656055,-30.109356,-127.902763,1009,274,-421,-571,361,-901
40,2,-6440,-2860,14828,-93,-232,-48,-0.26,0.04,0.88,0.392944,-8.891513,-29.675154,-127.783287,886,-56,-342,-302,536,-724
60,3,-6580,-2228,14856,-134,-113,15,-0.26,0.04,0.88,0.393066,-8.978269,-29.491035,-127.84465,848,-103,-130,-340,604,-515
80,4,-6816,-3004,12652,-63,72,18,-0.26,0.04,0.88,0.392639,-9.186957,-29.303823,-127.976517,706,-103,-26,-307,538,-353
100,5,-6704,-2852,12132,-66,19,49,-0.26,0.04,0.88,0.392517,-9.257863,-29.328941,-127.981514,676,-160,-220,-166,505,-497
120,6,-6636,-2860,12300,-121,-68,89,-0.26,0.04,0.88,0.391479,-9.444246,-29.306273,-128.131439,654,-253,-684,112,431,-872
140,7,-6280,-2920,12564,-147,-54,82,-0.26,0.03,0.88,0.39093,-9.523507,-29.259739,-128.225357,660,-246,-721,120,422,-907
160,8,-5720,-2760,10712,-154,-40,40,-0.26,0.03,0.88,0.389465,-9.809643,-29.158447,-128.466965,799,-241,-966,146,452,-1184
180,9,-5052,-4472,10200,-184,-124,-18,-0.26,0.03,0.88,0.38916,-9.923554,-29.123257,-128.523209,905,-230,-1179,173,463,-1420
200,10,-3252,-6212,9692,-315,-274,61,-0.26,0.02,0.88,0.388855,-10.547125,-28.722534,-128.727921,1398,-809,-1726,546,1080,-2029
220,11,-1828,-7796,8948,-416,-320,128,-0.26,0.02,0.88,0.388367,-10.843657,-28.499657,-128.88765,1642,-1061,-1869,647,1400,-2221
240,12,1792,-13756,6796,-605,-396,283,-0.26,0.01,0.89,0.385498,-12.098558,-27.650173,-129.639771,2736,-2395,-2567,1248,2993,-3048
260,13,4184,-18712,4680,-600,-479,543,-0.26,0,0.89,0.38385,-12.697166,-27.295044,-130.023285,3265,-3224,-2907,1654,3909,-3387
