seq,ax,ay,az,gx,gy,gz
0,-2728,1776,16504,247,22,131
1,-2728,2492,16952,222,-76,42
2,-2576,2576,17380,169,-57,-24
3,-2140,2712,18284,113,-18,-69
4,-2084,2616,18160,-18,-29,-30
5,-2652,2120,17404,-88,-22,2
6,-3104,1744,17580,-40,-28,-23
7,-3048,1856,18164,3,-62,-60
8,-3012,2232,19236,5,-75,-66
9,-3516,2356,19464,-20,-129,-44
10,-4140,2180,19912,-70,-136,-86
11,-4392,2204,20404,-150,-134,-191
12,-3952,2204,20404,-292,-147,-288
13,-3708,2296,19860,-409,-187,-330
14,-3356,2148,19248,-463,-263,-336
15,-3288,1828,18632,-491,-320,-339
16,-3500,1588,18108,-532,-323,-399
17,-2980,1620,17824,-558,-280,-518
18,-1808,1824,18120,-579,-255,-547
19,-1024,1744,17812,-642,-296,-500
20,-792,1652,17028,-720,-318,-446
21,-232,1168,16260,-733,-285,-437
22,1052,1104,16016,-689,-222,-439
23,2204,1080,16088,-681,-137,-376
24,2340,936,15520,-719,-61,-269
25,2424,724,14780,-701,-1,-176
26,2016,156,14160,-649,61,-87
27,1040,-484,13776,-610,113,-34
28,624,-1156,13320,-564,116,-43
29,532,-1484,12688,-518,117,-45
30,-84,-2176,11908,-455,98,-12
31,-340,-2724,10856,-361,53,-20
32,-764,-3060,10084,-246,63,-51
33,-1372,-3108,9872,-95,58,-70
34,-1508,-3472,9768,63,1,-105
35,-1688,-3152,9512,178,-6,-146
36,-1676,-2776,9680,322,2,-199
37,-2120,-2208,10176,429,47,-231
38,-1936,-1936,10548,508,96,-293
39,-1916,-1312,10832,550,174,-327
40,-1648,-748,11156,613,232,-338
41,-1980,-648,11896,696,264,-298
42,-2532,-520,12588,770,267,-280
43,-3248,-348,13384,821,277,-311
44,-3592,-160,13800,835,272,-383
45,-3220,624,13924,880,264,-465
46,-2608,1628,14696,931,264,-506
47,-2256,2300,15804,957,258,-496
48,-2356,2880,16496,933,218,-458
49,-2484,2992,16704,957,160,-454
50,-1872,3260,17788,971,147,-488
51,-1732,3696,18776,938,116,-495
52,-1316,4264,19156,861,79,-508
53,-868,4632,19616,785,59,-504
54,-204,4868,19980,721,46,-486
55,448,4968,20492,652,29,-436
56,516,5036,20736,567,-22,-345
57,672,5260,20572,499,-74,-290
58,1136,5492,20804,399,-54,-271
59,1948,5720,20676,282,-88,-239
60,2804,5868,20288,203,-117,-162
61,3276,5856,20200,145,-74,-50
62,3756,5980,20156,63,-21,55
63,3784,6084,20024,-47,29,179
64,3192,5972,19800,-145,16,316
65,2912,5856,18828,-226,-8,408
66,2956,6012,18232,-288,16,491
67,2932,5904,17648,-344,51,581
68,2804,5596,16728,-367,66,672
69,2636,5272,16296,-364,91,748
70,2300,4784,15884,-357,149,848
71,1472,4428,15420,-358,206,947
72,308,4192,14904,-308,204,1025
73,-532,3956,14848,-229,186,1071
74,-1316,3952,15248,-163,194,1069
75,-1896,3752,15472,-158,189,1067
76,-2640,3284,15256,-182,203,1047
77,-3628,3020,15088,-177,253,1006
78,-4888,2812,15808,-162,284,954
79,-5572,2796,15988,-165,187,870
80,-5788,2720,15720,-106,62,807
81,-6296,2448,16004,-58,7,750
82,-6732,2212,15796,-61,-15,659
83,-7528,1840,15920,-125,44,537
84,-7276,1736,15232,-176,22,380
85,-6524,1688,14696,-121,-12,254
86,-5580,1456,14836,-44,-16,179
87,-4844,1716,14792,-14,-5,151
88,-4872,1872,15056,9,47,136
89,-4636,2160,15372,40,60,85
90,-3956,2436,16240,40,97,24
91,-3460,2644,16504,2,96,-20
92,-3108,2700,16656,-41,101,-43
93,-2888,2356,16656,-70,83,-66
94,-2196,2876,16596,-83,68,-98
