seq,ax,ay,az,gx,gy,gz
0,-3208,3188,16704,178,31,147
1,-3672,3396,16796,186,-30,99
2,-3296,3568,17068,149,-25,39
3,-3140,3344,17464,74,3,-2
4,-3056,3516,17032,23,-5,-24
5,-3168,3428,16844,-1,-6,-23
6,-3520,3064,16992,-8,-9,-14
7,-3556,3084,17008,-5,-19,-42
8,-3556,3356,17096,5,-19,-67
9,-4040,3296,17508,4,-57,-65
10,-4020,3128,17916,1,-84,-93
11,-3588,3208,18892,-59,-59,-119
12,-4188,3532,18888,-185,-79,-109
13,-4632,3820,18684,-212,-112,-110
14,-5076,4080,19260,-200,-155,-117
15,-4976,4248,20020,-204,-237,-172
16,-4344,4128,20800,-278,-307,-244
17,-3380,3544,20056,-563,-315,-314
18,-3228,3036,18476,-763,-231,-347
19,-3228,2820,17648,-804,-203,-378
20,-2748,2656,17088,-739,-261,-391
21,-2368,2544,17288,-664,-322,-353
22,-2296,2324,17576,-651,-354,-334
23,-2092,2156,17552,-703,-314,-334
24,-1888,1756,17332,-823,-277,-364
25,-2040,1572,16644,-895,-258,-391
26,-1564,1008,15904,-884,-240,-443
27,-1064,788,15760,-870,-218,-458
28,-80,336,15680,-840,-292,-388
29,128,92,14704,-831,-339,-320
30,-112,-628,13852,-783,-330,-245
31,188,-1180,13416,-682,-258,-231
32,820,-1320,13024,-632,-132,-240
33,1288,-1648,12544,-581,-46,-191
34,940,-2240,11932,-512,45,-96
35,56,-2992,11240,-414,80,-33
36,-844,-3380,10676,-279,123,-33
37,-1312,-3444,10884,-109,115,-82
38,-1404,-3332,11384,13,132,-122
39,-1960,-3508,11732,75,171,-144
40,-2264,-3168,11400,127,151,-204
41,-1976,-2532,11700,226,136,-252
42,-1620,-2088,11560,301,96,-239
43,-2016,-1964,11288,386,120,-222
44,-2188,-1612,11520,493,143,-259
45,-2104,-1352,11804,542,199,-305
46,-1880,-868,11276,555,277,-318
47,-2256,-784,11336,597,335,-288
48,-3264,-1472,11432,701,302,-243
49,-3996,-1472,12128,815,288,-291
50,-4032,-836,12540,876,275,-382
51,-4596,-152,12732,939,265,-466
52,-3988,556,13400,1037,259,-554
53,-3428,1380,15500,1103,390,-604
54,-3100,2092,16356,1008,457,-631
55,-3252,2628,16316,941,535,-622
56,-3456,3432,18020,976,599,-647
57,-2824,4344,20048,927,504,-626
58,-1836,4872,19996,815,265,-521
59,-1916,4944,19908,811,143,-407
60,-1828,5144,20768,813,146,-383
61,-1584,5424,21396,669,219,-393
62,-1296,5360,21820,506,231,-397
63,-44,5384,21368,429,36,-336
64,848,5544,21004,415,-92,-192
65,1104,5444,21396,342,-105,-66
66,1380,5340,21228,200,-95,8
67,2008,5708,20388,70,-51,55
68,2644,5924,20132,-5,-6,152
69,2852,5936,19716,-78,-13,308
70,2404,5920,18908,-182,-5,474
71,1900,5632,18052,-247,1,598
72,1420,5320,17232,-273,45,672
73,1452,5424,17224,-306,150,713
74,1744,5588,17048,-354,183,816
75,1100,5360,16368,-404,176,967
76,384,5004,15336,-418,223,1084
77,-560,4600,15164,-395,311,1152
78,-1804,4304,15132,-329,306,1206
79,-3408,3928,15712,-260,249,1243
80,-4480,3656,15872,-257,204,1216
81,-5060,3480,15812,-314,251,1150
82,-5860,3376,15208,-344,267,1087
83,-6344,3108,15684,-306,266,1033
84,-7364,2356,15668,-365,277,1003
85,-8696,1780,14972,-360,234,927
86,-8988,1552,14952,-285,181,785
87,-9092,1440,15016,-265,139,650
88,-9176,1344,14564,-259,118,533
89,-9128,1260,14192,-183,88,402
90,-8344,1580,14560,-82,56,261
91,-7272,1924,15400,-39,49,170
92,-6892,1868,15204,-69,30,142
93,-6452,1756,15088,-78,62,92
94,-5692,1812,15340,-89,102,28
95,-5144,1872,15208,-93,111,14
96,-4856,1796,14752,-38,75,0
97,-4604,2096,15512,52,53,-22
98,-4192,2328,16140,62,21,-28
99,-4148,2220,16140,21,11,-27
100,-3888,2152,16320,4,-17,-44
101,-3476,2424,16612,2,-56,-65
102,-3200,2556,16776,-17,-67,-41
103,-3392,2228,16588,-71,-47,-7
