seq,ax,ay,az,gx,gy,gz
0,-2448,3172,16680,-6,101,84
1,-2524,2964,16148,-8,17,86
2,-2668,2948,16460,37,40,65
3,-2780,2848,16348,32,18,36
4,-2816,2860,15948,42,5,9
5,-2292,2852,16252,33,37,-22
6,-2120,3184,16136,-14,62,-3
7,-2096,3080,15660,-6,54,35
8,-2512,2832,15796,42,64,55
9,-2824,2480,15952,77,33,45
10,-2628,2832,16732,70,55,1
11,-2580,3240,17204,30,75,9
12,-3092,3268,17196,12,28,42
13,-3396,3068,17484,24,-30,31
14,-3360,3184,18232,4,-42,-7
15,-3680,3252,18340,-32,-69,-15
16,-4320,3108,18532,-48,-112,-35
17,-4388,3336,19436,-57,-130,-109
18,-3888,3824,19880,-129,-171,-160
19,-4120,3736,20360,-196,-212,-143
20,-3940,3444,20252,-237,-302,-162
21,-3568,3460,20856,-340,-252,-218
22,-3212,3164,20876,-529,-235,-254
23,-3204,2536,19324,-665,-274,-251
24,-3588,2364,18824,-659,-308,-258
25,-3364,2476,18940,-628,-401,-269
26,-3620,2348,18640,-666,-438,-296
27,-2560,2320,17944,-701,-452,-400
28,-1388,2248,17332,-784,-395,-430
29,-1320,1888,16792,-836,-388,-373
30,-1248,1224,15428,-824,-442,-332
31,-792,576,14664,-789,-401,-339
32,-40,296,14008,-783,-300,-366
33,380,-200,12900,-773,-160,-351
34,436,-712,12232,-671,-108,-313
35,1064,-788,11528,-528,-155,-252
36,836,-1160,11540,-383,-89,-169
37,576,-1292,11964,-277,-26,-126
38,148,-1252,12476,-187,24,-91
39,-540,-1336,13064,-155,58,-79
40,-1136,-1608,12432,-182,79,-101
41,-1584,-1884,11672,-144,103,-170
42,-1416,-1860,11664,-49,134,-227
43,-1404,-1900,11632,63,121,-217
44,-1680,-1940,11744,133,129,-205
45,-1824,-2004,11064,175,150,-213
46,-2436,-1748,11272,273,223,-246
47,-1976,-1416,11040,347,223,-295
48,-1988,-920,11208,415,278,-289
49,-2800,-684,11240,468,282,-247
50,-3632,-808,11080,567,275,-261
51,-3568,-824,11572,661,266,-324
52,-3680,-500,11968,746,232,-366
53,-3768,-8,12336,847,187,-407
54,-3436,584,13292,936,178,-453
55,-2916,1112,14304,975,167,-494
56,-2420,1960,15028,970,202,-523
57,-1944,2900,15840,976,240,-518
58,-1460,3200,16664,1036,190,-484
59,-1492,3980,18512,1070,220,-451
60,-1784,4808,19892,1017,169,-415
61,-1576,5188,20400,938,93,-413
62,-532,5612,21468,856,71,-446
63,84,5896,21972,667,94,-417
64,148,6052,21680,473,91,-363
65,600,5864,21372,398,14,-300
66,1216,5924,21128,346,-49,-216
67,1504,5912,20812,249,-77,-123
68,1728,5500,20464,158,-81,-60
69,2124,5548,20124,70,-77,-15
70,2624,5848,20108,-7,-60,55
71,3060,6148,19464,-110,-16,155
72,3136,6052,19236,-187,18,277
73,3220,6164,18172,-250,9,396
74,2952,5880,17636,-277,55,523
75,2640,5780,16772,-287,82,629
76,2480,5272,16204,-287,137,701
77,2312,5180,15860,-285,162,768
78,1992,5044,15272,-278,173,877
79,820,4932,15076,-257,217,980
80,-172,4784,15304,-225,220,1050
81,-1136,4524,15360,-216,228,1078
82,-2344,4168,15244,-199,198,1090
83,-3000,4020,15576,-165,201,1053
84,-3244,3812,16024,-177,233,1012
85,-3928,3496,15952,-222,245,1003
86,-5104,3320,15588,-230,251,984
87,-6016,3108,15660,-211,234,930
88,-6984,2512,15684,-187,226,859
89,-7900,2156,15944,-162,180,750
90,-8188,1860,15864,-160,130,612
91,-7904,1592,15468,-164,105,473
92,-7608,1596,15080,-146,110,336
93,-6944,1612,15228,-133,127,209
94,-6608,1772,15196,-116,110,143
95,-5548,2164,14948,-58,32,79
96,-4864,2328,15676,4,34,61
97,-4456,2400,16088,-31,61,44
98,-3980,2580,15744,-75,80,-3
99,-3140,2872,16124,-63,100,-32
100,-2924,2844,16552,-68,92,2
101,-3296,2520,16476,-107,57,19
102,-3524,2400,16356,-136,61,-20
103,-2948,2516,15740,-134,98,-85
