timestamp,seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,0,1560,216,16276,-202,-116,273,-0.09,-0.11,0.15,0.9776,-12.308646,10.8818,-16.951586,-877,1755,351,-1395,1409,-196
20,1,1376,164,16784,-255,-91,325,-0.09,-0.11,0.16,0.977051,-12.461879,10.83917,-17.275227,-876,1747,408,-1413,1402,-143
40,2,1888,1292,17140,-227,-83,319,-0.09,-0.11,0.16,0.97644,-12.621881,10.769262,-17.642672,-783,1924,539,-1420,1607,-42
60,3,1480,832,15840,-164,-75,206,-0.09,-0.11,0.16,0.976013,-12.661014,10.720191,-17.94566,-670,2162,531,-1394,1858,-81
80,4,1608,1556,16372,64,-290,148,-0.09,-0.11,0.17,0.975708,-12.575559,10.778963,-18.183691,-728,2193,320,-1412,1832,-298
100,5,1712,2424,17300,125,-312,126,-0.09,-0.11,0.17,0.975525,-12.191467,11.049851,-18.443659,-746,2399,435,-1528,2028,-222
120,6,2348,4400,17720,90,-219,115,-0.08,-0.11,0.17,0.975464,-11.758641,11.276472,-18.681395,-741,2730,620,-1681,2355,-95
140,7,2384,5384,16608,64,-141,-30,-0.08,-0.11,0.17,0.975708,-11.238882,11.420424,-18.832783,-605,3321,649,-1754,2952,-130
160,8,2580,6608,17604,107,-216,-180,-0.07,-0.12,0.17,0.976196,-10.631369,11.603724,-18.793316,-544,3805,591,-1833,3421,-228
180,9,2376,6788,17412,86,-202,-315,-0.07,-0.12,0.17,0.976929,-9.942974,11.854721,-18.579908,-524,4157,689,-1935,3776,-145
200,10,3048,7780,17800,71,-191,-430,-0.06,-0.12,0.16,0.977905,-9.194949,12.128339,-18.209965,-481,4459,777,-1985,4095,-47
220,11,3724,7884,17592,-20,-76,-544,-0.05,-0.12,0.16,0.979004,-8.445509,12.391225,-17.674143,-312,4666,885,-1879,4370,118
240,12,4756,8880,17116,-150,36,-665,-0.05,-0.12,0.15,0.980286,-7.811942,12.535601,-16.952923,-29,4845,803,-1593,4643,127
260,13,5500,9532,16956,-119,38,-895,-0.04,-0.12,0.14,0.981812,-7.170829,12.675415,-15.996734,321,5140,660,-1235,5042,83
280,14,5544,9588,15760,6,8,-1150,-0.04,-0.12,0.13,0.983582,-6.338855,12.885245,-14.766281,604,5315,520,-873,5302,66
300,15,6224,9700,15716,-71,-11,-1345,-0.03,-0.12,0.12,0.985413,-5.359118,13.168514,-13.273403,793,5361,265,-509,5401,-49
320,16,6964,9020,16192,-259,78,-1559,-0.03,-0.12,0.1,0.987183,-4.514346,13.453855,-11.4892,1046,5333,267,-101,5439,93
340,17,7304,7072,15236,-242,10,-1800,-0.02,-0.12,0.08,0.988831,-3.801066,13.681524,-9.392836,1276,4963,33,427,5106,14
360,18,6592,4348,16268,-197,-45,-1984,-0.02,-0.12,0.06,0.990173,-3.078868,14.032721,-7.023086,1337,4148,6,792,4283,113
380,19,6448,3708,15484,-198,-24,-2004,-0.02,-0.13,0.04,0.99115,-2.41829,14.322686,-4.52133,1265,3245,3,972,3339,183
400,20,7216,3932,16000,-265,-23,-2039,-0.01,-0.13,0.02,0.991577,-1.800023,14.583497,-1.992023,1266,2726,-36,1141,2773,201
420,21,7300,2540,16316,-263,-19,-2179,-0.01,-0.13,-0,0.991516,-1.228957,14.838916,0.648889,1384,2313,87,1340,2306,390
440,22,7344,1396,15428,-102,-93,-2270,-0.01,-0.13,-0.03,0.990906,-0.613267,15.083035,3.427613,1410,1649,85,1432,1573,431
