timestamp,seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,0,-1604,9776,18960,24,178,-589,-0.07,0.04,-0.92,0.379456,-6.801848,5.554418,135.330521,-1468,5147,1003,4760,-2632,242
20,1,-1352,9800,18548,-144,172,-803,-0.06,0.03,-0.92,0.37616,-6.457723,5.386231,135.744461,-1496,5355,1031,4907,-2795,279
40,2,-908,8872,19464,-129,159,-920,-0.06,0.03,-0.93,0.367859,-5.896493,5.135413,136.777344,-1378,5427,1116,4828,-3017,427
60,3,-1660,16212,19836,-234,157,-1007,-0.06,0.03,-0.93,0.358643,-5.349968,4.912478,137.919357,-1318,5585,1374,4856,-3270,731
80,4,-1368,14556,21096,-360,172,-1538,-0.05,0.02,-0.94,0.347534,-4.65401,4.660398,139.283798,-1417,6912,1582,5727,-4322,897
100,5,-432,13360,21196,-329,401,-1846,-0.05,0.02,-0.94,0.33136,-4.019618,4.400623,141.26207,-1282,7245,2002,5711,-4858,1386
120,6,52,14612,18828,-524,529,-2101,-0.04,0.02,-0.95,0.312134,-3.461128,3.920772,143.604736,-1017,7306,2085,5321,-5290,1566
140,7,972,13420,16908,-597,503,-2452,-0.04,0.02,-0.96,0.289856,-3.091592,3.360792,146.301559,-691,7397,1631,4792,-5785,1187
160,8,2468,13096,18832,-551,334,-2808,-0.03,0.02,-0.96,0.263916,-2.849091,2.925582,149.407196,-289,7247,1034,3999,-6103,656
180,9,4492,11192,20204,-656,399,-3210,-0.03,0.02,-0.97,0.23407,-2.604874,2.739467,152.944824,281,7026,1117,3010,-6401,809
200,10,5848,6784,20180,-593,663,-3456,-0.03,0.02,-0.98,0.199829,-2.545429,2.564219,156.972641,1085,6265,1485,1536,-6221,1252
220,11,6680,8196,17216,-500,923,-3584,-0.02,0.02,-0.99,0.163147,-2.622794,2.174628,161.256668,1851,5212,1625,4,-5578,1454
240,12,8544,5468,17120,-419,897,-3903,-0.02,0.02,-0.99,0.124451,-2.596401,1.584241,165.737076,2549,4805,1041,-1246,-5321,892
260,13,10244,412,16476,-336,985,-4035,-0.01,0.02,-1,0.082397,-2.612926,1.124059,170.576004,3389,3755,714,-2708,-4288,608
280,14,11204,-3288,12984,-360,1065,-3968,-0.01,0.02,-1,0.039185,-2.861593,0.671503,175.528992,4239,2236,287,-4046,-2573,224
300,15,11852,-7360,13244,-191,912,-3791,-0,0.03,-1,-0.003357,-3.349769,0.269914,-179.60791,4934,486,-613,-4939,-416,-617
320,16,12252,-8416,11900,-183,875,-3603,0,0.03,-1,-0.043884,-3.895727,0.101123,-174.974808,5443,-1085,-1105,-5322,1630,-1019
340,17,11720,-10984,12088,40,732,-3386,0,0.04,-1,-0.082397,-4.482766,0.033929,-170.566971,5726,-2328,-1667,-5246,3359,-1476
360,18,11188,-11556,13308,64,655,-3113,0,0.04,-0.99,-0.118408,-4.936623,0.138116,-166.429642,5742,-3444,-1812,-4740,4838,-1495
380,19,10516,-14640,9176,-160,668,-2841,0.01,0.05,-0.98,-0.167114,-5.884074,0.330952,-160.814163,5557,-4650,-2079,-3659,6403,-1559
400,20,10532,-17088,8920,128,493,-2677,0.01,0.05,-0.98,-0.182129,-6.315007,0.409169,-159.078705,5429,-5131,-2514,-3154,6969,-1895
420,21,9892,-19564,11684,323,310,-2241,0.01,0.06,-0.98,-0.210083,-6.916336,0.792593,-155.822021,5266,-6384,-2845,-2083,8265,-1982
440,22,8852,-18420,9348,74,235,-1822,0,0.07,-0.97,-0.23291,-7.496184,1.277233,-153.144714,4926,-7217,-2726,-1026,8945,-1651
460,23,8716,-20480,10392,77,-17,-1468,0,0.07,-0.97,-0.251526,-8.261761,1.806235,-150.954681,4514,-7685,-3020,-86,9248,-1741
480,24,8436,-21076,11264,65,-85,-1042,-0,0.08,-0.96,-0.26593,-9.136923,2.539025,-149.245239,4168,-8246,-2857,758,9551,-1325
500,25,7900,-21928,10512,62,-86,-590,-0,0.09,-0.96,-0.275818,-10.042967,3.261375,-148.065933,3895,-8661,-2615,1390,9715,-841
520,26,7332,-21324,9812,63,-222,-218,-0.01,0.1,-0.95,-0.280945,-10.996466,3.887476,-147.455185,3583,-8827,-2703,1850,9701,-724
540,27,7764,-22664,10948,162,-400,143,-0.01,0.11,-0.95,-0.282166,-11.925791,4.579534,-147.293533,3300,-8896,-2784,2153,9631,-619
560,28,8076,-22504,12580,179,-521,633,-0.01,0.12,-0.95,-0.279175,-12.837676,5.364449,-147.61058,3151,-9079,-2559,2304,9673,-181
580,29,8340,-21508,12304,181,-547,1180,-0.02,0.13,-0.95,-0.270874,-13.760431,6.131088,-148.538757,3123,-9133,-2109,2172,9627,456
600,30,9276,-19740,13524,198,-658,1671,-0.02,0.14,-0.96,-0.256958,-14.72704,6.784904,-150.110016,3166,-8766,-1852,1667,9321,808
620,31,9904,-17284,14864,144,-713,2098,-0.03,0.15,-0.96,-0.237915,-15.644473,7.381209,-152.249207,3319,-8080,-1416,840,8722,1235
640,32,10360,-16576,14896,115,-671,2443,-0.04,0.16,-0.97,-0.20166,-17.037838,8.058087,-156.293335,3644,-6839,-718,-595,7544,1815
660,33,10612,-15000,13692,80,-667,2806,-0.04,0.16,-0.97,-0.187805,-17.511728,8.185216,-157.834839,3763,-6444,-627,-1066,7175,1863
680,34,10396,-12148,13844,210,-801,3122,-0.05,0.17,-0.97,-0.140503,-18.88176,8.398487,-163.067276,3931,-5028,-789,-2332,5816,1445
700,35,10724,-10176,16716,195,-872,3361,-0.05,0.17,-0.98,-0.123108,-19.214485,8.463648,-164.971664,3959,-4445,-578,-2701,5123,1489
720,36,11296,-8144,16864,72,-806,3661,-0.06,0.18,-0.98,-0.067322,-20.208725,8.424793,-171.083801,4124,-2837,225,-3594,3001,1782
740,37,11560,-6872,17084,73,-807,3819,-0.07,0.18,-0.98,-0.047546,-20.555763,8.32763,-173.256241,4229,-2345,415,-3854,2327,1811
760,38,12044,-5508,19004,98,-841,3965,-0.07,0.18,-0.98,0.014526,-21.424562,7.918991,179.901962,4608,-909,1018,-4407,228,1902
780,39,11656,-1972,19676,-6,-757,4102,-0.08,0.18,-0.98,0.03595,-21.659594,7.731678,177.522415,4705,-435,1322,-4445,-526,2009
800,40,10960,-1248,20240,-56,-621,4100,-0.08,0.18,-0.97,0.100586,-22.230169,6.865616,170.236877,4728,1204,2052,-3973,-2869,1998
