seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
32,-16200,1820,23128,2490,-382,-1985,0.22,-0.03,-0.96,0.154541,7.596481,-24.865002,161.489502,-6492,-1112,3601,3647,3000,5835
33,-14820,2228,24848,2175,-379,-2370,0.23,-0.05,-0.96,0.127258,9.322878,-25.076988,165.452209,-5572,-825,4029,2835,2407,5841
34,-13452,2424,24100,1878,-515,-2740,0.23,-0.06,-0.97,0.09668,10.398654,-25.270517,169.738831,-4765,-616,4503,2057,1964,5938
35,-10176,3776,24444,1597,-496,-3076,0.23,-0.07,-0.97,0.062744,10.891729,-25.393085,174.323807,-3925,-397,4602,1400,1521,5698
36,-7584,4408,25360,1128,-243,-3240,0.22,-0.08,-0.97,0.02655,10.878347,-25.504171,179.043732,-2694,18,4788,317,921,5407
37,-4736,5336,26364,689,-229,-3225,0.22,-0.08,-0.97,-0.009583,10.271697,-25.734621,-176.414734,-1438,485,5118,-937,415,5238
38,-2544,5348,27148,322,-587,-2982,0.22,-0.08,-0.97,-0.044128,9.20821,-25.685272,-172.23848,-118,1035,5513,-2328,-13,5104
39,-332,5204,24136,-39,-1018,-2629,0.21,-0.08,-0.97,-0.075317,7.885307,-24.922569,-168.676529,975,1406,5650,-3375,-200,4839
40,1508,3668,17864,-361,-957,-2088,0.19,-0.07,-0.97,-0.113892,5.709372,-22.777536,-164.60878,2396,1652,4131,-4037,-387,3014
41,208,1968,17860,-392,-689,-1788,0.19,-0.07,-0.97,-0.124207,5.011719,-22.105822,-163.558182,2687,1555,3337,-3980,-332,2194
42,528,1160,18096,-444,-589,-1524,0.18,-0.06,-0.97,-0.141907,3.719814,-21.055994,-161.742935,2753,1116,2393,-3583,25,1307
43,-88,48,16220,-572,-512,-1253,0.17,-0.05,-0.97,-0.156799,2.464704,-20.086771,-160.242172,2787,756,1825,-3305,355,785
44,-1564,-1140,14708,-575,-469,-1023,0.16,-0.04,-0.97,-0.168701,1.200315,-19.221104,-159.079086,2608,391,1055,-2774,591,145
45,-1388,-1244,13704,-487,-457,-868,0.16,-0.03,-0.97,-0.178467,0.021354,-18.458406,-158.137207,2180,8,338,-2035,766,-369
46,-1516,-1268,13988,-417,-301,-645,0.15,-0.02,-0.97,-0.186646,-0.965308,-17.753899,-157.349899,2001,-134,-259,-1643,810,-854
47,-2572,-1856,14548,-333,-269,-451,0.15,-0.01,-0.97,-0.192566,-1.747659,-17.21834,-156.784744,1748,-244,-508,-1303,827,-995
48,-2540,-2020,14452,-284,-260,-297,0.15,-0.01,-0.97,-0.196655,-2.3802,-16.758574,-156.413452,1436,-356,-546,-972,830,-922
49,-3992,-2652,14496,-250,-230,-174,0.14,-0.0,-0.97,-0.19928,-2.896312,-16.345201,-156.200638,1149,-453,-555,-680,822,-833
50,-4184,-2628,14084,-144,-231,-159,0.14,0.0,-0.97,-0.201538,-3.530095,-15.875272,-156.049988,532,-676,-697,-12,790,-774
51,-3792,-2412,14668,-109,-156,-137,0.14,0.0,-0.97,-0.202332,-3.688004,-15.733091,-155.985519,427,-689,-729,93,762,-773
52,-4056,-2448,15136,-93,-121,-44,0.14,0.0,-0.97,-0.203491,-3.942462,-15.535207,-155.894485,327,-647,-619,135,693,-639
53,-4300,-2428,15136,-65,-145,56,0.14,0.01,-0.97,-0.203796,-4.135803,-15.363374,-155.896225,221,-615,-482,177,630,-479
54,-4620,-2640,15256,-37,-136,142,0.14,0.01,-0.97,-0.203064,-4.254836,-15.201628,-156.016586,97,-615,-389,260,587,-355
55,-5216,-2824,15492,-10,-132,181,0.14,0.01,-0.97,-0.201538,-4.32431,-15.073378,-156.225174,-83,-661,-301,410,563,-220
56,-5388,-2948,15516,5,-127,180,0.14,0.01,-0.97,-0.199707,-4.361904,-14.987925,-156.461853,-305,-731,-236,613,545,-94
57,-5272,-3060,15796,11,-122,179,0.13,0.01,-0.97,-0.197876,-4.394768,-14.911677,-156.697861,-439,-801,-184,743,562,-5
58,-5416,-3104,16312,-3,-147,205,0.13,0.01,-0.97,-0.195068,-4.436586,-14.783883,-157.057693,-538,-875,20,801,603,222
