seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,2576,-11604,16032,-232,68,-333,-0.25,0.11,-0.8,0.528564,-27.301949,17.269096,111.417648,-785,-1797,413,-969,1502,904
1,996,-13444,13804,-170,-14,-355,-0.26,0.11,-0.8,0.525574,-27.676422,17.248468,111.87188,-1112,-2174,441,-1132,1964,1007
2,600,-13600,15556,120,-67,-517,-0.26,0.11,-0.81,0.522522,-27.952494,17.254519,112.338425,-1575,-2634,311,-1393,2573,974
3,2648,-11948,20088,313,-228,-635,-0.26,0.11,-0.81,0.518982,-27.762152,17.429401,112.874725,-1696,-2748,962,-1080,2803,1525
4,4368,-11276,24176,76,-296,-556,-0.26,0.11,-0.81,0.515259,-27.331293,17.822248,113.372185,-1275,-2498,2413,-251,2470,2742
5,4572,-11716,24124,-427,-315,-467,-0.26,0.11,-0.81,0.511414,-27.277435,18.207087,113.84079,-892,-2370,3756,447,2218,3924
6,5828,-11500,22220,-807,-382,-438,-0.26,0.11,-0.81,0.506714,-27.853556,18.617079,114.363358,-557,-2257,4297,773,1928,4422
7,7116,-10216,21560,-1041,-412,-393,-0.27,0.11,-0.81,0.501282,-28.842106,19.160744,114.900856,-116,-1963,4288,937,1405,4404
8,9420,-8648,21160,-1272,-347,-325,-0.28,0.12,-0.81,0.4953,-30.059834,19.761185,115.479019,479,-1414,4193,1192,613,4243
9,11276,-7144,20728,-1535,-327,-116,-0.29,0.13,-0.81,0.489136,-31.500231,20.341351,116.078682,1260,-676,4203,1570,-436,4129
10,12272,-6520,17604,-1737,-376,263,-0.3,0.14,-0.81,0.484131,-33.296867,20.87727,116.460449,2044,116,3861,1763,-1554,3684
11,11520,-6352,15864,-1737,-503,726,-0.31,0.15,-0.8,0.482056,-35.451736,21.262344,116.342659,2476,764,3174,1740,-2320,2894
12,10048,-6368,13028,-1669,-724,1172,-0.33,0.16,-0.8,0.48407,-37.811874,21.434431,115.504372,2462,1251,2487,1729,-2600,2014
13,9452,-6292,9668,-1501,-838,1564,-0.34,0.17,-0.78,0.490173,-40.340755,21.388781,113.858559,2192,1607,1428,1417,-2589,844
14,8928,-5872,7912,-1275,-746,1978,-0.35,0.18,-0.77,0.499878,-42.848289,20.994343,111.512253,1974,1990,320,1007,-2613,-337
15,8284,-5176,7344,-1097,-536,2439,-0.36,0.2,-0.75,0.513306,-45.163528,20.030045,108.582024,1841,2439,-460,807,-2685,-1299
16,8548,-3740,6216,-1028,-261,2966,-0.37,0.21,-0.74,0.53009,-47.268414,18.353018,105.245003,1857,3025,-969,839,-2866,-2148
17,6000,-3172,3916,-894,-39,3604,-0.37,0.23,-0.71,0.550415,-49.228828,15.87852,101.444885,1918,3715,-1599,825,-3034,-3185
18,620,-5104,672,-452,-115,4036,-0.36,0.25,-0.69,0.575439,-50.893974,12.537843,96.928452,1240,4083,-2489,470,-2281,-4356
19,-456,-5000,-1384,410,-398,4140,-0.35,0.26,-0.66,0.604675,-51.870312,8.792727,91.57209,366,4006,-3762,-506,-1189,-5353
20,-1756,-3752,-172,1248,-410,4182,-0.34,0.27,-0.64,0.637085,-51.620586,5.058422,85.811493,-74,4086,-4671,-1102,-515,-6086
21,-4096,-1952,2660,1797,-206,4249,-0.32,0.28,-0.61,0.671143,-50.1189,1.219802,80.428268,-410,4372,-4805,-908,175,-6443
22,-11140,-2920,4780,2135,-20,4326,-0.29,0.28,-0.58,0.705811,-47.664207,-2.909711,75.576736,-1299,4518,-4431,-503,1555,-6249
23,-16480,-4904,7096,2491,-76,4060,-0.26,0.28,-0.55,0.739746,-44.487926,-7.253053,71.155327,-3026,4002,-3889,-732,3635,-5152
24,-16964,-4724,7184,2805,-192,3515,-0.22,0.28,-0.53,0.770508,-40.647736,-11.15715,67.334259,-4525,3174,-3427,-1397,5159,-3703
25,-16796,-3152,7080,3095,-56,3011,-0.19,0.27,-0.51,0.796509,-36.290577,-14.330013,64.348244,-5137,2603,-3307,-1968,5688,-2803
26,-20020,-3044,10420,3417,257,2635,-0.15,0.27,-0.49,0.817871,-31.469175,-17.145445,62.210339,-5552,2285,-3131,-2275,6037,-2054
27,-21596,-3356,16424,3606,209,2085,-0.1,0.26,-0.47,0.834656,-26.189463,-19.736471,60.80526,-6370,1691,-1933,-2407,6429,-184
28,-20644,-3172,16000,3600,-182,1481,-0.06,0.25,-0.47,0.846985,-20.811708,-21.501671,59.869087,-6808,996,-577,-2523,6207,1664
29,-20324,-2392,17888,3802,-587,968,-0.02,0.23,-0.46,0.855469,-15.535578,-22.321098,59.29921,-6885,476,33,-2811,5773,2526
30,-21048,-1900,21256,3876,-968,397,0.02,0.21,-0.46,0.860596,-10.247831,-22.303959,59.091129,-7034,28,978,-3028,5350,3555
31,-20480,-824,21876,3692,-1128,-360,0.05,0.19,-0.47,0.861389,-5.366594,-21.676277,59.426785,-7295,-360,2001,-3321,5036,4576
32,-18688,872,23988,3380,-794,-1170,0.08,0.16,-0.48,0.85675,-1.2201,-20.959122,60.583366,-7144,-410,2666,-3246,4716,5052
33,-17092,1872,26640,2952,-459,-1863,0.11,0.15,-0.5,0.846436,2.111118,-20.649256,62.607563,-6688,-270,3739,-2763,4119,5845
34,-14812,2380,27540,2461,-355,-2386,0.13,0.13,-0.52,0.831787,4.568176,-20.653311,65.299789,-6013,-120,4831,-2200,3296,6617
35,-12280,2660,26608,2036,-417,-2705,0.14,0.12,-0.55,0.814209,6.183052,-20.706966,68.45887,-5066,34,5390,-1617,2400,6807
36,-11064,2344,25760,1771,-606,-2878,0.15,0.11,-0.58,0.794922,7.213106,-20.629745,71.873726,-4113,81,5468,-1214,1622,6534
37,-8748,2560,25460,1510,-773,-3061,0.16,0.1,-0.6,0.774231,7.832129,-20.338932,75.501472,-3280,66,5359,-968,1005,6126
38,-6192,2656,24616,1129,-715,-3187,0.16,0.09,-0.63,0.752136,8.03362,-19.88134,79.354576,-2242,154,5143,-627,251,5571
39,-5304,2008,23688,754,-603,-3277,0.16,0.08,-0.66,0.729065,7.74826,-19.489176,83.344299,-1360,152,4860,-460,-390,5012
40,-2964,2292,22592,412,-443,-3345,0.16,0.08,-0.69,0.704956,7.017085,-19.167284,87.458069,-514,190,4379,-301,-964,4296
41,-828,2648,22080,123,-354,-3262,0.15,0.08,-0.71,0.680298,5.954513,-18.892303,91.580994,447,380,3968,-83,-1711,3626
42,2488,3520,20840,-34,-512,-2961,0.15,0.08,-0.74,0.656555,4.741886,-18.389929,95.507477,1508,687,3515,135,-2580,2902
43,2960,2556,20400,-198,-601,-2407,0.14,0.07,-0.76,0.635803,3.630337,-17.472525,98.944504,2602,1011,3018,255,-3493,2152
