seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
44,1792,1196,18324,-288,-809,-1889,0.12,0.07,-0.77,0.619263,2.570672,-16.335102,101.720169,2922,903,2485,33,-3601,1599
45,2924,1068,16204,-313,-852,-1489,0.11,0.07,-0.78,0.606201,1.63591,-14.994044,103.950211,2913,696,1675,-180,-3311,882
46,1304,-296,16728,-427,-507,-1081,0.1,0.07,-0.79,0.596191,0.814922,-13.788646,105.659157,2978,524,986,-376,-3147,254
47,-440,-1616,15484,-485,-415,-826,0.09,0.07,-0.8,0.588928,-0.059636,-12.975379,106.888466,2474,134,607,-629,-2471,35
48,-772,-1988,14560,-449,-331,-674,0.08,0.07,-0.81,0.583069,-0.937669,-12.322284,107.875977,1985,-212,68,-813,-1789,-353
49,-1112,-2372,14444,-409,-211,-524,0.08,0.07,-0.81,0.578308,-1.721901,-11.830554,108.664833,1605,-443,-331,-919,-1275,-639
50,-1540,-2636,13844,-362,-138,-348,0.07,0.07,-0.81,0.574768,-2.430091,-11.488684,109.251038,1316,-593,-633,-976,-892,-857
51,-2132,-3004,14040,-242,-167,-146,0.07,0.08,-0.81,0.572693,-2.99729,-11.236568,109.606926,1020,-734,-849,-1018,-525,-992
52,-3232,-3588,14072,-156,-176,11,0.06,0.08,-0.81,0.572205,-3.397087,-10.983898,109.730232,651,-889,-923,-1047,-120,-976
53,-4592,-3944,14704,-99,-140,65,0.06,0.08,-0.81,0.572571,-3.694065,-10.826891,109.717941,184,-1071,-880,-1066,359,-829
54,-4744,-4084,14688,-52,-143,29,0.06,0.08,-0.81,0.57312,-3.941853,-10.749104,109.666374,-313,-1243,-758,-1065,849,-600
55,-4708,-3992,14988,-7,-69,21,0.06,0.08,-0.81,0.573242,-4.151185,-10.707769,109.667969,-526,-1316,-745,-1065,1066,-538
56,-4940,-4116,15356,62,-133,62,0.06,0.08,-0.81,0.573425,-4.285948,-10.710669,109.653069,-702,-1361,-565,-1049,1207,-323
57,-5340,-4224,15260,123,-178,99,0.05,0.08,-0.81,0.574036,-4.318965,-10.630951,109.578644,-831,-1396,-500,-1040,1323,-233
58,-5696,-4172,15892,191,-225,94,0.05,0.08,-0.81,0.574829,-4.281408,-10.538509,109.474442,-1049,-1454,-407,-1024,1523,-100
59,-5272,-3792,16468,198,-253,72,0.05,0.08,-0.81,0.5755,-4.180159,-10.391424,109.38871,-1163,-1457,-196,-989,1587,121
