seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw
0,6580,3576,19672,-306,21,-122,0.11,-0.1,0.43,0.888184,6.42431,15.789669,-52.856407
1,7528,3720,19532,-258,12,-150,0.11,-0.1,0.43,0.888611,6.303381,15.814244,-52.77198
2,8748,4260,20792,-248,134,-137,0.11,-0.1,0.43,0.889832,6.038001,15.841326,-52.505009
3,9448,4668,20760,-343,160,-57,0.11,-0.1,0.43,0.890198,5.945794,15.820137,-52.430737
4,8892,4620,20440,-559,207,147,0.1,-0.1,0.43,0.890686,5.39675,15.746231,-52.410126
5,8508,4284,18684,-665,130,216,0.1,-0.1,0.43,0.890625,5.084104,15.71637,-52.485149
6,9364,4336,16896,-576,220,203,0.09,-0.11,0.43,0.889954,4.007145,15.768967,-52.804451
7,9492,4516,18036,-481,356,230,0.09,-0.11,0.43,0.889709,3.713696,15.741509,-52.907448
8,10084,5060,17264,-572,354,359,0.08,-0.11,0.44,0.888733,2.924491,15.48923,-53.291367
9,9544,4936,16620,-641,393,491,0.08,-0.11,0.44,0.888123,2.614125,15.420766,-53.487541
10,8796,4868,15092,-672,400,696,0.07,-0.11,0.45,0.885254,1.465376,15.123958,-54.358231
11,8648,4672,14160,-652,386,827,0.07,-0.11,0.45,0.883911,1.063516,15.010237,-54.741871
12,7596,4180,12996,-528,346,1064,0.06,-0.11,0.46,0.878357,-0.150621,14.707444,-56.227554
13,7108,3996,12460,-393,272,1147,0.06,-0.11,0.47,0.875977,-0.51438,14.61397,-56.838547
14,6832,3916,12372,-204,257,1176,0.05,-0.12,0.48,0.867737,-1.331719,14.405176,-58.86451
15,6508,4264,12208,-182,259,1204,0.05,-0.12,0.49,0.864807,-1.520483,14.326132,-59.561893
16,5500,4280,10788,-168,323,1301,0.05,-0.11,0.5,0.85553,-2.061073,14.03589,-61.735935
17,4072,4072,10944,-122,391,1353,0.05,-0.11,0.51,0.852234,-2.225966,13.874135,-62.495071
18,2556,3688,10060,-25,315,1374,0.04,-0.11,0.53,0.841675,-2.652376,13.202872,-64.878952
19,2116,4492,9660,96,256,1353,0.04,-0.11,0.53,0.837952,-2.736626,12.982768,-65.691208
20,1796,5152,8780,323,204,1352,0.04,-0.1,0.55,0.826599,-2.597943,12.43749,-68.104256
21,1220,5300,8972,447,200,1342,0.04,-0.1,0.56,0.822693,-2.419719,12.276279,-68.909698
22,492,5828,10028,666,205,1305,0.05,-0.09,0.58,0.810791,-1.536036,11.747048,-71.285347
23,-44,5880,10748,769,205,1307,0.05,-0.09,0.58,0.806702,-1.117156,11.559699,-72.071846
24,-2272,5724,11204,867,279,1338,0.06,-0.07,0.6,0.794006,0.334742,10.946159,-74.432518
25,-4504,6252,13084,960,239,1331,0.06,-0.07,0.61,0.789612,0.870689,10.667032,-75.2276
26,-5640,6324,12356,1158,-122,1150,0.07,-0.05,0.62,0.776306,2.746565,9.99754,-77.525223
27,-6164,6348,13500,1337,-138,993,0.08,-0.05,0.63,0.772217,3.499475,9.904626,-78.17923
28,-6480,6408,15376,1530,-230,732,0.1,-0.03,0.64,0.761292,6.211052,9.644979,-79.758514
29,-6900,6788,16636,1571,-258,579,0.1,-0.02,0.64,0.758179,7.207552,9.592369,-80.14695
30,-7528,8044,17920,1608,-385,314,0.12,-0.0,0.65,0.750732,10.307691,9.449415,-80.880768
31,-7852,8520,18104,1629,-461,179,0.13,0.0,0.65,0.748901,11.389431,9.437393,-80.970253
32,-8052,9192,19304,1666,-478,-87,0.15,0.02,0.65,0.744934,14.744982,9.422595,-80.845642
33,-8096,9512,20208,1654,-418,-341,0.16,0.03,0.65,0.744324,15.889506,9.374531,-80.6455
34,-7080,10928,21880,1572,-427,-760,0.18,0.05,0.64,0.746033,19.299366,8.891874,-79.37159
35,-6700,11204,22084,1425,-404,-908,0.18,0.06,0.64,0.747681,20.408306,8.681235,-78.726479
36,-6680,10784,22448,1182,-402,-1135,0.2,0.07,0.62,0.754578,23.322826,7.855803,-76.475449
37,-5684,10176,23112,1131,-490,-1375,0.2,0.08,0.61,0.757629,24.163885,7.527379,-75.597748
38,-580,11496,23408,1103,-619,-1860,0.22,0.09,0.59,0.770264,26.530235,6.584625,-72.165405
39,3348,13100,24064,1065,-532,-2041,0.22,0.1,0.58,0.775391,27.325296,6.286447,-70.757889
40,7996,14992,26128,780,-247,-1900,0.24,0.11,0.56,0.790527,29.502691,5.32908,-66.458054
41,9040,15208,26480,537,-323,-1639,0.24,0.11,0.55,0.794922,30.049772,5.036751,-65.195854
42,11292,15696,23812,339,-505,-1344,0.25,0.11,0.53,0.806091,31.124434,4.822618,-61.968586
43,11940,15748,24460,297,-371,-1222,0.25,0.11,0.52,0.809143,31.424437,4.896101,-61.02932
44,12464,15156,23832,-29,-218,-950,0.26,0.11,0.5,0.816772,32.039154,5.091631,-58.737633
45,11888,14436,22364,-291,-143,-738,0.26,0.1,0.5,0.81897,32.038952,5.179651,-58.203899
46,10212,12796,20196,-553,-35,-389,0.26,0.1,0.49,0.824341,31.471279,5.510935,-57.318386
47,8672,11632,18920,-624,-31,-199,0.26,0.09,0.49,0.825684,31.147951,5.638108,-57.229248
