seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw
0,7076,3440,18808,-416,121,68,0.05,0.14,0.89,-0.433716,12.223446,12.305636,128.236542
1,6796,3136,19420,-372,243,13,0.05,0.14,0.89,-0.434204,11.938647,12.282013,128.158722
2,7288,3232,19292,-341,224,-79,0.05,0.13,0.89,-0.434631,11.183836,12.081283,128.077957
3,7648,3172,19248,-362,217,-100,0.05,0.13,0.89,-0.434448,10.958576,12.025526,128.091843
4,8732,3564,17932,-408,237,-48,0.06,0.12,0.89,-0.433716,10.233827,11.918089,128.148026
5,8980,3180,18452,-400,343,51,0.06,0.12,0.89,-0.433716,9.981632,11.884349,128.136093
6,8492,3104,19396,-428,243,225,0.06,0.12,0.89,-0.435913,9.164844,11.705405,127.835258
7,8544,3216,18204,-451,88,290,0.06,0.11,0.89,-0.437195,8.865314,11.715858,127.656578
8,8968,3392,16776,-397,47,386,0.06,0.11,0.89,-0.441711,7.960476,12.068883,126.992371
9,9116,3668,16536,-326,117,435,0.07,0.11,0.89,-0.443542,7.692858,12.20978,126.729584
10,9104,4032,17020,-333,260,524,0.07,0.1,0.88,-0.450195,7.016759,12.448153,125.822098
11,9052,4320,16500,-392,253,580,0.07,0.1,0.88,-0.45282,6.779112,12.470852,125.474548
12,8816,4920,14812,-473,231,755,0.07,0.1,0.88,-0.461548,5.928271,12.607892,124.302216
13,8016,4976,14152,-414,247,880,0.07,0.09,0.88,-0.465149,5.621067,12.658096,123.818764
14,6896,4880,13636,-311,265,1050,0.08,0.09,0.87,-0.478027,4.805134,12.715528,122.119301
15,6080,4536,13120,-271,217,1125,0.08,0.09,0.87,-0.482971,4.567167,12.716852,121.468796
16,4588,4484,11996,-176,183,1198,0.08,0.08,0.86,-0.498718,3.923655,12.735967,119.386871
17,3944,4384,11932,-90,198,1223,0.08,0.08,0.86,-0.504211,3.75742,12.720275,118.661041
18,2932,5004,11932,37,188,1246,0.08,0.08,0.85,-0.521118,3.456878,12.592493,116.436203
19,2244,5116,11560,115,118,1239,0.08,0.08,0.84,-0.526794,3.425676,12.541625,115.689415
20,1432,5236,10588,216,61,1231,0.07,0.08,0.83,-0.54364,3.544131,12.462375,113.45723
21,1016,5080,10708,316,100,1225,0.07,0.09,0.83,-0.549133,3.641427,12.443995,112.728027
22,-156,5560,11672,542,36,1169,0.07,0.09,0.82,-0.565552,4.211942,12.297443,110.56028
23,-1264,5528,12404,690,-90,1145,0.07,0.09,0.81,-0.570801,4.524691,12.270276,109.869553
24,-1220,5776,12248,860,-183,1050,0.06,0.1,0.8,-0.585693,5.814495,12.408609,107.899155
25,-1772,5788,13364,929,-101,1016,0.06,0.11,0.8,-0.590332,6.330135,12.467801,107.286987
26,-2600,5768,14328,1063,-198,918,0.04,0.12,0.79,-0.603333,8.049442,12.510456,105.59053
27,-3276,5484,14984,1196,-195,842,0.04,0.13,0.78,-0.607239,8.686646,12.559311,105.079575
28,-4920,5860,17788,1316,-182,737,0.03,0.14,0.77,-0.617615,10.887487,12.560519,103.748055
29,-5776,6292,18088,1307,-290,640,0.02,0.15,0.77,-0.620605,11.661826,12.526077,103.366013
30,-5528,6616,17816,1375,-294,307,0.01,0.16,0.76,-0.626831,14.046311,12.536742,102.593178
31,-5172,6784,19676,1456,-176,92,0.0,0.17,0.76,-0.627686,14.915881,12.481682,102.512253
32,-6036,6996,21464,1320,-47,-98,-0.01,0.18,0.76,-0.62738,17.600323,11.959525,102.67662
33,-6624,7152,21880,1163,-105,-230,-0.02,0.19,0.76,-0.626709,18.401978,11.682816,102.802376
34,-6836,7584,20252,1089,-152,-565,-0.04,0.2,0.76,-0.621521,20.569035,10.839757,103.626678
35,-7312,7692,21064,1106,-55,-786,-0.04,0.2,0.76,-0.618591,21.300219,10.493382,104.075203
