timestamp,seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,0,-2096,-13060,8256,-146,253,66,-0.26,-0.37,0.8,0.390869,-53.848652,-6.924681,-142.41362,269,359,-402,-21,231,-555
20,1,-2344,-12760,8772,-308,159,78,-0.26,-0.38,0.8,0.390625,-54.021317,-7.034019,-142.506897,179,281,-409,69,192,-486
40,2,-2240,-11448,8808,-425,68,33,-0.26,-0.38,0.8,0.389526,-54.457809,-7.231169,-142.840775,66,338,-344,65,51,-479
60,3,-2804,-11160,9168,-575,-8,-111,-0.27,-0.38,0.8,0.388306,-54.986614,-7.307127,-143.260834,-22,637,-240,-80,-182,-651
80,4,-3576,-12664,10148,-731,-44,-336,-0.27,-0.39,0.79,0.387634,-55.669086,-7.206244,-143.693619,-234,879,-51,-192,-524,-719
100,5,-3288,-16680,12304,-941,-45,-498,-0.27,-0.39,0.79,0.388123,-56.539185,-6.888352,-144.062134,-515,563,382,-219,-801,-195
120,6,-2232,-21372,14656,-1253,76,-469,-0.27,-0.4,0.78,0.38916,-57.730072,-6.405834,-144.529816,-589,-480,1193,-366,-807,1101
140,7,372,-23888,17132,-1215,323,-271,-0.27,-0.41,0.78,0.389832,-59.231571,-5.98287,-145.233047,-367,-2022,2276,-735,-557,2923
160,8,2732,-26760,16860,-1293,936,-77,-0.28,-0.42,0.77,0.39093,-60.644867,-5.801406,-145.823593,298,-3419,3447,-1532,-70,4615
180,9,5124,-30588,11632,-1451,1609,168,-0.29,-0.43,0.76,0.393433,-62.247829,-6.04558,-146.250656,1255,-4758,3913,-2048,951,5866
200,10,7620,-32768,5044,-1597,2029,599,-0.31,-0.44,0.75,0.39624,-64.387207,-6.746226,-146.897049,2453,-6323,3082,-1663,2806,6697
220,11,8760,-32768,-4928,-1745,1998,1265,-0.33,-0.44,0.73,0.396667,-67.073921,-7.912158,-148.3311,3651,-7441,1129,-513,4953,6720
240,12,11128,-32768,-7124,-1553,1385,1967,-0.36,-0.45,0.72,0.390198,-70.268631,-9.604003,-151.683563,4884,-7987,-1605,1144,7220,6063
260,13,12992,-32768,-10268,-1310,935,2733,-0.39,-0.46,0.71,0.376831,-73.21524,-11.640527,-156.769531,6198,-8274,-3438,1959,9175,5535
280,14,13752,-29648,-14256,-1175,317,3495,-0.41,-0.46,0.7,0.357056,-75.853729,-14.230682,-163.423416,7482,-8354,-5063,2544,11034,4813
300,15,13980,-26396,-14212,-1045,-678,4205,-0.43,-0.46,0.7,0.329163,-78.211952,-17.454172,-171.810074,8558,-7685,-6619,2983,12497,3319
320,16,15340,-21836,-10048,-887,-1567,4994,-0.45,-0.46,0.7,0.292053,-79.89386,-21.290154,179.123535,9522,-6707,-7108,2354,13352,1532
340,17,17628,-15252,-5124,-785,-2302,5863,-0.47,-0.46,0.72,0.220581,-80.316452,-28.435873,167.166443,11408,-4326,-5869,-621,13282,-2550
360,18,19976,-9224,-1404,-900,-2616,6298,-0.47,-0.45,0.73,0.192932,-79.889107,-31.149105,163.634094,12146,-3405,-5259,-1782,12880,-4203
380,19,20976,1580,-1504,-682,-2657,6456,-0.48,-0.43,0.76,0.101135,-76.66523,-39.971329,153.883911,14617,835,-3356,-4657,9562,-10606
400,20,20708,3016,-1936,-241,-2962,5867,-0.48,-0.42,0.77,0.070129,-74.766212,-42.906277,151.090118,15192,2405,-3248,-4733,8016,-12667
420,21,23196,-608,568,-82,-3489,5682,-0.47,-0.38,0.79,-0.017151,-65.809822,-49.86887,145.009521,16497,3597,-3225,-5341,4923,-15580
440,22,25564,2264,764,-168,-3645,5833,-0.47,-0.37,0.8,-0.046692,-61.638142,-51.630016,143.286285,17082,3552,-3094,-5870,3952,-16245
460,23,27080,8312,-4980,-444,-4038,5853,-0.44,-0.32,0.82,-0.141846,-45.806389,-55.196484,137.488907,18913,4664,-4155,-5671,259,-19092
480,24,28812,11272,-2676,-430,-5334,5522,-0.43,-0.31,0.83,-0.175476,-39.57357,-55.366806,135.528381,19354,5249,-4952,-5063,-1113,-19993
500,25,30320,15060,7848,-489,-6512,5150,-0.37,-0.25,0.85,-0.278381,-20.613594,-50.115849,130.997711,20158,6713,-4836,-4786,-7511,-19885
520,26,29864,18048,18180,-763,-6394,4582,-0.34,-0.23,0.86,-0.312134,-15.571766,-46.559849,129.712509,20204,7307,-3670,-4949,-10495,-18448
540,27,27612,18336,15148,-1163,-5411,3926,-0.25,-0.17,0.86,-0.401489,-6.496771,-34.659939,125.34494,18981,8523,-871,-3591,-16417,-12300
560,28,27620,20128,10040,-1102,-5258,3298,-0.22,-0.15,0.86,-0.426453,-4.923983,-30.89802,123.765434,18338,8879,-1078,-2445,-17013,-10992
580,29,28880,22892,11032,-724,-5899,2518,-0.13,-0.1,0.86,-0.487,-1.91241,-18.907555,119.60585,16730,9792,-2438,584,-17799,-8035
600,30,30412,24092,16168,-588,-6146,1830,-0.1,-0.07,0.86,-0.50238,-1.217553,-14.476215,118.452034,16257,10285,-2435,1543,-18155,-6632
620,31,30988,19312,17188,-546,-5861,790,-0.01,-0,0.85,-0.528564,0.071265,-0.828974,116.178024,14922,10535,-1065,2878,-18025,-1267
640,32,32767,18864,18856,-785,-5780,397,0.03,0.02,0.85,-0.531555,0.24175,3.587896,115.704521,14539,10275,-606,2937,-17566,348
660,33,32767,19748,21296,-1497,-5556,-259,0.12,0.08,0.84,-0.526978,-0.074672,16.44652,114.730293,13518,9859,1106,3412,-15674,4875
680,34,32767,21164,23172,-1805,-5375,-733,0.15,0.09,0.83,-0.520813,-0.401366,20.504011,114.594185,13112,9918,1768,3798,-14857,6183
700,35,32767,24732,25100,-1762,-4985,-1911,0.24,0.13,0.83,-0.487183,-0.726922,31.778551,115.247009,11910,10997,4007,5757,-12421,9559
720,36,32767,19344,27148,-1970,-4773,-2812,0.26,0.15,0.83,-0.470032,-0.168364,35.200634,116.04464,11543,11255,4735,6226,-11549,10495
740,37,32767,11748,31436,-2275,-4331,-3580,0.33,0.18,0.83,-0.401978,2.79467,44.22974,120.073959,10622,8925,7244,5143,-7207,12905
