seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw
0,8036,4224,18356,-290,223,47,-0.08,-0.15,-0.71,0.682983,5.776531,18.522072,93.072212
1,7976,3708,19748,-266,350,54,-0.08,-0.14,-0.71,0.683594,5.515353,18.244152,92.980698
2,7928,3840,19540,-315,240,14,-0.08,-0.14,-0.71,0.684143,5.234611,17.937794,92.900322
3,8304,3840,19024,-357,203,-5,-0.08,-0.14,-0.71,0.684082,4.916349,17.754097,92.895004
4,8684,3732,18576,-349,243,38,-0.08,-0.13,-0.71,0.684082,4.592682,17.615837,92.874046
5,8516,4020,19040,-329,246,89,-0.08,-0.13,-0.71,0.684509,4.262949,17.445004,92.790558
6,9060,3884,18596,-331,236,136,-0.09,-0.13,-0.71,0.685181,3.942874,17.310787,92.66642
7,8976,4148,18932,-362,272,222,-0.09,-0.13,-0.71,0.68634,3.606385,17.172928,92.465019
8,9088,4036,18060,-459,216,333,-0.09,-0.12,-0.71,0.688232,3.171433,17.048334,92.136353
9,9252,4108,17072,-480,315,429,-0.09,-0.12,-0.71,0.690674,2.606011,16.971457,91.699623
10,8440,4152,17868,-451,459,530,-0.09,-0.11,-0.7,0.694031,2.039574,16.723293,91.139534
11,8236,3932,17396,-478,329,617,-0.09,-0.11,-0.7,0.69812,1.454553,16.386446,90.470016
12,8388,4000,16396,-489,267,704,-0.09,-0.1,-0.7,0.702637,0.824782,16.209204,89.701759
13,8464,4036,15724,-479,291,789,-0.1,-0.1,-0.69,0.707703,0.177621,16.069664,88.832115
14,8300,4200,15224,-457,364,857,-0.1,-0.1,-0.69,0.713318,-0.468686,15.890541,87.87101
15,7300,4476,15044,-447,447,936,-0.1,-0.09,-0.68,0.719482,-1.089704,15.592665,86.829994
16,6292,4356,14908,-444,407,1055,-0.1,-0.09,-0.67,0.726318,-1.708887,15.169075,85.683693
17,6096,4236,13264,-383,295,1175,-0.1,-0.08,-0.67,0.733887,-2.322748,14.813097,84.392044
18,5368,4128,12892,-270,330,1257,-0.1,-0.08,-0.66,0.742188,-2.864486,14.510971,82.962227
19,4316,4556,12916,-193,258,1320,-0.1,-0.07,-0.65,0.750977,-3.279776,14.140913,81.453278
20,3700,4372,11684,-113,113,1432,-0.1,-0.07,-0.64,0.760193,-3.60589,13.857021,79.847046
21,3400,4868,10548,28,82,1469,-0.1,-0.07,-0.63,0.769958,-3.837063,13.678026,78.116371
22,2504,5284,10824,188,109,1480,-0.1,-0.07,-0.61,0.779846,-3.851918,13.470145,76.36673
23,1696,5324,10660,278,114,1484,-0.09,-0.07,-0.6,0.789734,-3.673563,13.220121,74.61409
24,964,5436,10120,384,130,1484,-0.09,-0.07,-0.59,0.799622,-3.379248,12.914939,72.841721
25,-372,5696,10512,536,180,1458,-0.08,-0.07,-0.58,0.809387,-2.926256,12.551816,71.072868
26,-1612,5828,11416,728,39,1436,-0.08,-0.08,-0.56,0.81897,-2.228475,12.133312,69.320526
27,-1684,5944,11584,935,-95,1339,-0.07,-0.08,-0.55,0.828064,-1.283273,11.898581,67.610855
28,-2384,6916,13136,1106,-54,1273,-0.06,-0.09,-0.54,0.836365,-0.042242,11.751597,66.004982
29,-4284,6388,13648,1111,-84,1264,-0.04,-0.09,-0.53,0.844238,1.372073,11.547622,64.415878
30,-5256,6532,13824,1141,-70,1100,-0.03,-0.1,-0.51,0.851562,2.735204,11.32208,62.853485
31,-4696,7492,14148,1311,22,783,-0.02,-0.1,-0.5,0.8573,4.276763,11.023915,61.547825
32,-5204,8716,16876,1415,165,603,-0.0,-0.11,-0.5,0.861328,6.122488,10.572889,60.522415
33,-5772,8748,18444,1414,-70,573,0.02,-0.11,-0.49,0.86438,8.084622,10.070325,59.598114
34,-5608,9020,17384,1516,-429,552,0.03,-0.12,-0.48,0.866638,10.047919,9.961274,58.723686
35,-5844,10228,18064,1687,-489,382,0.05,-0.13,-0.48,0.867798,12.209864,10.1505,57.94326
36,-6508,9908,18920,1734,-479,105,0.07,-0.14,-0.47,0.867249,14.58591,10.304443,57.392918
37,-7024,9256,20448,1692,-458,-200,0.08,-0.15,-0.47,0.86499,16.957779,10.280301,57.133575
38,-6048,10468,21016,1579,-515,-577,0.1,-0.16,-0.47,0.860718,19.21381,10.1293,57.309345
39,-5156,11912,21932,1448,-477,-858,0.12,-0.17,-0.48,0.85437,21.405268,9.880398,57.930134
40,-4888,12352,21548,1214,-422,-1097,0.13,-0.17,-0.49,0.846619,23.44068,9.457382,58.880116
41,-5352,12268,21584,1026,-284,-1350,0.15,-0.18,-0.5,0.837708,25.187113,8.796939,60.170612
42,-4724,11892,22124,917,-339,-1675,0.16,-0.18,-0.51,0.827454,26.721886,7.840302,61.803677
43,-1956,12420,22520,849,-503,-2005,0.17,-0.18,-0.52,0.815002,28.105406,6.858267,63.966141
44,1156,13424,22188,740,-522,-2214,0.18,-0.19,-0.54,0.800476,29.388351,5.964154,66.605652
45,3476,13880,22212,607,-458,-2223,0.19,-0.19,-0.56,0.785095,30.519844,5.071706,69.434082
