seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw
0,3624,4516,17508,-108,298,-238,0.07,-0.01,0.99,-0.157227,-2.406228,7.569257,161.85881
1,3456,3724,19356,-25,421,-246,0.07,-0.01,0.99,-0.154785,-2.228274,7.210042,162.146317
2,3536,4524,20924,105,284,-269,0.06,-0.01,0.99,-0.152161,-1.924241,6.813219,162.448471
3,4280,4028,21668,111,71,-220,0.06,-0.0,0.99,-0.149597,-1.471594,6.629084,162.72934
4,5328,4008,21244,-46,63,-190,0.06,-0.0,0.99,-0.147583,-1.132359,6.687907,162.944977
5,5636,4840,22264,-216,150,-184,0.06,0.0,0.99,-0.14563,-0.986918,6.70953,163.164597
6,6168,4940,21652,-380,19,-188,0.06,-0.0,0.99,-0.143555,-1.027556,6.745952,163.407516
7,7724,5068,20080,-445,-6,-228,0.06,-0.0,0.99,-0.141174,-1.212685,6.960517,163.688965
8,8980,5544,20332,-488,90,-195,0.06,-0.0,0.99,-0.138489,-1.449337,7.210839,164.007797
9,9520,5532,20320,-584,93,-18,0.07,-0.01,0.99,-0.136658,-1.738315,7.440736,164.232468
10,9680,5180,18604,-705,15,172,0.07,-0.01,0.99,-0.13678,-2.186316,7.732231,164.237625
11,9848,5312,17180,-743,107,318,0.07,-0.01,0.99,-0.138489,-2.797635,8.068901,164.068741
12,9200,5400,16624,-700,175,484,0.08,-0.02,0.99,-0.141785,-3.417602,8.257039,163.72084
13,8512,5060,16152,-665,134,638,0.08,-0.02,0.99,-0.14679,-4.002465,8.37777,163.172516
14,7684,4840,15100,-629,97,764,0.08,-0.03,0.98,-0.15332,-4.597701,8.500384,162.445892
15,7360,5012,13768,-564,95,862,0.08,-0.03,0.98,-0.161072,-5.154824,8.602989,161.572433
16,7260,5060,13680,-473,151,945,0.08,-0.04,0.98,-0.1698,-5.62757,8.643544,160.575943
17,6884,4864,13452,-429,157,1023,0.08,-0.04,0.98,-0.179382,-6.008967,8.597568,159.472534
18,6824,5016,11672,-394,145,1096,0.08,-0.04,0.98,-0.189758,-6.378572,8.556866,158.26976
19,6156,5528,11980,-292,297,1188,0.08,-0.04,0.98,-0.200928,-6.672025,8.421212,156.967026
20,4676,5176,12192,-219,214,1334,0.08,-0.04,0.97,-0.213318,-6.828146,8.116376,155.508545
21,2936,4428,10324,-181,111,1424,0.08,-0.04,0.97,-0.227295,-6.966755,7.875385,153.853989
22,1512,4912,10396,-30,196,1385,0.08,-0.04,0.97,-0.241699,-7.047659,7.556053,152.142029
23,1164,5232,10064,118,155,1325,0.08,-0.04,0.96,-0.255676,-6.900669,7.144392,150.463257
24,-140,5216,10384,254,102,1312,0.07,-0.04,0.96,-0.269348,-6.547158,6.774171,148.805557
25,-1216,4992,9680,391,84,1268,0.07,-0.03,0.96,-0.282959,-6.011169,6.423219,147.142746
26,-2700,5516,11004,569,163,1197,0.06,-0.03,0.95,-0.296082,-5.306042,5.98652,145.536545
27,-3824,5656,12320,748,-12,1082,0.06,-0.02,0.95,-0.308411,-4.315893,5.492026,144.020004
28,-4596,5456,11580,850,-96,946,0.05,-0.01,0.95,-0.319458,-3.126939,5.229629,142.648468
29,-6128,6268,13600,1013,82,809,0.05,-0.0,0.94,-0.329163,-1.787927,4.89748,141.451279
30,-7060,6420,14928,1157,10,659,0.04,0.01,0.94,-0.337341,-0.199255,4.388189,140.460434
31,-8544,5960,14744,1195,3,528,0.03,0.02,0.94,-0.343994,1.522611,3.962073,139.664368
32,-10728,5440,16128,1268,41,329,0.02,0.04,0.94,-0.348999,3.257987,3.406349,139.093491
33,-12468,5112,16056,1300,-41,28,0.01,0.05,0.93,-0.35144,5.040593,2.764413,138.855179
34,-13348,5516,15876,1317,41,-355,-0.0,0.06,0.93,-0.35022,6.826114,2.051289,139.082794
35,-13284,5840,17096,1396,83,-816,-0.02,0.07,0.94,-0.344727,8.662103,1.112759,139.852295
36,-10900,6144,17348,1496,-58,-1262,-0.03,0.09,0.94,-0.334167,10.593458,0.152188,141.262009
37,-7648,6716,17888,1490,53,-1666,-0.04,0.1,0.94,-0.319092,12.566034,-0.715104,143.238342
38,-3528,7220,19056,1394,318,-2050,-0.05,0.11,0.95,-0.300171,14.424479,-1.782278,145.69899
39,1896,8848,21472,1354,609,-2307,-0.07,0.13,0.95,-0.278015,16.119184,-3.085008,148.562042
40,7948,11436,26156,1251,813,-2290,-0.08,0.14,0.95,-0.254944,17.697077,-4.499192,151.54834
41,11808,13996,30484,1062,780,-1871,-0.09,0.15,0.96,-0.23407,19.100658,-5.678926,154.266129
42,12192,15288,31540,867,466,-1230,-0.09,0.16,0.96,-0.219238,20.28834,-6.270488,156.223236
43,10720,13812,32152,704,217,-766,-0.09,0.17,0.96,-0.210083,21.320812,-6.266784,157.451385
44,8648,12672,31072,231,115,-553,-0.09,0.17,0.96,-0.204468,21.971481,-5.988275,158.183487
45,7020,11252,28408,-380,74,-426,-0.09,0.18,0.96,-0.200806,21.917818,-5.675098,158.578064
46,4888,10180,24688,-803,52,-283,-0.08,0.17,0.96,-0.19873,21.206762,-5.385523,158.69664
47,3064,8908,21068,-985,-5,-161,-0.08,0.16,0.96,-0.197998,20.134869,-5.128803,158.620667
48,1712,7592,19112,-932,-166,-70,-0.08,0.15,0.97,-0.198059,18.992908,-4.86211,158.452545
