seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw
0,3112,9184,18112,52,275,81,0.07,0.23,0.95,-0.172974,25.607218,11.951715,158.808517
1,2512,9080,18380,72,292,3,0.06,0.23,0.95,-0.173645,25.628273,11.786556,158.779984
2,2552,10056,19048,129,239,-117,0.06,0.23,0.95,-0.174194,25.794811,11.178072,158.882446
3,2440,10136,19836,128,191,-101,0.06,0.23,0.95,-0.173889,25.896929,10.971633,158.970718
4,2224,10504,21036,17,71,-31,0.05,0.24,0.95,-0.173462,26.088842,10.520055,159.136139
5,1912,10192,21376,-61,-27,-39,0.05,0.24,0.95,-0.173157,26.059273,10.361653,159.207336
6,2124,10780,20476,40,-159,-132,0.05,0.24,0.96,-0.171997,26.023605,10.351113,159.331482
7,2880,10648,23152,74,-35,-178,0.05,0.24,0.96,-0.170166,26.160223,10.301005,159.543259
8,3052,10528,24108,-169,-34,-116,0.05,0.24,0.96,-0.168518,26.13706,10.161801,159.75264
9,2484,10852,23520,-410,27,-111,0.05,0.23,0.96,-0.167297,25.763332,10.042983,159.900726
10,2408,10840,24628,-460,142,-139,0.05,0.23,0.96,-0.166016,25.21703,9.786436,160.084595
11,2232,10640,25192,-517,112,-102,0.05,0.22,0.96,-0.164856,24.584368,9.458426,160.26918
12,1428,10760,25396,-612,66,-77,0.05,0.22,0.96,-0.16394,23.866312,9.180256,160.413452
13,1340,10480,25196,-758,101,-118,0.05,0.21,0.96,-0.162842,23.032703,8.915275,160.571045
14,1504,10544,25292,-1020,301,-211,0.04,0.2,0.97,-0.161194,22.003325,8.511134,160.812927
15,1428,10280,25836,-1289,474,-302,0.04,0.19,0.97,-0.158936,20.654701,7.83911,161.168701
16,1800,10608,25456,-1418,319,-328,0.04,0.17,0.97,-0.155884,19.095327,7.073594,161.618195
17,2116,9736,23716,-1519,202,-230,0.03,0.16,0.97,-0.152771,17.444885,6.600747,162.016907
18,1048,8696,23512,-1584,288,-200,0.03,0.14,0.98,-0.150452,15.699123,6.213111,162.314819
19,36,8136,22992,-1682,219,-273,0.03,0.13,0.98,-0.14801,13.842874,5.729897,162.642029
20,388,8572,22220,-1777,103,-377,0.03,0.11,0.98,-0.144409,11.92924,5.314991,163.093231
21,1384,7868,21716,-1910,63,-421,0.03,0.09,0.99,-0.139709,9.96276,5.041282,163.660309
22,1876,7520,19508,-2078,52,-449,0.03,0.07,0.99,-0.134644,7.804658,4.869465,164.27301
23,1956,6404,17576,-2110,131,-509,0.03,0.05,0.99,-0.129089,5.543306,4.723282,164.955933
24,2276,6304,16080,-2058,189,-591,0.04,0.03,0.99,-0.122742,3.311733,4.510142,165.748459
25,3148,5640,15252,-2015,100,-596,0.04,0.01,0.99,-0.115784,1.187647,4.328808,166.618149
26,4112,4644,13092,-1981,-55,-521,0.04,-0.0,0.99,-0.109009,-0.928447,4.402559,167.472473
27,4444,3288,11304,-1847,-124,-431,0.04,-0.02,0.99,-0.103149,-2.977143,4.691058,168.233612
28,4704,2408,9336,-1688,-34,-389,0.05,-0.04,0.99,-0.098022,-4.913537,5.04479,168.925919
29,4456,1808,9744,-1572,197,-395,0.05,-0.05,0.99,-0.093018,-6.697846,5.233654,169.609818
30,4204,1396,9164,-1509,180,-415,0.05,-0.07,0.99,-0.08783,-8.375587,5.225103,170.309586
31,4224,272,7460,-1397,150,-423,0.05,-0.08,0.99,-0.082458,-9.996486,5.295342,171.034912
32,4252,-728,7260,-1184,164,-448,0.05,-0.1,0.99,-0.077026,-11.484242,5.37932,171.76358
33,4644,-1440,7088,-932,243,-460,0.06,-0.11,0.99,-0.07135,-12.731327,5.472242,172.507172
34,3872,-1616,8700,-752,310,-425,0.06,-0.12,0.99,-0.065796,-13.722017,5.462636,173.208923
35,4076,-1804,9152,-639,163,-383,0.06,-0.12,0.99,-0.06073,-14.508602,5.428597,173.835876
36,4108,-2044,9040,-575,106,-272,0.06,-0.13,0.99,-0.056519,-15.186335,5.556607,174.375015
37,3448,-2600,8864,-489,140,-205,0.06,-0.13,0.99,-0.053528,-15.812961,5.65336,174.769196
38,3196,-3140,9556,-305,187,-216,0.06,-0.14,0.99,-0.050842,-16.30134,5.673524,175.109589
39,3088,-2940,10568,-149,175,-223,0.06,-0.14,0.99,-0.048157,-16.585981,5.637897,175.427353
40,3036,-2948,11180,-85,99,-206,0.06,-0.14,0.99,-0.045593,-16.689676,5.639305,175.722977
41,2588,-3028,11612,-87,51,-177,0.06,-0.14,0.99,-0.043518,-16.759184,5.70466,175.969879
42,2544,-3496,12404,-33,-79,-218,0.06,-0.14,0.99,-0.041504,-16.810064,5.825334,176.215897
43,3124,-3908,12804,39,-324,-244,0.06,-0.14,0.99,-0.03949,-16.782944,6.158461,176.485611
44,3396,-4384,12488,4,-429,-238,0.07,-0.14,0.99,-0.037598,-16.737444,6.774521,176.778427
45,2580,-4640,12364,-55,-392,-233,0.07,-0.14,0.99,-0.035889,-16.788174,7.418413,177.062119
