seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw
0,4128,11040,18384,478,478,-188,-0.14,-0.22,-0.96,-0.102661,27.056858,13.053124,-171.721481
1,4872,11128,20524,327,406,-96,-0.14,-0.22,-0.96,-0.102661,27.65419,12.440493,-171.727341
2,3068,10248,20792,63,337,64,-0.13,-0.22,-0.96,-0.101562,27.879261,11.989978,-171.812805
3,1532,10312,20588,-1,232,-41,-0.13,-0.22,-0.96,-0.100403,27.822659,11.606707,-171.864456
4,2128,10628,21768,9,143,-186,-0.12,-0.22,-0.96,-0.101135,27.803595,11.175599,-171.699677
5,2272,10572,23364,-131,94,-152,-0.12,-0.22,-0.96,-0.102783,27.728533,10.796966,-171.43219
6,2348,10368,22944,-281,-64,-123,-0.12,-0.22,-0.96,-0.104431,27.426256,10.557715,-171.152328
7,2712,10772,23448,-328,-138,-121,-0.12,-0.22,-0.96,-0.106323,27.011478,10.473497,-170.855484
8,3028,10384,24116,-403,-148,-91,-0.12,-0.21,-0.96,-0.108215,26.55316,10.478724,-170.56665
9,2540,10616,24968,-583,-126,-70,-0.12,-0.21,-0.96,-0.109924,25.92527,10.492297,-170.271866
10,2216,10412,25440,-773,-138,-71,-0.12,-0.2,-0.97,-0.111755,25.07292,10.466171,-169.920944
11,2644,10204,25104,-998,-156,-94,-0.12,-0.19,-0.97,-0.114014,23.979427,10.450985,-169.485367
12,2364,10096,25616,-1176,-82,-115,-0.12,-0.18,-0.97,-0.116638,22.664782,10.427104,-168.974365
13,2184,10016,25820,-1348,-135,-112,-0.11,-0.17,-0.97,-0.119568,21.161388,10.330438,-168.395065
14,2332,8908,24712,-1571,-137,-120,-0.11,-0.15,-0.97,-0.122742,19.46911,10.317864,-167.776047
15,2740,8392,24512,-1629,-134,-171,-0.11,-0.14,-0.98,-0.12616,17.599794,10.291842,-167.109955
16,3104,8696,24848,-1718,-105,-209,-0.11,-0.12,-0.98,-0.130249,15.664329,10.26788,-166.366638
17,2624,8984,24548,-1889,-109,-176,-0.1,-0.1,-0.98,-0.13446,13.652407,10.236912,-165.609756
18,2496,8536,23692,-2093,-94,-200,-0.1,-0.09,-0.98,-0.138611,11.462655,10.203875,-164.853271
19,3112,8408,22164,-2254,-54,-273,-0.1,-0.06,-0.98,-0.143433,9.095164,10.163225,-164.014938
20,3152,7968,20788,-2368,39,-276,-0.1,-0.04,-0.98,-0.148804,6.629106,10.08221,-163.12532
21,3204,7116,19228,-2403,43,-279,-0.09,-0.02,-0.98,-0.154053,4.083346,9.957432,-162.272858
22,3360,5972,18708,-2354,-57,-297,-0.09,0.0,-0.98,-0.159363,1.550478,9.90869,-161.441925
23,3364,5216,15916,-2386,-208,-282,-0.09,0.02,-0.98,-0.164612,-0.964917,10.064496,-160.635147
24,3728,4152,14100,-2331,-148,-353,-0.08,0.05,-0.98,-0.169861,-3.497599,10.352974,-159.840134
25,4216,3824,13516,-2218,-72,-426,-0.08,0.07,-0.98,-0.175903,-5.928474,10.588562,-158.984634
26,4792,3416,12080,-2145,-111,-398,-0.08,0.09,-0.98,-0.182251,-8.214355,10.8492,-158.120712
27,5376,2472,10320,-2094,-135,-343,-0.08,0.11,-0.97,-0.187927,-10.459948,11.212728,-157.34288
28,5600,1456,8388,-1884,-115,-287,-0.08,0.13,-0.97,-0.193054,-12.651126,11.630134,-156.639175
29,5660,716,7660,-1704,-88,-263,-0.08,0.14,-0.97,-0.19751,-14.668242,12.043693,-156.031097
30,5848,-144,6936,-1483,7,-248,-0.08,0.16,-0.96,-0.201599,-16.442902,12.405318,-155.490189
31,5688,-760,7216,-1338,129,-197,-0.08,0.17,-0.96,-0.205444,-18.026878,12.645357,-155.013214
32,5320,-1524,6724,-1171,110,-102,-0.07,0.19,-0.96,-0.208557,-19.458303,12.772113,-154.652527
33,4716,-2496,6192,-931,89,-59,-0.07,0.2,-0.95,-0.21051,-20.724836,12.882825,-154.432983
34,4740,-3172,7292,-613,124,-119,-0.07,0.21,-0.95,-0.212158,-21.729845,12.959342,-154.256271
35,5180,-3044,7740,-475,118,-132,-0.07,0.21,-0.95,-0.214111,-22.432657,13.021088,-154.045898
36,5064,-3144,9088,-333,117,-86,-0.07,0.22,-0.95,-0.216003,-22.890833,13.098181,-153.834702
37,4980,-3556,9436,-216,72,-52,-0.07,0.22,-0.95,-0.217224,-23.18758,13.161743,-153.695969
38,4864,-3968,10440,-116,79,-40,-0.07,0.22,-0.95,-0.218079,-23.362608,13.227296,-153.594131
39,4856,-4008,11072,-19,36,-33,-0.07,0.22,-0.95,-0.218689,-23.414965,13.274683,-153.517181
40,4520,-4452,11564,50,30,-16,-0.07,0.22,-0.95,-0.219055,-23.369734,13.345189,-153.458282
41,4344,-4556,11884,131,-15,-17,-0.07,0.22,-0.95,-0.219177,-23.246876,13.407695,-153.425781
42,4372,-4208,12988,204,-134,-28,-0.07,0.22,-0.95,-0.219177,-23.019217,13.52251,-153.389771
43,4204,-4740,12816,260,-454,-16,-0.08,0.22,-0.95,-0.218628,-22.714628,13.826022,-153.366653
