seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw
0,3244,9628,16916,-236,250,-170,-0.06,0.23,0.7,-0.670776,24.774694,12.538659,95.742661
1,3136,10232,17892,-94,124,-100,-0.07,0.23,0.7,-0.670532,24.702791,12.350792,95.768944
2,3192,10180,16948,38,-30,-47,-0.07,0.23,0.7,-0.670044,24.71489,12.145479,95.830727
3,3016,11108,17736,174,53,-87,-0.07,0.23,0.7,-0.669067,25.0762,12.03166,95.96595
4,3272,10792,19728,190,137,-101,-0.07,0.23,0.7,-0.66864,25.270805,11.921087,96.015488
5,2980,10520,21036,56,51,-33,-0.07,0.23,0.7,-0.668091,25.560774,11.662929,96.062263
6,2232,9892,20796,-108,5,-8,-0.08,0.23,0.7,-0.667969,25.620344,11.510024,96.061119
7,1984,9736,20960,-200,69,-131,-0.08,0.23,0.7,-0.667969,25.45697,11.362882,96.054413
8,2300,10084,22628,-217,36,-199,-0.08,0.22,0.71,-0.667297,25.197283,11.077266,96.152863
9,2404,10044,23236,-247,-68,-126,-0.08,0.22,0.71,-0.666199,24.932278,10.822613,96.328438
10,2128,9956,24036,-295,-121,-104,-0.07,0.22,0.71,-0.665405,24.620106,10.723996,96.472473
11,2000,9612,24556,-383,-225,-138,-0.07,0.22,0.71,-0.664612,24.223513,10.688776,96.627937
12,3012,10188,24088,-510,-150,-208,-0.07,0.21,0.71,-0.663452,23.716825,10.712476,96.854515
13,2572,10776,27108,-775,128,-161,-0.06,0.21,0.72,-0.662109,23.077711,10.622478,97.101692
14,1568,10276,26212,-1150,38,-67,-0.06,0.2,0.72,-0.661865,22.058187,10.292184,97.154472
15,552,9212,24792,-1271,33,-114,-0.05,0.19,0.72,-0.66217,20.626692,10.041707,97.135147
16,848,8564,25180,-1276,4,-301,-0.05,0.18,0.73,-0.661804,19.108809,9.739526,97.217468
17,1836,8696,26552,-1350,7,-390,-0.04,0.17,0.73,-0.659973,17.611568,9.410373,97.523521
18,2248,8988,26320,-1653,11,-348,-0.03,0.16,0.74,-0.657532,16.017124,9.127684,97.91716
19,860,8976,25216,-1914,71,-314,-0.02,0.14,0.74,-0.655396,14.100785,8.875166,98.247345
20,516,8504,23592,-2013,42,-389,-0.01,0.13,0.75,-0.653198,11.948695,8.537614,98.564445
21,1704,7708,22716,-1991,112,-522,0.0,0.1,0.75,-0.648071,8.691248,8.059114,99.281189
22,2396,8452,22840,-1982,27,-543,0.01,0.1,0.76,-0.645935,7.639501,7.905089,99.574318
23,3008,8056,20928,-2103,-156,-504,0.02,0.08,0.76,-0.641174,5.589831,7.775907,100.216965
24,3464,7312,18052,-2317,12,-492,0.03,0.07,0.77,-0.636292,3.406284,7.89176,100.837471
25,3040,6460,16772,-2430,188,-517,0.05,0.04,0.77,-0.628418,-0.266409,7.760849,101.797813
26,3280,5204,13972,-2367,125,-575,0.06,0.03,0.78,-0.625488,-1.532448,7.686174,102.152435
27,4068,4252,12676,-2136,97,-617,0.07,0.01,0.78,-0.619019,-3.974081,7.644278,102.93541
28,5420,3116,11564,-1928,50,-536,0.09,-0.01,0.79,-0.608765,-7.168407,7.814283,104.170586
29,5184,2084,10264,-1930,62,-436,0.1,-0.01,0.79,-0.605591,-8.177242,7.929959,104.537987
30,4352,1404,8724,-1875,130,-415,0.11,-0.03,0.79,-0.599731,-10.247969,8.128057,105.193405
31,4356,848,8108,-1707,157,-477,0.12,-0.04,0.79,-0.593811,-12.265773,8.23054,105.87291
32,4760,-52,7564,-1526,137,-482,0.13,-0.05,0.8,-0.587402,-14.092541,8.34553,106.63961
33,5096,-956,6648,-1278,130,-474,0.14,-0.07,0.8,-0.57782,-16.496836,8.62899,107.79995
34,5124,-952,6832,-1075,143,-458,0.15,-0.08,0.8,-0.574707,-17.186586,8.737779,108.18235
35,5292,-1236,7600,-873,103,-389,0.16,-0.08,0.8,-0.568848,-18.316568,8.952364,108.918976
36,4860,-2440,7304,-780,126,-284,0.16,-0.09,0.81,-0.561768,-19.669346,9.306193,109.791374
37,4308,-3148,7448,-711,177,-285,0.17,-0.09,0.81,-0.559753,-20.102562,9.382188,110.041397
38,5176,-3540,7160,-489,174,-353,0.17,-0.1,0.81,-0.553528,-21.238901,9.525602,110.866295
39,5492,-3940,8352,-314,207,-324,0.17,-0.1,0.81,-0.551331,-21.504284,9.592702,111.165962
40,5284,-4016,9660,-138,116,-226,0.18,-0.11,0.81,-0.546326,-21.902729,9.782076,111.855278
41,4652,-4448,9924,-34,-37,-155,0.18,-0.11,0.81,-0.545288,-21.943239,9.875325,111.98584
42,4204,-4700,10556,78,-125,-203,0.18,-0.11,0.81,-0.54303,-21.9445,10.308336,112.21167
43,4912,-4012,11168,152,-156,-292,0.18,-0.1,0.81,-0.542175,-21.860264,10.500528,112.292961
44,4940,-4140,12028,81,-132,-234,0.18,-0.1,0.82,-0.539124,-21.530554,11.121205,112.606865
45,4576,-4776,11716,0,-179,-137,0.18,-0.1,0.82,-0.53833,-21.479736,11.305943,112.678665
