seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw
0,3556,8252,18140,16,180,-18,-0.14,0.17,0.35,-0.910828,22.062006,11.969038,40.492893
1,3684,8384,18876,26,183,17,-0.14,0.17,0.35,-0.91095,22.090021,11.85564,40.448631
2,3428,8448,19276,35,46,116,-0.14,0.16,0.35,-0.91156,22.146919,11.606894,40.239265
3,3048,8160,19516,68,-36,146,-0.14,0.16,0.35,-0.911804,22.159203,11.600991,40.140202
4,2700,7748,19756,114,-163,78,-0.14,0.16,0.35,-0.912231,22.282696,11.726422,39.863419
5,2812,7972,19632,101,-171,-13,-0.14,0.17,0.35,-0.912231,22.337778,11.792269,39.818253
6,3028,8656,20784,61,-39,-132,-0.14,0.17,0.35,-0.91156,22.516937,11.864319,39.903034
7,3304,8732,22300,-9,38,-182,-0.14,0.17,0.35,-0.911255,22.560156,11.8043,39.983009
8,4140,8928,23288,-189,30,-130,-0.14,0.16,0.35,-0.910706,22.458437,11.517872,40.306473
9,3564,8880,23668,-300,23,-33,-0.14,0.16,0.35,-0.910767,22.320871,11.447788,40.40535
10,2468,8848,24260,-387,-61,26,-0.14,0.16,0.35,-0.911743,21.648342,11.328022,40.592407
11,2804,8936,24292,-441,-109,-2,-0.13,0.16,0.35,-0.912048,21.386202,11.307438,40.675976
12,2708,8892,25144,-672,-95,-17,-0.13,0.16,0.35,-0.913086,20.420397,11.279215,41.005753
13,3060,8652,24592,-831,-127,-31,-0.12,0.15,0.36,-0.913513,19.986744,11.261895,41.154655
14,3044,8752,24252,-991,-98,-34,-0.11,0.15,0.36,-0.914856,18.376976,11.289148,41.722885
15,3064,8896,24700,-1075,-83,-43,-0.11,0.15,0.36,-0.915283,17.786194,11.2879,41.92614
16,3628,8272,25856,-1301,-110,-35,-0.09,0.14,0.36,-0.916687,15.812367,11.260179,42.553036
17,3792,8060,25588,-1488,-182,-22,-0.08,0.14,0.36,-0.917114,15.032275,11.2768,42.789482
18,3316,7308,23456,-1731,-161,14,-0.06,0.13,0.37,-0.918457,12.299312,11.483644,43.518394
19,2696,6908,23072,-1818,-37,3,-0.05,0.13,0.37,-0.918884,11.298843,11.52706,43.74231
20,2216,6448,22384,-1972,-5,-102,-0.03,0.12,0.37,-0.919861,8.103284,11.35967,44.420345
21,2828,6092,21400,-2024,-58,-159,-0.02,0.11,0.37,-0.919861,6.999705,11.296373,44.687511
22,3728,5444,19460,-2047,-120,-185,0.01,0.1,0.38,-0.918823,3.657864,11.298797,45.542297
23,3884,4680,18272,-2061,-97,-165,0.02,0.1,0.38,-0.918213,2.544629,11.352742,45.81469
24,3552,3728,17032,-2046,-87,-182,0.05,0.09,0.39,-0.916016,-0.823342,11.507245,46.529953
25,3872,3284,16300,-1994,-162,-215,0.05,0.09,0.39,-0.915039,-1.93911,11.568498,46.755817
26,4620,2600,14404,-1840,-255,-205,0.08,0.08,0.4,-0.911316,-5.107007,12.011813,47.430004
27,4760,1888,13752,-1741,-240,-171,0.09,0.08,0.4,-0.909973,-6.090744,12.220056,47.62624
28,4976,1192,12860,-1602,-171,-136,0.11,0.07,0.4,-0.905884,-8.873047,12.800476,48.083691
29,5172,872,12500,-1546,-115,-128,0.12,0.07,0.4,-0.904541,-9.739991,12.962619,48.20755
30,4884,236,11720,-1434,-94,-113,0.14,0.06,0.41,-0.900391,-12.226456,13.367207,48.513672
31,5160,36,10412,-1362,-69,-133,0.15,0.06,0.41,-0.899048,-13.00038,13.491815,48.592999
32,5092,-1020,10632,-1247,118,-150,0.17,0.06,0.41,-0.894714,-15.185281,13.758413,48.868855
33,5152,-1308,10664,-1189,157,-168,0.17,0.05,0.41,-0.89325,-15.868609,13.773356,48.962204
34,5124,-1620,9580,-1053,151,-168,0.19,0.05,0.42,-0.888855,-17.760576,13.794718,49.251064
35,5092,-1900,9688,-941,184,-155,0.19,0.04,0.42,-0.887451,-18.325275,13.802738,49.34166
36,5524,-2228,9728,-797,135,-127,0.2,0.04,0.42,-0.883606,-19.774158,13.794235,49.589535
37,5280,-3028,9508,-741,186,-58,0.21,0.03,0.42,-0.881348,-20.62608,13.822699,49.704983
38,4700,-3632,9820,-689,199,-22,0.21,0.03,0.42,-0.880371,-21.04541,13.801461,49.726223
39,4732,-3924,9380,-503,80,-69,0.22,0.03,0.42,-0.877869,-22.169764,13.710449,49.733284
40,4756,-4184,10492,-350,25,-100,0.23,0.03,0.42,-0.876343,-22.687897,13.778425,49.800446
41,4840,-4224,10260,-288,-84,-136,0.23,0.03,0.43,-0.874939,-23.047974,13.953135,49.913292
42,4808,-4132,10040,-265,-71,-161,0.23,0.03,0.43,-0.873474,-23.354753,14.213935,50.058731
