seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw
0,2976,8792,19236,80,109,34,0.21,0.06,0.69,0.68811,21.657167,11.915921,-88.083862
1,2672,9100,18784,52,-14,-22,0.21,0.06,0.69,0.687805,21.773706,11.789672,-88.136909
2,3088,8864,18856,53,0,-89,0.21,0.06,0.69,0.688049,21.9242,11.712554,-88.069023
3,3452,9276,19496,-10,61,-99,0.21,0.06,0.69,0.688599,22.045137,11.579516,-87.974297
4,3096,9004,20056,-100,49,-31,0.2,0.06,0.69,0.689148,22.058969,11.423328,-87.921059
5,2680,8956,20128,-135,-6,-15,0.2,0.06,0.69,0.689514,21.953905,11.321818,-87.92173
6,2388,8892,21108,-114,-34,-54,0.2,0.06,0.69,0.689941,21.832609,11.247632,-87.908684
7,2184,8680,21920,-124,-47,-93,0.2,0.06,0.69,0.690735,21.718437,11.148538,-87.836403
8,2216,8928,22644,-155,-61,-133,0.2,0.06,0.69,0.691956,21.571222,11.037995,-87.703445
9,2712,9236,23596,-241,-72,-147,0.2,0.06,0.69,0.693542,21.370689,10.915347,-87.526497
10,2884,9692,24204,-406,-60,-135,0.2,0.06,0.69,0.695312,21.041559,10.823259,-87.348724
11,2356,9740,24512,-589,-46,-111,0.19,0.06,0.69,0.697266,20.501051,10.714339,-87.207932
12,2680,9672,24120,-759,-64,-155,0.19,0.05,0.69,0.699646,19.764452,10.590938,-87.052704
13,3128,9340,23680,-921,-15,-209,0.18,0.05,0.69,0.702576,18.853252,10.473352,-86.84597
14,3772,8972,23284,-1059,114,-230,0.17,0.04,0.69,0.705933,17.770906,10.289074,-86.62114
15,3060,8796,23996,-1167,210,-180,0.16,0.04,0.68,0.70929,16.534729,9.985089,-86.450439
16,3036,8760,24448,-1217,34,-130,0.15,0.03,0.68,0.712341,15.199748,9.671397,-86.336517
17,3304,8324,23036,-1291,-94,-49,0.14,0.02,0.68,0.715027,13.823087,9.618397,-86.217262
18,1744,7576,22288,-1427,42,17,0.14,0.01,0.68,0.71698,12.327765,9.630124,-86.214752
19,676,6512,22060,-1559,175,-101,0.12,0.0,0.68,0.719177,10.666006,9.375779,-86.22625
20,748,6192,21448,-1665,133,-282,0.11,-0.0,0.68,0.722412,8.874755,8.976193,-86.072105
21,1532,6112,20200,-1727,49,-405,0.1,-0.01,0.68,0.726685,7.038185,8.663032,-85.693321
22,2240,5472,19012,-1785,24,-430,0.08,-0.02,0.68,0.731384,5.167212,8.490496,-85.18576
23,2936,5400,17404,-1789,-21,-411,0.07,-0.04,0.67,0.73584,3.271489,8.418016,-84.667709
24,3420,5200,16940,-1746,-65,-354,0.06,-0.05,0.67,0.739746,1.423843,8.458376,-84.184151
25,3260,4080,15600,-1724,-196,-276,0.05,-0.06,0.67,0.74292,-0.383493,8.632878,-83.774055
26,3484,2900,13796,-1645,-253,-284,0.04,-0.07,0.66,0.745422,-2.187593,8.960432,-83.434372
27,3972,2256,12996,-1510,-224,-315,0.03,-0.08,0.66,0.747803,-3.892805,9.350352,-83.077393
28,4696,1968,12792,-1424,-126,-310,0.02,-0.09,0.65,0.750183,-5.458466,9.715262,-82.68988
29,5312,1624,12532,-1419,-94,-250,0.01,-0.11,0.65,0.752319,-6.955657,10.02105,-82.320137
30,5588,1084,10972,-1430,-85,-160,0.0,-0.12,0.65,0.753845,-8.490117,10.344687,-82.030678
31,4640,-360,9000,-1305,27,-54,-0.01,-0.13,0.64,0.754578,-10.044909,10.622828,-81.855728
32,4188,-1200,8928,-1137,71,-76,-0.01,-0.14,0.64,0.754822,-11.517486,10.752275,-81.744873
33,4484,-1628,9176,-914,50,-179,-0.02,-0.14,0.64,0.755432,-12.733259,10.828143,-81.557755
34,5068,-1892,9320,-799,26,-207,-0.03,-0.15,0.64,0.75647,-13.728708,10.971228,-81.291504
35,5204,-2376,8772,-652,16,-134,-0.03,-0.16,0.63,0.757446,-14.60138,11.176614,-81.036926
36,5140,-2376,9280,-509,47,-110,-0.04,-0.16,0.63,0.758057,-15.34623,11.358594,-80.85405
37,5016,-2420,10172,-327,15,-63,-0.04,-0.16,0.63,0.758423,-15.847316,11.504591,-80.734779
38,4960,-2824,10604,-220,-23,-39,-0.04,-0.17,0.63,0.758606,-16.159979,11.667174,-80.670944
39,4656,-3012,11196,-119,-59,-53,-0.04,-0.17,0.63,0.758667,-16.37797,11.850563,-80.643211
40,4432,-2896,11760,54,-203,-110,-0.04,-0.17,0.63,0.758789,-16.451225,12.093353,-80.622322
41,4948,-2584,11464,110,-227,-136,-0.04,-0.17,0.63,0.759155,-16.336107,12.467656,-80.584152
