seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw
0,4124,10060,15960,-131,-41,-106,-0.26,0.02,-0.38,-0.888977,27.049177,13.856062,-43.712288
1,4084,10004,16200,12,-62,-84,-0.26,0.02,-0.38,-0.88916,27.063129,13.844546,-43.653221
2,4272,10020,16444,85,-45,-66,-0.26,0.02,-0.38,-0.889221,27.294224,13.849977,-43.469723
3,4208,9972,16412,75,9,-49,-0.26,0.02,-0.37,-0.88916,27.391787,13.845489,-43.414696
4,3896,9372,16760,9,155,-48,-0.26,0.02,-0.37,-0.889038,27.583529,13.688101,-43.318977
5,3804,9004,17012,-51,266,-76,-0.26,0.02,-0.37,-0.88916,27.592739,13.569519,-43.296898
6,4040,9636,18536,-85,325,-116,-0.26,0.02,-0.37,-0.890076,27.462811,12.945382,-43.199512
7,3736,9892,18768,-93,250,-81,-0.26,0.02,-0.37,-0.890442,27.400595,12.724908,-43.166901
8,3044,9788,18744,-82,100,-19,-0.26,0.01,-0.37,-0.891174,27.222967,12.288154,-43.127468
9,2944,10072,18768,-49,63,-34,-0.26,0.01,-0.37,-0.891357,27.176176,12.199069,-43.122917
10,3116,10100,20296,-10,96,-80,-0.25,0.01,-0.37,-0.891907,27.122082,11.917963,-43.038261
11,2960,10300,20820,-46,75,-86,-0.25,0.01,-0.37,-0.89209,27.110722,11.804003,-42.998085
12,2724,10104,21500,-163,-23,-90,-0.25,0.01,-0.37,-0.893127,26.93259,11.522077,-42.868351
13,2872,9936,21540,-209,-62,-109,-0.25,0.01,-0.37,-0.893616,26.808847,11.458445,-42.822979
14,3264,10252,23292,-197,-179,-88,-0.25,0.01,-0.37,-0.895325,26.39859,11.365499,-42.656963
15,3152,10064,24296,-191,-281,-10,-0.25,0.01,-0.37,-0.895813,26.260317,11.403681,-42.617954
16,2604,9920,24488,-336,-363,12,-0.24,0.01,-0.37,-0.896973,25.745972,11.751154,-42.63121
17,2860,9856,24732,-492,-261,-63,-0.24,0.02,-0.37,-0.898376,25.185493,11.949493,-42.614807
18,2940,10004,26636,-816,-45,-154,-0.23,0.02,-0.37,-0.900696,24.334364,11.882724,-42.546627
19,2976,10044,25836,-1091,-96,-173,-0.22,0.02,-0.37,-0.90387,23.145636,11.708283,-42.443417
20,3312,9480,24296,-1246,-54,-152,-0.21,0.03,-0.36,-0.907349,21.727917,11.607769,-42.340385
21,3048,9256,24944,-1313,17,-124,-0.2,0.03,-0.36,-0.910767,20.199949,11.460459,-42.267197
22,3028,8884,24392,-1402,-65,-115,-0.18,0.03,-0.36,-0.914001,18.593531,11.315855,-42.208508
23,2696,8484,24496,-1531,-41,-153,-0.17,0.04,-0.36,-0.917236,16.894249,11.216911,-42.112686
24,2820,8668,24068,-1693,-56,-227,-0.16,0.04,-0.36,-0.920715,15.064139,11.084997,-41.920803
25,3076,8280,23552,-1850,-69,-249,-0.14,0.05,-0.35,-0.924316,13.102663,10.975039,-41.628006
26,3140,7928,22480,-1995,-51,-277,-0.12,0.06,-0.35,-0.927795,10.995667,10.902621,-41.283279
27,3492,7596,20884,-2067,-38,-309,-0.1,0.06,-0.34,-0.931213,8.795155,10.834149,-40.838505
28,4280,7376,20168,-2071,8,-308,-0.09,0.07,-0.34,-0.934326,6.58684,10.778836,-40.327705
29,4192,6312,19732,-2113,19,-245,-0.07,0.08,-0.33,-0.936951,4.387321,10.740616,-39.803242
30,4180,5464,17516,-2181,-48,-199,-0.05,0.08,-0.33,-0.938965,2.087832,10.756731,-39.312431
